"Jose Altuve_HOU","Rougned Odor_TEX","Carlos Correa_HOU","Nelson Cruz_SEA","Lucas Duda_TB","Nomar Mazara_TEX","Lorenzo Cain_KC","Steven Souza_TB","George Springer_HOU","Alex Bregman_HOU","Shin-Soo Choo_TEX","Jake Marisnick_HOU","Corey Dickerson_TB","Mike Moustakas_KC","Eric Hosmer_KC","Mike Zunino_SEA","Whit Merrifield_KC","Elvis Andrus_TEX","Josh Reddick_HOU","Marwin Gonzalez_HOU","Carlos Beltran_HOU","Robinson Cano_SEA","Carlos Gomez_TEX","Eduardo Escobar_MIN","Brian Dozier_MIN","Joey Gallo_TEX","Evan Longoria_TB","Evan Gattis_HOU","Adrian Beltre_TEX","Miguel Sano_MIN","Ronald Guzman_TEX","Logan Morrison_TB","Salvador Perez_KC","Kyle Seager_SEA","Melky Cabrera_KC","Jarrod Dyson_SEA","Jorge Bonifacio_KC","Guillermo Heredia_SEA","Brian McCann_HOU","Derek Fisher_HOU","Jean Segura_SEA","Mitch Haniger_SEA","Ben Gamel_SEA","Robbie Grossman_MIN","Kennys Vargas_MIN","Jorge Soler_KC","Joe Mauer_MIN","Alex Gordon_KC","Leonys Martin_SEA","Delino DeShields_TEX","Kevin Kiermaier_TB","Taylor Motter_SEA","Jason Castro_MIN","Eddie Rosario_MIN","Jurickson Profar_TEX","Byron Buxton_MIN","Colby Rasmus_TB","Mallex Smith_TB","Danny Valencia_SEA","Ramon Torres_KC","Cheslor Cuthbert_KC","Hunter Dozier_KC","Mike Napoli_TEX","Matt Duffy_TB","Yuli Gurriel_HOU","Paulo Orlando_KC","Billy Burns_KC","Max Kepler_MIN","Brandon Moss_KC","Danny Espinosa_SEA","Robinson Chirinos_TEX","Pete Kozma_TEX","Ehire Adrianza_MIN","Brett Nicholas_TEX","Jared Hoying_TEX","Peter Bourjos_TB","Wilson Ramos_TB","Andy Ibanez_TEX","Trevor Plouffe_TB","JD Davis_HOU","Jake Bauers_TB","Ryan O'Hearn_KC","Alcides Escobar_KC","Shawn O'Malley_SEA","Terrance Gore_KC","Hanser Alberto_TEX","Derek Norris_TB","Brad Miller_TB","Carlos Ruiz_SEA","DJ Peterson_SEA","Boog Powell_SEA","Drew Stubbs_TEX","Ryan Rua_TEX","Rickie Weeks_TB","Jesus Sucre_TB","AJ Reed_HOU","Tuffy Gosewisch_SEA","Chris Gimenez_MIN","Tyler Smith_TEX","Adeiny Hechavarria_TB","Curt Casali_TB","Drew Butera_KC","Raul Mondesi_KC","Jorge Polanco_MIN","Drew Robinson_TEX","Daniel Robertson_TB","Kyle Tucker_HOU","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Anthony Recker_MIN","Zack Granite_MIN","Juan Centeno_HOU","Colin Moran_HOU","Tony Kemp_HOU","Daniel Palka_MIN","Shane Peterson_TB","Tyler White_HOU","Taylor Featherston_TB","Willy Adames_TB"
0,90,0,0,0,76,0,0,0,0,91,0,0,0,0,0,0,87,0,0,0,0,64,0,0,77,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,17,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,35,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,32,0,0,0,0,0,34,40,0,43,0,0,0,0,0,0,21,28,34,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,84,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,12,0,0,0,0,0,0,0,44,47,0,0,0,0,0,17,32,0,0,0,0,23,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,19,0,7,0
0,0,0,0,0,0,84,0,0,0,0,0,0,88,87,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,3,0,65,0,0,0,0,0,0,0,0,20,0,81,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,9,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,92,0,0,0,0,0,0,87,97,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,3,0,71,0,0,0,0,0,0,0,0,23,0,88,0,0,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0,11,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,62,0,56,0,36,0,0,44,40,48,0,0,0,0,0,12,0,0,30,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,77,0,0,0,0,0,0,74,81,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,3,0,67,0,0,0,0,0,0,0,0,21,0,73,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,96,0,0,0,82,0,0,0,0,87,0,0,0,0,0,0,97,0,0,0,0,69,0,0,82,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,13,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,39,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,58,0,0,0,0,0,62,70,0,21,0,0,0,0,0,0,77,51,62,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0
65,0,50,0,0,0,0,0,57,60,0,28,0,0,0,0,0,0,51,70,53,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
77,0,64,0,0,0,0,0,69,71,0,34,0,0,0,0,0,0,62,53,80,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,86,0,72,0,53,0,0,62,52,65,0,0,0,0,0,17,0,0,42,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,0,0,0,60,0,0,0,0,64,0,0,0,0,0,0,69,0,0,0,0,72,0,0,58,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,14,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,47,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,0,42,0,0,0,0,0,39,46,0,39,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,82,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,62,29,0,66,0,0,0,0,0,60,67,0,60,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,57,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
0,85,0,0,0,79,0,0,0,0,77,0,0,0,0,0,0,82,0,0,0,0,58,0,0,85,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,16,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,31,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,90,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,13,0,0,0,0,0,0,0,48,50,0,0,0,0,0,23,33,0,0,0,0,25,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,19,0,7,0
54,0,43,0,0,0,0,0,48,56,0,29,0,0,0,0,0,0,39,41,38,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,49,0,0,0,41,0,0,0,0,47,0,0,0,0,0,0,47,0,0,0,0,35,0,0,36,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,23,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,73,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,62,29,0,65,0,0,0,0,0,57,67,0,62,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,58,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,78,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,10,0,0,0,0,0,0,0,44,44,0,0,0,0,0,14,28,0,0,0,0,20,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,19,0,8,0
0,0,0,0,0,0,85,0,0,0,0,0,0,79,88,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,3,0,64,0,0,0,0,0,0,0,0,21,0,81,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,11,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,97,0,76,0,58,0,0,70,49,74,0,0,0,0,0,17,0,0,47,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,76,0,81,0,42,0,0,56,40,59,0,0,0,0,0,14,0,0,42,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,66,0,0,0,0,0,0,65,71,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,71,0,0,0,0,0,0,0,0,16,0,62,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,58,0,42,0,62,0,0,46,20,48,0,0,0,0,0,3,0,0,35,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,53,0,0,0,0,0,51,55,0,23,0,0,0,0,0,0,50,44,49,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
12,0,4,0,0,0,0,0,4,9,0,7,0,0,0,0,0,0,7,10,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,70,0,56,0,46,0,0,73,34,59,0,0,0,0,0,9,0,0,26,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,49,0,40,0,20,0,0,34,53,31,0,0,0,0,0,13,0,0,23,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,74,0,59,0,48,0,0,59,31,76,0,0,0,0,0,3,0,0,34,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,62,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,67,21,0,51,0,0,0,0,0,44,52,0,47,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,46,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,25,0,0,0,0,0,25,28,0,29,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,0,0,0,20,23,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,16,0,0,0,0,0,0,0,0,23,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
