"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Max Scherzer",14000,"Was@NYM 04:05PM ET",27.817,"Was",NA,NA,NA,NA,NA
"SP","Noah Syndergaard",11700,"Was@NYM 04:05PM ET",24.525,"NYM",NA,NA,NA,NA,NA
"SP","Stephen Strasburg",11500,"Was@NYM 04:05PM ET",23.4,"Was",NA,NA,NA,NA,NA
"SP","Jake Arrieta",10600,"ChC@Cin 01:10PM ET",23.067,"ChC",23.13,18.7,20.3725,18.7,20.7
"SP","Justin Verlander",10500,"Det@Min 02:10PM ET",11.963,"Det",NA,NA,NA,NA,NA
"SP","Lance McCullers",10500,"Hou@TB 06:10PM ET",22,"Hou",NA,NA,NA,NA,NA
"SP","Michael Pineda",10100,"NYY@Pit 04:05PM ET",23.683,"NYY",19.27,19.2,15.214,14,13.05
"SP","Chris Archer",9900,"Hou@TB 06:10PM ET",20.3,"TB",NA,NA,NA,NA,NA
"SP","Jacob deGrom",9900,"Was@NYM 04:05PM ET",17.288,"NYM",19.61,20.1,20.8395,15.3,18.95
"SP","Jon Lester",9900,"ChC@Cin 01:10PM ET",15.663,"ChC",NA,NA,NA,NA,NA
"SP","Felix Hernandez",9600,"Sea@Oak 04:05PM ET",15.475,"Sea",NA,NA,NA,NA,NA
"SP","Masahiro Tanaka",9500,"NYY@Pit 04:05PM ET",10.763,"NYY",NA,NA,NA,NA,NA
"SP","Dallas Keuchel",9500,"Hou@TB 06:10PM ET",24.8,"Hou",NA,NA,NA,NA,NA
"SP","Gio Gonzalez",9500,"Was@NYM 04:05PM ET",19.783,"Was",20.14,17.4,16.473,11.8,25.25
"SP","Matt Harvey",9400,"Was@NYM 04:05PM ET",13.6,"NYM",NA,NA,NA,NA,NA
"SP","Steven Matz",9300,"Was@NYM 04:05PM ET",0,"NYM",NA,NA,NA,NA,NA
"SP","Jameson Taillon",9200,"NYY@Pit 04:05PM ET",20.867,"Pit",20.61,17.3,16.371,14.2,7.2
"SP","Tanner Roark",9200,"Was@NYM 04:05PM ET",15.175,"Was",NA,NA,NA,NA,NA
"SP","Collin McHugh",8600,"Hou@TB 06:10PM ET",0,"Hou",NA,NA,NA,NA,NA
