"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Bryce Harper",5200,"WAS@NYM 04:05PM ET",14.938,"WAS","NYM",9.14,9.4,8.19,8.5,"3","3",8
"1B","Anthony Rizzo",5100,"CHC@CIN 01:10PM ET",8.813,"CHC","CIN",6.82,9.4,9.36,9.5,"3","3",29
"3B","Kris Bryant",5100,"CHC@CIN 01:10PM ET",8.75,"CHC","CIN",10.62,10.7,9.34,11.3,"2","2",11
"2B","Brian Dozier",5000,"DET@MIN 02:10PM ET",7.8,"MIN","DET",8.89,9.7,9.96,10.4,"1","1",10
"OF","Kyle Schwarber",5000,"CHC@CIN 01:10PM ET",8.375,"CHC","CIN",7.63,8.2,9.14,8.6,"1","1",6
"1B","Miguel Cabrera",4900,"DET@MIN 02:10PM ET",7.5,"DET","MIN",NA,NA,NA,NA,"3","x",NA
"1B","Joey Votto",4900,"CHC@CIN 01:10PM ET",8.235,"CIN","CHC",6.4,6.8,8.15,7.4,"3","3",32
"2B","Ian Kinsler",4800,"DET@MIN 02:10PM ET",8,"DET","MIN",7.69,9.1,9.03,8.8,"1","1",5
"2B","Jose Altuve",4800,"HOU@TB 06:10PM ET",8.118,"HOU","TB",10.4,9.1,9.38,9.4,"3","3",23
"2B/OF","Ben Zobrist",4800,"CHC@CIN 01:10PM ET",6.071,"CHC","CIN",NA,NA,NA,NA,"4","x",NA
"OF","JD Martinez",4700,"DET@MIN 02:10PM ET",0,"DET","MIN",NA,0,NA,0,"x","x",NA
"SS","Carlos Correa",4700,"HOU@TB 06:10PM ET",5.286,"HOU","TB",8.79,8,8.25,8.3,"4","4",0
"OF","Justin Upton",4600,"DET@MIN 02:10PM ET",6.929,"DET","MIN",7.34,8.9,8.28,8.6,"5","5",21
"OF","Starling Marte",4600,"NYY@PIT 04:05PM ET",7.769,"PIT","NYY",NA,0,NA,0,"x","x",NA
"OF/SS","Trea Turner",4600,"WAS@NYM 04:05PM ET",5,"WAS","NYM",7.77,8.1,8.01,8.6,"1","2",12
"OF","George Springer",4500,"HOU@TB 06:10PM ET",9.588,"HOU","TB",9.76,9.5,8.57,8.8,"1","1",2
"OF","Nelson Cruz",4500,"SEA@OAK 04:05PM ET",6.944,"SEA","OAK",7.8,8,8.73,7.9,"4","4",9
"OF","Yoenis Cespedes",4500,"WAS@NYM 04:05PM ET",9.938,"NYM","WAS",8.23,0,1.83,0,"x","x",NA
"C","Gary Sanchez",4400,"NYY@PIT 04:05PM ET",4.8,"NYY","PIT",NA,0,NA,0,"x","x",NA
"3B","Miguel Sano",4300,"DET@MIN 02:10PM ET",10.063,"MIN","DET",8.16,9.2,9.14,9.3,"4","3",5
"OF","Andrew McCutchen",4300,"NYY@PIT 04:05PM ET",6.563,"PIT","NYY",6.77,7,7.68,8.4,"3","3",25
"3B","Evan Longoria",4300,"HOU@TB 06:10PM ET",7.389,"TB","HOU",7.6,6.8,7.71,7.8,"3","3",14
"2B","Robinson Cano",4300,"SEA@OAK 04:05PM ET",6.889,"SEA","OAK",8.25,8.3,8.3,8.3,"3","3",22
"SS","Jean Segura",4300,"SEA@OAK 04:05PM ET",9.25,"SEA","OAK",NA,0,NA,0,"x","x",NA
"2B","Daniel Murphy",4300,"WAS@NYM 04:05PM ET",8.438,"WAS","NYM",8.81,7.3,6.88,7.6,"4","5",6
"OF","Gregory Polanco",4200,"NYY@PIT 04:05PM ET",6.357,"PIT","NYY",7.5,7.7,7.59,8.6,"4","4",0
"2B","Javier Baez",4200,"CHC@CIN 01:10PM ET",5.214,"CHC","CIN",6.1,7.5,6.78,9.2,"9","7",2
"OF","Adam Duvall",4200,"CHC@CIN 01:10PM ET",9.176,"CIN","CHC",5.81,5.9,6.97,6.3,"4","4",5
"OF","Khris Davis",4100,"SEA@OAK 04:05PM ET",10.353,"OAK","SEA",8.3,7.7,8.37,9,"4","4",6
"C","Willson Contreras",4100,"CHC@CIN 01:10PM ET",5.143,"CHC","CIN",7.14,7.8,7.45,8.2,"6","5",34
"SS","Addison Russell",4100,"CHC@CIN 01:10PM ET",8.688,"CHC","CIN",8.34,7.9,7.67,8.7,"5","4",4
"OF","Billy Hamilton",4100,"CHC@CIN 01:10PM ET",7.438,"CIN","CHC",NA,NA,NA,NA,"1","x",NA
"3B","Nicholas Castellanos",4000,"DET@MIN 02:10PM ET",8.063,"DET","MIN",NA,NA,NA,NA,NA,NA,NA
