"Eric Hosmer_KC","Lorenzo Cain_KC","Nolan Arenado_Col","Khris Davis_Oak","Buster Posey_SF","Charlie Blackmon_Col","Rajai Davis_Oak","Alex Gordon_KC","Mark Reynolds_Col","Trevor Story_Col","Hunter Pence_SF","Brandon Moss_KC","Jorge Soler_KC","Eduardo Nunez_SF","Carlos Gonzalez_Col","Ian Desmond_Col","Whit Merrifield_KC","Trevor Plouffe_Oak","Peter O'Brien_KC","Brandon Belt_SF","Denard Span_SF","Salvador Perez_KC","Ryon Healy_Oak","Marcus Semien_Oak","Joe Panik_SF","David Dahl_Col","Cheslor Cuthbert_KC","Alcides Escobar_KC","DJ LeMahieu_Col","Brandon Crawford_SF","Stephen Vogt_Oak","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Stephen Cardullo_Col","Josh Phegley_Oak","Mark Canha_Oak","Jarrett Parker_SF","Yonder Alonso_Oak","Ryan O'Hearn_KC","Nick Hundley_SF","Gerardo Parra_Col","Jed Lowrie_Oak","Terrance Gore_KC","Mac Williamson_SF","Christian Colon_KC","Jake Smolinski_Oak","Kelby Tomlinson_SF","Dustin Garneau_Col","Raul Mondesi_KC","Matt Joyce_Oak","Tom Murphy_Col","Gorkys Hernandez_SF","Adam Rosales_Oak","Conor Gillaspie_SF","Tim Federowicz_SF","Pat Valaika_Col","Tony Wolters_Col","Drew Butera_KC","Cristhian Adames_Col","Aaron Hill_SF","Chris Marrero_SF","Alexi Amarista_Col"
39.7,-3.15,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,93.5,5.15,0,0,0,-4.66666666666667,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.15,3.3,0,0,0,0,0,-6.5,0,0,0,-2,0,0,0,0,0,0,0,0,0,-5.6,0,0,0,0,-34,-1.3,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33.8095238095238,0,0,17.9047619047619,0,0,5.93333333333333,8.43333333333333,0,0,0,0,12.1333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0
0,0,0,28.6666666666667,0,0,-17.4666666666667,0,0,0,0,0,0,0,0,0,0,-5.75,0,0,0,0,-21.2666666666667,-18,0,0,0,0,0,0,14.3333333333333,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,-34.4666666666667,0,0,0,0,0,0,0,22.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17.7666666666667,0,0,0,0,0,1.9,0,0,-12.6666666666667,0,0,0,0,0,20.4666666666667,-3.5,0,0,0,-5.9,0,0,0,0,-8.63333333333333,0,0,0,0,0,0,0,-6.41666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.6666666666667,0,0,0,0,0,0,0,0,-8,0
0,0,17.9047619047619,0,0,19.6190476190476,0,0,-20.8,8.03333333333333,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.7857142857143,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0
0,0,0,-17.4666666666667,0,0,55.3666666666667,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,47.7666666666667,35.4,0,0,0,0,0,0,-6.93333333333333,0,0,0,0,0,0,0,7.93333333333333,0,0,0,61.0666666666667,0,0,0,0,0,0,0,-31.5333333333333,0,0,0,0,0,0,0,0,0,0,0,0
18,-6.5,0,0,0,0,0,37.5,0,0,0,21.5,0,0,0,0,0,0,0,0,0,43.75,0,0,0,0,76.5,22,0,0,0,7,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.93333333333333,0,0,-20.8,0,0,74.2666666666667,-16.2,0,0,0,0,-41.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35,0,0,0,0,0
0,0,8.43333333333333,0,0,8.03333333333333,0,0,-16.2,34.9666666666667,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,29.8666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0
0,0,0,0,1.9,0,0,0,0,0,28,0,0,14.1666666666667,0,0,0,0,0,14.2857142857143,5,0,0,0,5.73809523809524,0,0,0,0,12.3333333333333,0,0,0,0,0,0,0,-3.25,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-80,5.66666666666667,0
1,-2,0,0,0,0,0,21.5,0,0,0,14.3333333333333,0,0,0,0,0,0,0,0,0,27.6666666666667,0,0,0,0,0,15.8333333333333,0,0,0,-4.66666666666667,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-12.6666666666667,0,0,0,0,0,14.1666666666667,0,0,74.3333333333333,0,0,0,0,0,-8.16666666666667,16,0,0,0,21.6,0,0,0,0,9.33333333333333,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,0,0,0,0,-136,8.33333333333333,0
