"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Madison Bumgarner",12500,"Col@SF 10:15PM ET",24.625,"SF",25.73,24,24.8925,20.3,19.3
"SP","Johnny Cueto",11500,"Col@SF 10:15PM ET",18.4,"SF",NA,NA,NA,NA,NA
"SP","Jon Gray",10000,"Col@SF 10:15PM ET",8,"Col",14.72,17.1,NA,12.7,7
"SP","Jeff Samardzija",9000,"Col@SF 10:15PM ET",14.5,"SF",NA,NA,NA,NA,NA
"SP","Danny Duffy",8900,"Oak@KC 08:15PM ET",19.525,"KC",NA,NA,NA,NA,NA
"SP","Ian Kennedy",8000,"Oak@KC 08:15PM ET",11.575,"KC",NA,NA,NA,NA,NA
"SP","Matt Moore",8000,"Col@SF 10:15PM ET",16.8,"SF",NA,NA,NA,NA,NA
"SP","Jharel Cotton",7700,"Oak@KC 08:15PM ET",15.25,"Oak",NA,NA,NA,NA,NA
"SP","Sean Manaea",7600,"Oak@KC 08:15PM ET",13.25,"Oak",NA,NA,NA,NA,NA
"SP","Chad Bettis",7500,"Col@SF 10:15PM ET",0,"Col",NA,NA,NA,NA,NA
"SP","Tyler Anderson",7400,"Col@SF 10:15PM ET",9.6,"Col",NA,NA,NA,NA,NA
"SP","Jason Hammel",7300,"Oak@KC 08:15PM ET",3.25,"KC",NA,NA,NA,NA,NA
"SP","Sonny Gray",7300,"Oak@KC 08:15PM ET",0,"Oak",NA,NA,NA,NA,NA
"SP","Tyler Chatwood",7300,"Col@SF 10:15PM ET",11.35,"Col",NA,NA,NA,NA,NA
"SP","Nate Karns",6900,"Oak@KC 08:15PM ET",3.225,"KC",NA,NA,NA,NA,NA
"SP","Jason Vargas",6300,"Oak@KC 08:15PM ET",23.3,"KC",16.26,11.8,13.721,10,34.3
"SP","Daniel Mengden",6200,"Oak@KC 08:15PM ET",0,"Oak",NA,NA,NA,NA,NA
"RP","Neil Ramirez",6100,"Col@SF 10:15PM ET",4.833,"SF",NA,NA,NA,NA,NA
"SP","Kyle Zimmer",5800,"Oak@KC 08:15PM ET",0,"KC",NA,NA,NA,NA,NA
"SP","Jesse Hahn",5700,"Oak@KC 08:15PM ET",10.7,"Oak",11.03,9.7,11.856,9.3,16.7
"SP","German Marquez",5700,"Col@SF 10:15PM ET",0,"Col",NA,NA,NA,NA,NA
"SP","Kendall Graveman",5600,"Oak@KC 08:15PM ET",24.325,"Oak",NA,NA,NA,NA,NA
"RP","Peter Moylan",5400,"Oak@KC 08:15PM ET",3.86,"KC",NA,NA,NA,NA,NA
"SP","Matt Cain",5300,"Col@SF 10:15PM ET",2.35,"SF",NA,NA,NA,NA,NA
"SP","Kyle Freeland",5300,"Col@SF 10:15PM ET",23.9,"Col",NA,NA,NA,NA,NA
"RP","Ty Blach",5300,"Col@SF 10:15PM ET",-1.3,"SF",NA,NA,0.448,NA,NA
"SP","Jake Junis",5100,"Oak@KC 08:15PM ET",0,"KC",NA,NA,0.468,NA,NA
"SP","Antonio Senzatela",5100,"Col@SF 10:15PM ET",20.9,"Col",NA,NA,NA,NA,NA
"SP","Mike Minor",5000,"Oak@KC 08:15PM ET",1.93,"KC",NA,NA,0.52,NA,NA
"SP","Albert Suarez",5000,"Col@SF 10:15PM ET",0,"SF",NA,NA,NA,NA,NA
"SP","Chris Rusin",4900,"Col@SF 10:15PM ET",6.1,"Col",NA,NA,NA,NA,NA
"SP","Eric Skoglund",4700,"Oak@KC 08:15PM ET",0,"KC",NA,NA,NA,NA,NA
"SP","Jordan Lyles",4500,"Col@SF 10:15PM ET",-0.025,"Col",NA,NA,NA,NA,NA
"RP","Chad Qualls",4500,"Col@SF 10:15PM ET",0,"Col",NA,NA,NA,NA,NA
