"Mike Trout_LAA","Miguel Cabrera_DET","Justin Upton_DET","Joey Votto_CIN","Ian Kinsler_DET","Billy Hamilton_CIN","Albert Pujols_LAA","JD Martinez_DET","Nicholas Castellanos_DET","Hunter Pence_SF","Eduardo Nunez_SF","Buster Posey_SF","Adam Duvall_CIN","Kole Calhoun_LAA","Brandon Belt_SF","Eugenio Suarez_CIN","Yunel Escobar_LAA","Alex Avila_DET","CJ Cron_LAA","Zack Cozart_CIN","Luis Valbuena_LAA","Cameron Maybin_LAA","Tyler Collins_DET","Denard Span_SF","Joe Panik_SF","Christian Arroyo_SF","Jim Adduci_DET","Jefry Marte_LAA","James McCann_DET","Brandon Crawford_SF","Victor Martinez_DET","Andrew Romine_DET","Jose Peraza_CIN","Ben Revere_LAA","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Andrelton Simmons_LAA","Nick Hundley_SF","Danny Espinosa_LAA","Arismendy Alcantara_CIN","Mac Williamson_SF","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","Jesse Winker_CIN","Phillip Ervin_CIN","JaCoby Jones_DET","Conor Gillaspie_SF","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Jose Iglesias_DET","Michael Morse_SF","Tucker Barnhart_CIN","Carlos Perez_LAA","Tim Federowicz_SF","Patrick Kivlehan_CIN","Cliff Pennington_LAA","Chris Marrero_SF","Stuart Turner_CIN"
32.6177248677249,0,0,0,0,0,14.0698005698006,0,0,0,0,0,0,7.78769230769231,0,0,3.48290598290598,0,-6.17948717948718,0,0,-1.78947368421053,0,0,0,0,0,-1.71428571428571,0,0,0,0,0,15.4636363636364,0,0,0,-2.76780626780627,0,6.80434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.83201581027668,10.5,0,0,0,0,0,0,14.25,0,0
0,51.1633986928105,12.6416666666667,0,-0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0,0,0,0,-3.34615384615385,0,0,0,-8.4,0,-1.59090909090909,0,-4.95833333333333,-19.5604395604396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,-10,0,14,0,0,0,0,0,23.0416666666667,0,0,0,0,0,0,0,0
0,12.6416666666667,64.1666666666667,0,25.1473684210526,0,0,0,0,0,0,0,0,0,0,0,0,32.0909090909091,0,0,0,0,10.5980392156863,0,0,0,33.0777777777778,0,10.3,0,3.14229249011858,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13333333333333,0,0,22.0833333333333,26.1333333333333,0,0,0,0,0,-2.34502923976608,0,0,0,0,0,0,0,0
0,0,0,61.7903225806452,0,-0.851724137931035,0,0,0,0,0,0,-3.01108374384236,0,0,4.62192118226601,0,0,0,6.02645502645503,0,0,0,0,0,0,0,0,0,0,0,0,7.04433497536946,0,-11.9090909090909,0,0.189655172413793,0,0,0,54.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.2,0,0,0,0,2.2034632034632,0,0,-9.83333333333333,0,0,5.33333333333333
0,-0.0769230769230769,25.1473684210526,0,49.8961038961039,0,0,0,0,0,0,0,0,0,0,0,0,39.8409090909091,0,0,0,0,12.7333333333333,0,0,0,31.8571428571429,0,33.3269230769231,0,12.7316017316017,27.6217948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.66666666666667,0,12.5,-6.5,-0.2,0,0,0,0,0,-13,0,0,0,0,0,0,0,0
0,0,0,-0.851724137931035,0,76.2402298850575,0,0,0,0,0,0,15.3447293447293,0,0,26.3119658119658,0,0,0,9.29230769230769,0,0,0,0,0,0,0,0,0,0,0,0,36.0925925925926,0,-41.2638888888889,0,0.105911330049261,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,-0.381578947368421,0,0,52.5,0,0,31
14.0698005698006,0,0,0,0,0,37.7161290322581,0,0,0,0,0,0,-3.52216748768473,0,0,14.0666666666667,0,-2.68181818181818,0,-2.75,-1.2481884057971,0,0,0,0,0,-3.59047619047619,0,0,0,0,0,7.92307692307692,0,0,0,7.73103448275862,0,-2.94166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51666666666667,-3.33333333333333,0,0,0,0,0,0,-3.33333333333333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,27.8618951612903,10.8827586206897,13.2119565217391,0,0,3.13359788359788,0,0,0,0,0,0,0,0,-2.63636363636364,8.12807881773399,-7.46794871794872,0,0,0,15.9542483660131,0,0,0,0,0,2.97619047619048,0,0,14.6538461538462,0,0,0,-22.1666666666667,4.17279411764706,-28,0,0,0,2.78571428571429,0,0,0,0,-7,0,0,0,0,2.66666666666667,0,0,0,0,0,14.8392857142857,0
0,0,0,0,0,0,0,0,0,10.8827586206897,38.6088709677419,-5.15076923076923,0,0,8.41269841269841,0,0,0,0,0,0,0,0,-4.09090909090909,11.429802955665,1.57692307692308,0,0,0,11.9477124183007,0,0,0,0,0,-7,0,0,21.9393939393939,0,0,0,-31.3333333333333,3.28104575163399,-20,0,0,0,20.2,0,0,0,0,5,0,0,0,0,-7.5,0,0,0,0,0,17.375,0
0,0,0,0,0,0,0,0,0,13.2119565217391,-5.15076923076923,38.4615384615385,0,0,-1.62252964426877,0,0,0,0,0,0,0,0,1.26190476190476,-6.66798418972332,8.90909090909091,0,0,0,0.807692307692308,0,0,0,0,0,-6.41666666666667,0,0,7.52380952380952,0,0,0,4.5,-10.2058823529412,-24,0,0,0,-36.6666666666667,0,0,0,0,-17.3333333333333,0,0,0,0,6.66666666666667,0,0,0,0,0,2.8,0
0,0,0,-3.01108374384236,0,15.3447293447293,0,0,0,0,0,0,77.820197044335,0,0,10.7384615384615,0,0,0,-8.83384615384615,0,0,0,0,0,0,0,0,0,0,0,0,25.8953846153846,0,26.4464285714286,0,-2.51566951566952,0,0,0,58.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,8.0672514619883,0,0,0,0,0,-8.66666666666667
7.78769230769231,0,0,0,0,0,-3.52216748768473,0,0,0,0,0,0,39.4365591397849,0,0,1.7,0,-2.40909090909091,0,-3.8,10.6205533596838,0,0,0,0,0,16.0285714285714,0,0,0,0,0,11.3333333333333,0,0,0,10.4793103448276,0,-6.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04347826086957,-0.916666666666667,0,0,0,0,0,0,18.3333333333333,0,0
0,0,0,0,0,0,0,0,0,3.13359788359788,8.41269841269841,-1.62252964426877,0,0,36.367816091954,0,0,0,0,0,0,0,0,12.4015151515152,9.41025641025641,0.0454545454545455,0,0,0,-3.55147058823529,0,0,0,0,0,-10.8,0,0,-15.5636363636364,0,0,0,24.5,3.96666666666667,-24,0,0,0,13.7380952380952,0,0,0,0,-11.5,0,0,0,0,-9.66666666666667,0,0,0,0,0,-0.583333333333333,0
0,0,0,4.62192118226601,0,26.3119658119658,0,0,0,0,0,0,10.7384615384615,0,0,74.0911330049261,0,0,0,1.99833333333333,0,0,0,0,0,0,0,0,0,0,0,0,35.9415384615385,0,-5.89285714285714,0,-8.41310541310541,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,0,0,0,0,7.21052631578947,0,0,-32,0,0,1
3.48290598290598,0,0,0,0,0,14.0666666666667,0,0,0,0,0,0,1.7,0,0,54.7328629032258,0,-4.5530303030303,0,-27.2,-7.06,0,0,0,0,0,15.275,0,0,0,0,0,16.452380952381,0,0,0,-6.98279569892473,0,-2.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35666666666667,8.41666666666667,0,0,0,0,0,0,22.9,0,0
0,28.1,32.0909090909091,0,39.8409090909091,0,0,0,0,0,0,0,0,0,0,0,0,80.5681818181818,0,0,0,0,16.7272727272727,0,0,0,37.7857142857143,0,181.166666666667,0,4.70454545454545,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,31.5,0,0,0,0,0,0,35.8611111111111,0,0,0,0,0,0,0,0
-6.17948717948718,0,0,0,0,0,-2.68181818181818,0,0,0,0,0,0,-2.40909090909091,0,0,-4.5530303030303,0,14.2564102564103,0,0,2.0952380952381,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,8.87878787878788,0,-2.00909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58333333333333,-1.5,0,0,0,0,0,0,5.5,0,0
0,0,0,6.02645502645503,0,9.29230769230769,0,0,0,0,0,0,-8.83384615384615,0,0,1.99833333333333,0,0,0,38.9140211640212,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,9.14285714285714,0,20.5092307692308,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.8,0,0,0,0,-5.45751633986928,0,0,40,0,0,44.6666666666667
0,0,0,0,0,0,-2.75,0,0,0,0,0,0,-3.8,0,0,-27.2,0,0,0,54.7,-38,0,0,0,0,0,0,0,0,0,0,0,32.2,0,0,0,4.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.6666666666667,0,0,0,0,0,0,0,-43,0,0
-1.78947368421053,0,0,0,0,0,-1.2481884057971,0,0,0,0,0,0,10.6205533596838,0,0,-7.06,0,2.0952380952381,0,-38,26.5566666666667,0,0,0,0,0,-1.10989010989011,0,0,0,0,0,-8.75,0,0,0,6.04666666666667,0,5.82683982683983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14047619047619,-3,0,0,0,0,0,0,13.5,0,0
0,-3.34615384615385,10.5980392156863,0,12.7333333333333,0,0,0,0,0,0,0,0,0,0,0,0,16.7272727272727,0,0,0,0,56.8713450292398,0,0,0,-2.47222222222222,0,18.3333333333333,0,-0.349673202614379,15.0151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,-7.66666666666667,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-2.63636363636364,-4.09090909090909,1.26190476190476,0,0,12.4015151515152,0,0,0,0,0,0,0,0,43.525641025641,-17.7878787878788,0,0,0,0,7.09090909090909,0,0,0,0,0,23.8,0,0,-1.43333333333333,0,0,0,0,0,0,0,0,0,9.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0
0,0,0,0,0,0,0,0,0,8.12807881773399,11.429802955665,-6.66798418972332,0,0,9.41025641025641,0,0,0,0,0,0,0,0,-17.7878787878788,26.1827956989247,-7.51282051282051,0,0,0,1.92647058823529,0,0,0,0,0,2.21428571428571,0,0,7.34615384615385,0,0,0,-9,16.2708333333333,0,0,0,0,1.17857142857143,0,0,0,0,-5.33333333333333,0,0,0,0,6.5,0,0,0,0,0,-33.4761904761905,0
0,0,0,0,0,0,0,0,0,-7.46794871794872,1.57692307692308,8.90909090909091,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,-7.51282051282051,34.3351648351648,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0.454545454545455,32,0,0,0,-6.65,0,0,0,0,-12,0,0,0,0,-4.55,0,0,0,0,0,0,0
0,-8.4,33.0777777777778,0,31.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,37.7857142857143,0,0,0,0,-2.47222222222222,0,0,0,57.1222222222222,0,39.4,0,14.5972222222222,40.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,33.3035714285714,0,0,0,0,0,0,0,0
-1.71428571428571,0,0,0,0,0,-3.59047619047619,0,0,0,0,0,0,16.0285714285714,0,0,15.275,0,0,0,0,-1.10989010989011,0,0,0,0,0,33.9852941176471,0,0,0,0,0,3.33333333333333,0,0,0,3.8125,0,5.77916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9120879120879,-2,0,0,0,0,0,0,0,0,0
0,-1.59090909090909,10.3,0,33.3269230769231,0,0,0,0,0,0,0,0,0,0,0,0,181.166666666667,0,0,0,0,18.3333333333333,0,0,0,39.4,0,69.7647058823529,0,-6.6125,13.043956043956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,21.6666666666667,0,1.33333333333333,0,0,0,0,0,6.97802197802198,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15.9542483660131,11.9477124183007,0.807692307692308,0,0,-3.55147058823529,0,0,0,0,0,0,0,0,7.09090909090909,1.92647058823529,0,0,0,0,33.5438596491228,0,0,0,0,0,-1.8,0,0,5.95833333333333,0,0,0,8,46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2678571428571,0
0,-4.95833333333333,3.14229249011858,0,12.7316017316017,0,0,0,0,0,0,0,0,0,0,0,0,4.70454545454545,0,0,0,0,-0.349673202614379,0,0,0,14.5972222222222,0,-6.6125,0,32.1666666666667,3.45416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.82142857142857,0,0,-11.9166666666667,6.6,0,0,0,0,0,-10.7777777777778,0,0,0,0,0,0,0,0
0,-19.5604395604396,9.8,0,27.6217948717949,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,0,0,0,0,15.0151515151515,0,0,0,40.65,0,13.043956043956,0,3.45416666666667,49.4281045751634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.75,0,17.5,0,-0.3,0,0,0,0,0,-19.1666666666667,0,0,0,0,0,0,0,0
0,0,0,7.04433497536946,0,36.0925925925926,0,0,0,0,0,0,25.8953846153846,0,0,35.9415384615385,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,54.756157635468,0,21.1388888888889,0,-6.07275132275132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0,12.6868421052632,0,0,0,0,0,13.6666666666667
15.4636363636364,0,0,0,0,0,7.92307692307692,0,0,0,0,0,0,11.3333333333333,0,0,16.452380952381,0,12.6,0,32.2,-8.75,0,0,0,0,0,3.33333333333333,0,0,0,0,0,41,0,0,0,1.71428571428571,0,2.08888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5181818181818,0,0,0,0,0,0,0,18.4761904761905,0,0
0,0,0,-11.9090909090909,0,-41.2638888888889,0,0,0,0,0,0,26.4464285714286,0,0,-5.89285714285714,0,0,0,9.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,21.1388888888889,0,72.2545454545455,0,-15.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.2333333333333,0,0,37.5,0,0,0
0,0,0,0,0,0,0,0,0,2.97619047619048,-7,-6.41666666666667,0,0,-10.8,0,0,0,0,0,0,0,0,23.8,2.21428571428571,0,0,0,0,-1.8,0,0,0,0,0,42.6190476190476,0,0,76.5,0,0,0,0,0,0,0,0,0,14.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.189655172413793,0,0.105911330049261,0,0,0,0,0,0,-2.51566951566952,0,0,-8.41310541310541,0,0,0,20.5092307692308,0,0,0,0,0,0,0,0,0,0,0,0,-6.07275132275132,0,-15.7777777777778,0,74.2816091954023,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,-3.74285714285714,0,0,0,0,0,101.5
-2.76780626780627,0,0,0,0,0,7.73103448275862,0,0,0,0,0,0,10.4793103448276,0,0,-6.98279569892473,0,8.87878787878788,0,4.2,6.04666666666667,0,0,0,0,0,3.8125,0,0,0,0,0,1.71428571428571,0,0,0,31.0604838709677,0,-4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00923076923077,-3.58333333333333,0,0,0,0,0,0,-5.73333333333333,0,0
0,0,0,0,0,0,0,0,0,14.6538461538462,21.9393939393939,7.52380952380952,0,0,-15.5636363636364,0,0,0,0,0,0,0,0,-1.43333333333333,7.34615384615385,1.25,0,0,0,5.95833333333333,0,0,0,0,0,76.5,0,0,26.5769230769231,0,0,0,-14,0.533333333333333,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.1666666666667,0
6.80434782608696,0,0,0,0,0,-2.94166666666667,0,0,0,0,0,0,-6.365,0,0,-2.46153846153846,0,-2.00909090909091,0,3,5.82683982683983,0,0,0,0,0,5.77916666666667,0,0,0,0,0,2.08888888888889,0,0,0,-4.52,0,41.1794871794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65,4,0,0,0,0,0,0,0,0,0
0,0,0,54.6666666666667,0,48,0,0,0,0,0,0,58.3333333333333,0,0,-74,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,57.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.6666666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-22.1666666666667,-31.3333333333333,4.5,0,0,24.5,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,8,0,0,0,0,0,0,0,0,-14,0,0,0,52.9166666666667,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.6666666666667,0
0,0,0,0,0,0,0,0,0,4.17279411764706,3.28104575163399,-10.2058823529412,0,0,3.96666666666667,0,0,0,0,0,0,0,0,0,16.2708333333333,0.454545454545455,0,0,0,46,0,0,0,0,0,0,0,0,0.533333333333333,0,0,0,-6,24.9575163398693,-36,0,0,0,-0.333333333333333,0,0,0,0,7.5,0,0,0,0,3.33333333333333,0,0,0,0,0,5.66666666666667,0
0,0,0,0,0,0,0,0,0,-28,-20,-24,0,0,-24,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.28571428571429,9.13333333333333,0,-4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,22,0,0,0,0,0,-6,0,-8.82142857142857,-23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5535714285714,0,0,0,-0.833333333333333,0,0,0,0,0,31.8,0,0,0,0,0,0,0,0
