"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,3800,110.526315789474,42,"Keon Broxton","MIL",NA,"OF",7,3,1,4,1,3,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3000,123.333333333333,37,"Ben Gamel","SEA",NA,"OF",2,3,1,4,0,5,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,5200,71.1538461538462,37,"Mookie Betts","BOS",NA,"OF",1,2,1,4,0,4,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,7000,51.6428571428571,36.15,"John Lackey","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7,0,0,0,4,2,0
5,2,8000,42.8125,34.25,"AJ Griffin","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,9,1,1,0,4,1,0
6,4,4300,79.0697674418605,34,"Mark Reynolds","COL",NA,"1B",4,3,1,3,0,5,2,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,11800,27.4576271186441,32.4,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,8,0,0,2,4,2,0
8,5,2900,110.344827586207,32,"Yonder Alonso","OAK",NA,"1B",4,2,2,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,10600,30.1415094339623,31.95,"Carlos Carrasco","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,0,3,0,0
10,6,3300,90.9090909090909,30,"Salvador Perez","KC",NA,"C",5,2,1,2,0,4,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,3700,67.5675675675676,25,"Joey Gallo","TEX",NA,"1B/3B",7,2,1,3,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,2700,92.5925925925926,25,"Yan Gomes","CLE",NA,"C",9,2,1,3,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,3500,65.7142857142857,23,"Aaron Altherr","PHI",NA,"OF",2,1,1,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,5,6800,32.6470588235294,22.2,"Hector Santiago","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6.66666666666667,0,0,2,3,5,0
15,10,3800,57.8947368421053,22,"Didi Gregorius","NYY",NA,"SS",6,1,1,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,3600,61.1111111111111,22,"Tommy Joseph","PHI",NA,"1B",6,2,1,1,0,2,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,12,3500,62.8571428571429,22,"Yasmani Grandal","LAD",NA,"C",6,1,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,13,4000,52.5,21,"Michael Conforto","NYM",NA,"OF",1,2,1,1,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,14,5500,38.1818181818182,21,"Kris Bryant","CHC",NA,"3B",2,1,1,2,0,7,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,15,3800,55.2631578947368,21,"Carlos Beltran","HOU",NA,"OF",5,2,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,16,4300,48.8372093023256,21,"Robinson Cano","SEA",NA,"2B",3,1,1,2,0,3,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,6,7500,27.6666666666667,20.75,"Dan Straily","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,0,0,1,3,1,1
23,7,8000,25.5625,20.45,"Julio Urias","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6.33333333333333,0,0,1,1,2,0
24,17,3000,66.6666666666667,20,"Yunel Escobar","LAA",NA,"3B",1,1,1,4,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
