"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Max Scherzer","P","WSH","@ BAL",3.82,"Jimenez, R 6.58","R",2.66,0,0,6.8,11.3,0.91,NA,11800,36.6,27,21.08,21.08,"%",71,1.8,32.4,2.7
"Carlos Carrasco","P","CLE","@ TOR",3.49,"TBD","R",2.18,0,0,6.9,8.5,0.82,NA,10600,31.8,23.7,19.56,19.56,"%",74,1.8,31.95,3
"A.J. Griffin","P","TEX","@ SD",4.19,"Weaver, R 5.51","R",3.54,0,0,5.1,10.2,0.98,NA,8000,33.2,18.8,12.07,12.07,"%",44,1.5,34.25,4.3
"Jerad Eickhoff","P","PHI","vs SEA",3.85,"Miranda, L 3.55","R",4.25,0,0,6,8.3,1.19,NA,7400,29.1,14.5,14.77,14.77,"%",50,2,-4.35,NA
"Ariel Miranda","P","SEA","@ PHI",4.15,"Eickhoff, R 4.25","L",3.55,0,0,5.5,7.9,1.18,NA,6900,31.4,15.7,12.08,12.08,"%",39,1.8,-11.9,NA
"Ubaldo Jimenez","P","BAL","vs WSH",4.68,"Scherzer, R 2.66","R",6.58,0,0,4.3,6.3,1.69,NA,6200,28.1,5.7,10.04,10.04,"%",0,1.6,17.05,2.8
"Jered Weaver","P","SD","vs TEX",4.31,"Griffin, R 3.54","R",5.51,0,0,5.4,4.5,1.26,NA,5800,25,6.7,9.99,9.99,"%",0,1.7,-5.25,NA
"Bryce Harper","OF","WSH","@ BAL",4.68,"Jimenez, R 6.58","L",0.385,0.524,0.365,0,0,0,3,5400,37.7,13.4,14.74,14.74,"%",57,2.7,2,0.4
"Trea Turner","SS","WSH","@ BAL",4.68,"Jimenez, R 6.58","R",0.27,0.331,0.18,0,0,0,1,5200,34.3,9.5,12.76,12.76,"%",43,2.5,3,0.6
"Daniel Murphy","2B","WSH","@ BAL",4.68,"Jimenez, R 6.58","L",0.333,0.4,0.209,0,0,0,5,5000,30.9,10,11.74,11.74,"%",52,2.3,16,3.2
"Ryan Zimmerman","1B","WSH","@ BAL",4.68,"Jimenez, R 6.58","R",0.42,0.545,0.455,0,0,0,4,4900,32,13,13.33,13.33,"%",64,2.7,5,1
"Manny Machado","3B","BAL","vs WSH",3.82,"Scherzer, R 2.66","R",0.229,0.346,0.246,0,0,0,3,4700,24.9,8.7,8.96,8.96,"%",54,1.9,3,0.6
"Anthony Rendon","3B","WSH","@ BAL",4.68,"Jimenez, R 6.58","R",0.287,0.368,0.183,0,0,0,6,4600,34.9,8.3,8.96,8.96,"%",22,1.9,10,2.2
"Francisco Lindor","SS","CLE","@ TOR",4.51,"TBD","B",0.287,0.381,0.287,0,0,0,2,4500,30.1,9.6,11.99,11.99,"%",53,2.7,7,1.6
"Wil Myers","1B","SD","vs TEX",4.19,"Griffin, R 3.54","R",0.301,0.373,0.257,0,0,0,3,4400,26.5,9.4,9.97,9.97,"%",56,2.3,3,0.7
"Robinson Cano","2B","SEA","@ PHI",3.85,"Eickhoff, R 4.25","L",0.268,0.345,0.197,0,0,0,3,4300,24.5,8.4,9.65,9.65,"%",56,2.2,21,4.9
"Jayson Werth","OF","WSH","@ BAL",4.68,"Jimenez, R 6.58","R",0.3,0.384,0.19,0,0,0,2,4200,27.8,8.4,10.77,10.77,"%",49,2.6,2,0.5
"Chris Davis","1B","BAL","vs WSH",3.82,"Scherzer, R 2.66","L",0.238,0.331,0.162,0,0,0,4,4200,20.9,6.2,7.76,7.76,"%",47,1.8,7,1.7
"Jose Bautista","OF","TOR","vs CLE",3.49,"Carrasco, R 2.18","R",0.157,0.249,0.087,0,0,0,3,4200,19,5.4,7.61,7.61,"%",47,1.8,8,1.9
"Jean Segura","SS","SEA","@ PHI",3.85,"Eickhoff, R 4.25","R",0.372,0.405,0.151,0,0,0,1,4200,25.3,11.2,9.65,9.65,"%",65,2.3,15,3.6
"Rougned Odor","2B","TEX","@ SD",4.31,"Weaver, R 5.51","L",0.185,0.259,0.185,0,0,0,5,4200,23.5,6.2,8.65,8.65,"%",40,2.1,10,2.4
"Mark Trumbo","OF","BAL","vs WSH",3.82,"Scherzer, R 2.66","R",0.234,0.279,0.105,0,0,0,5,4100,20.3,6.5,6.98,6.98,"%",49,1.7,7,1.7
"Michael Taylor","OF","WSH","@ BAL",4.68,"Jimenez, R 6.58","R",0.228,0.262,0.088,0,0,0,9,4100,15.4,3.9,4.33,4.33,"%",29,1.1,0,NA
