"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Max Scherzer",13300,"WAS@LAD 10:10PM ET",28.427,"WAS"
"SP","Clayton Kershaw",13100,"WAS@LAD 10:10PM ET",25.979,"LAD"
"SP","Carlos Martinez",12500,"STL@CIN 07:10PM ET",21.859,"STL"
"SP","Madison Bumgarner",12200,"SF@MIL 07:40PM ET",20.813,"SF"
"SP","Johnny Cueto",12100,"SF@MIL 07:40PM ET",17.833,"SF"
"SP","Stephen Strasburg",12000,"WAS@LAD 10:10PM ET",23.805,"WAS"
"SP","Dallas Keuchel",10900,"HOU@KC 08:15PM ET",25.323,"HOU"
"SP","Lance McCullers Jr.",10800,"HOU@KC 08:15PM ET",20.963,"HOU"
"SP","Jon Lester",10600,"MIA@CHC 08:05PM ET",16.45,"CHC"
"SP","Jake Arrieta",9900,"MIA@CHC 08:05PM ET",14.369,"CHC"
"SP","Marco Estrada",9600,"TOR@OAK 10:05PM ET",18.996,"TOR"
"SP","Alex Wood",9600,"WAS@LAD 10:10PM ET",20.4,"LAD"
"SP","Anthony DeSclafani",9300,"STL@CIN 07:10PM ET",0,"CIN"
"SP","Danny Duffy",9100,"HOU@KC 08:15PM ET",15.118,"KC"
"SP","Dan Straily",9100,"MIA@CHC 08:05PM ET",17.264,"MIA"
"SP","Brandon McCarthy",9000,"WAS@LAD 10:10PM ET",15.975,"LAD"
"SP","Jeff Samardzija",8900,"SF@MIL 07:40PM ET",17.217,"SF"
"SP","Rich Hill",8800,"WAS@LAD 10:10PM ET",11.55,"LAD"
"SP","Charlie Morton",8700,"HOU@KC 08:15PM ET",17.675,"HOU"
"SP","Tanner Roark",8700,"WAS@LAD 10:10PM ET",15.704,"WAS"
"SP","Marcus Stroman",8400,"TOR@OAK 10:05PM ET",15.615,"TOR"
"SP","Adam Wainwright",8400,"STL@CIN 07:10PM ET",13.579,"STL"
"SP","Mike Leake",8400,"STL@CIN 07:10PM ET",18.814,"STL"
"SP","Julio Urias",8200,"WAS@LAD 10:10PM ET",4.74,"LAD"
"SP","Joe Ross",8200,"WAS@LAD 10:10PM ET",6.875,"WAS"
"SP","Matt Moore",8100,"SF@MIL 07:40PM ET",10.854,"SF"
