"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"2B","Jose Altuve",5800,"HOU@KC 08:15PM ET",9.696,"HOU","KC",NA,10.2,8,NA,"3","3",8
"OF","George Springer",5700,"HOU@KC 08:15PM ET",9.827,"HOU","KC",NA,9.4,5,NA,"1","1",5
"SS","Carlos Correa",5500,"HOU@KC 08:15PM ET",9.725,"HOU","KC",NA,9.6,2,NA,"4","4",2
"OF","Bryce Harper",5500,"WAS@LAD 10:10PM ET",11.417,"WAS","LAD",NA,8.5,5,NA,"3","3",5
"OF","Matt Kemp",5300,"PHI@ATL 07:35PM ET",9.614,"ATL","PHI",NA,8.4,0,NA,"4","4",0
"1B","Ryan Zimmerman",5200,"WAS@LAD 10:10PM ET",10.943,"WAS","LAD",NA,8.2,3,NA,"4","4",3
"OF","Giancarlo Stanton",5100,"MIA@CHC 08:05PM ET",9.315,"MIA","CHC",NA,9.1,5,NA,"2","2",5
"2B","Daniel Murphy",5100,"WAS@LAD 10:10PM ET",9.673,"WAS","LAD",NA,6.6,2,NA,"5","5",2
"1B","Justin Bour",5000,"MIA@CHC 08:05PM ET",8.745,"MIA","CHC",NA,0,1.87,NA,"x","x",NA
"OF","Marcell Ozuna",4900,"MIA@CHC 08:05PM ET",9.255,"MIA","CHC",NA,7.9,8,NA,"4","4",8
"SS","Trea Turner",4900,"WAS@LAD 10:10PM ET",9.644,"WAS","LAD",NA,8.8,5,NA,"1","1",5
"3B/OF","Marwin Gonzalez",4800,"HOU@KC 08:15PM ET",8.638,"HOU","KC",NA,7.6,9,NA,"6","6",9
"3B","Travis Shaw",4700,"SF@MIL 07:40PM ET",9.235,"MIL","SF",NA,0,1.69,NA,"x","x",NA
"1B","Eric Thames",4700,"SF@MIL 07:40PM ET",9.941,"MIL","SF",NA,9.3,0,NA,"2","3",0
"OF","Carlos Beltran",4600,"HOU@KC 08:15PM ET",7,"HOU","KC",NA,7.9,0,NA,"5","5",0
"OF","Ryan Braun",4600,"SF@MIL 07:40PM ET",8.581,"MIL","SF",NA,0,NA,NA,"x","x",NA
"1B","Joey Votto",4600,"STL@CIN 07:10PM ET",10.182,"CIN","STL",NA,8.9,4,NA,"3","3",4
"OF","Adam Duvall",4600,"STL@CIN 07:10PM ET",9.241,"CIN","STL",NA,6.9,3,NA,"4","4",3
"3B","Anthony Rendon",4600,"WAS@LAD 10:10PM ET",8.865,"WAS","LAD",NA,7.6,23,NA,"2","6",23
"OF","Christian Yelich",4500,"MIA@CHC 08:05PM ET",8.094,"MIA","CHC",NA,9.1,0,NA,"3","3",0
"3B","Kris Bryant",4500,"MIA@CHC 08:05PM ET",9.074,"CHC","MIA",NA,8.1,16,NA,"2","2",16
"1B","Yonder Alonso",4500,"TOR@OAK 10:05PM ET",9.298,"OAK","TOR",NA,6.1,10,NA,"x","5",10
"3B/OF","Eduardo Nunez",4500,"SF@MIL 07:40PM ET",7.389,"SF","MIL",NA,8.1,19,NA,"7","2",19
"OF","Domingo Santana",4500,"SF@MIL 07:40PM ET",8.151,"MIL","SF",NA,6.8,10,NA,"5","2",10
"2B","Chris Taylor",4500,"WAS@LAD 10:10PM ET",7.977,"LAD","WAS",NA,7.2,7,NA,"3","3",7
"1B/OF","Cody Bellinger",4500,"WAS@LAD 10:10PM ET",9.718,"LAD","WAS",NA,0,5,NA,"x","x",NA
"1B","Freddie Freeman",4500,"PHI@ATL 07:35PM ET",12.514,"ATL","PHI",NA,0,NA,NA,"x","x",NA
"OF","Josh Reddick",4400,"HOU@KC 08:15PM ET",7.157,"HOU","KC",NA,9.4,5,NA,"2","2",5
"3B","Josh Donaldson",4400,"TOR@OAK 10:05PM ET",9.235,"TOR","OAK",NA,8.5,9,NA,"2","2",9
"OF","Dexter Fowler",4400,"STL@CIN 07:10PM ET",7.6,"STL","CIN",NA,9.1,5,NA,"1","1",5
"2B","Jose Peraza",4400,"STL@CIN 07:10PM ET",7.269,"CIN","STL",NA,6,0,NA,"7","7",0
"2B","Whit Merrifield",4300,"HOU@KC 08:15PM ET",7.846,"KC","HOU",NA,8.2,0,NA,"8","1",0
"1B","Anthony Rizzo",4300,"MIA@CHC 08:05PM ET",8.745,"CHC","MIA",NA,7.9,0,NA,"3","3",0
"OF","Jose Bautista",4300,"TOR@OAK 10:05PM ET",7.93,"TOR","OAK",NA,7.5,0,NA,"3","3",0
"1B","Kendrys Morales",4300,"TOR@OAK 10:05PM ET",7.774,"TOR","OAK",NA,7.2,0,NA,"4","4",0
"OF","Hunter Pence",4300,"SF@MIL 07:40PM ET",5.5,"SF","MIL",NA,6.9,5,NA,"4","6",5
"3B","Alex Bregman",4200,"HOU@KC 08:15PM ET",6.5,"HOU","KC",NA,0,5,NA,"x","x",NA
"OF","Randal Grichuk",4200,"STL@CIN 07:10PM ET",6.391,"STL","CIN",NA,0,NA,NA,"x","x",NA
"OF","Billy Hamilton",4200,"STL@CIN 07:10PM ET",9.392,"CIN","STL",NA,8.6,7,NA,"1","1",7
"SS","Zack Cozart",4200,"STL@CIN 07:10PM ET",10,"CIN","STL",NA,6.5,8,NA,"2","2",8
"3B","Adonis Garcia",4200,"PHI@ATL 07:35PM ET",6.811,"ATL","PHI",NA,0,1.86,NA,"x","x",NA
"3B","Mike Moustakas",4100,"HOU@KC 08:15PM ET",8.082,"KC","HOU",NA,8,12,NA,"2","6",12
"C","Evan Gattis",4100,"HOU@KC 08:15PM ET",7.108,"HOU","KC",NA,0,1.95,NA,"x","x",NA
"2B","Dee Gordon",4100,"MIA@CHC 08:05PM ET",7.833,"MIA","CHC",NA,8.8,2,NA,"1","1",2
"1B/OF","Brandon Belt",4100,"SF@MIL 07:40PM ET",7.768,"SF","MIL",NA,9.7,10,NA,"2","3",10
"1B/C","Buster Posey",4100,"SF@MIL 07:40PM ET",7.894,"SF","MIL",NA,8,12,NA,"3","4",12
"1B","Justin Smoak",4000,"TOR@OAK 10:05PM ET",8.089,"TOR","OAK",NA,6.5,17,NA,"5","5",17
"OF","Stephen Piscotty",4000,"STL@CIN 07:10PM ET",6.514,"STL","CIN",NA,8.5,5,NA,"3","3",5
"SS","Corey Seager",4000,"WAS@LAD 10:10PM ET",8.035,"LAD","WAS",NA,6.8,13,NA,"2","2",13
"OF","Ender Inciarte",4000,"PHI@ATL 07:35PM ET",8.87,"ATL","PHI",NA,8.2,16,NA,"1","1",16
"1B","Eric Hosmer",3900,"HOU@KC 08:15PM ET",7.255,"KC","HOU",NA,8.7,10,NA,"4","4",10
"2B/SS","Javier Baez",3900,"MIA@CHC 08:05PM ET",6.625,"CHC","MIA",NA,6.2,0,NA,"x","7",0
"3B/OF","Hernan Perez",3900,"SF@MIL 07:40PM ET",6.82,"MIL","SF",NA,6.3,7,NA,"3","4",7
"OF","Denard Span",3900,"SF@MIL 07:40PM ET",6.5,"SF","MIL",NA,9.1,7,NA,"1","1",7
"3B","Jedd Gyorko",3900,"STL@CIN 07:10PM ET",8.065,"STL","CIN",NA,9.2,0,NA,"4","4",0
"OF","Tommy Pham",3900,"STL@CIN 07:10PM ET",9.12,"STL","CIN",NA,8.3,NA,NA,"6","6",11
"OF","Yasiel Puig",3900,"WAS@LAD 10:10PM ET",7.545,"LAD","WAS",NA,7.6,4,NA,"x","7",4
"2B","Jed Lowrie",3800,"TOR@OAK 10:05PM ET",7.722,"OAK","TOR",NA,6.5,0,NA,"3","3",0
"1B/3B","Ryon Healy",3800,"TOR@OAK 10:05PM ET",7.309,"OAK","TOR",NA,6.5,34,NA,"5","6",34
"OF","Keon Broxton",3800,"SF@MIL 07:40PM ET",7.385,"MIL","SF",NA,0,0,NA,"x","x",NA
"C","Yadier Molina",3800,"STL@CIN 07:10PM ET",6.792,"STL","CIN",NA,7.8,15,NA,"5","5",15
"OF","Adam Eaton",3800,"WAS@LAD 10:10PM ET",10.13,"WAS","LAD",NA,0,NA,NA,"x","x",NA
