"Place_lo","Place_hi","Payout"
"1","1",NA
"2","2","200"
"3","3","150"
"4","4","100"
"5","6","80"
"7","8","60"
"9","10","40"
"11","15","30"
"16","25","20"
"26","45","15"
"46","90","12"
