"Place_lo","Place_hi","Payout"
"1","1","30"
"2","2","15"
"3","3","12"
"4","4","10"
"5","5","8"
"6","6","6"
"7","8","5"
"9","10","4"
"11","15","3.5"
"16","25","3"
"26","45","2.5"
"46","80","2"
"81","130","1.5"
"131","200","1"
"201","318","0.75"
