"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Bryce Harper",6100,"Was@Col 08:40PM ET",14.278,"Was","Col",13.1,12.6,11.67,10.9,"3","3",16
"2B","Daniel Murphy",5500,"Was@Col 08:40PM ET",8.944,"Was","Col",10.73,10.4,9.54,10.4,"5","5",24
"3B","Nolan Arenado",5400,"Was@Col 08:40PM ET",10.316,"Col","Was",11.22,8.4,10.32,8.5,"3","3",7
"OF","Mike Trout",5300,"Oak@LAA 10:07PM ET",10.571,"LAA","Oak",9.59,9.4,10.96,9.8,"3","3",16
"OF","Adam Eaton",5300,"Was@Col 08:40PM ET",9.056,"Was","Col",10.21,10.3,9.87,11,"1","1",14
"OF","Mookie Betts",5200,"NYY@Bos 07:10PM ET",9.438,"Bos","NYY",NA,NA,NA,NA,"3","x",NA
"OF","Charlie Blackmon",5200,"Was@Col 08:40PM ET",9.737,"Col","Was",11.41,9.5,10.03,9.1,"1","1",26
"OF/SS","Trea Turner",5100,"Was@Col 08:40PM ET",5.875,"Was","Col",10.86,12.3,11.46,13.6,"x","2",48
"OF","Ryan Braun",5000,"Cin@Mil 07:40PM ET",10.474,"Mil","Cin",9.29,7.7,9.69,9.9,"3","3",0
"2B","Brian Dozier",5000,"Min@Tex 08:05PM ET",8.118,"Min","Tex",8.36,9.1,10.15,8.5,"1","1",6
"1B","Paul Goldschmidt",5000,"SD@Ari 09:40PM ET",9.75,"Ari","SD",10.07,10.5,11.05,9.9,"3","3",33
"1B","Ryan Zimmerman",5000,"Was@Col 08:40PM ET",10.944,"Was","Col",9.87,9.3,9.26,8.3,"4","4",11
"3B","Anthony Rendon",5000,"Was@Col 08:40PM ET",4.353,"Was","Col",8.79,9.2,8.06,9.1,"6","6",7
"SS","Trevor Story",5000,"Was@Col 08:40PM ET",7.053,"Col","Was",8.46,6.9,8.11,7.8,"7","7",5
"3B","Evan Longoria",4900,"TB@Bal 07:05PM ET",7.45,"TB","Bal",8.37,8.2,7.79,9.4,"3","3",4
"1B","Joey Votto",4900,"Cin@Mil 07:40PM ET",9.263,"Cin","Mil",9.42,9.1,9.1,8.9,"3","3",3
"1B","Wil Myers",4900,"SD@Ari 09:40PM ET",9.45,"SD","Ari",8.71,11,9.35,8.5,"2","3",7
"OF","Carlos Gonzalez",4900,"Was@Col 08:40PM ET",4.667,"Col","Was",9.21,9.2,8.92,8,"4","4",16
"3B","Manny Machado",4800,"TB@Bal 07:05PM ET",6.882,"Bal","TB",8.76,8.5,8.72,8.9,"3","3",2
"1B/OF","Hanley Ramirez",4800,"NYY@Bos 07:10PM ET",5.733,"Bos","NYY",NA,NA,NA,NA,"4","x",NA
"1B","Anthony Rizzo",4800,"ChC@Pit 07:05PM ET",10.333,"ChC","Pit",7.95,9,8.65,8.5,"3","3",0
"3B","Kris Bryant",4800,"ChC@Pit 07:05PM ET",8.667,"ChC","Pit",7.84,7.4,8.52,8.6,"2","2",10
"OF","Jayson Werth",4800,"Was@Col 08:40PM ET",6.857,"Was","Col",9.14,7.8,7.36,8,"7","7",0
"OF","Ian Desmond",4800,"Was@Col 08:40PM ET",0,"Col","Was",NA,0,NA,0,"x","x",NA
"1B","Chris Davis",4700,"TB@Bal 07:05PM ET",7.176,"Bal","TB",8.45,7.9,8.44,8.5,"4","4",5
"3B","Josh Donaldson",4700,"Tor@StL 08:15PM ET",8.333,"Tor","StL",NA,0,NA,0,"x","x",NA
"2B","DJ LeMahieu",4700,"Was@Col 08:40PM ET",6.316,"Col","Was",7.81,7.2,8.72,7.8,"2","2",19
"OF","David Dahl",4700,"Was@Col 08:40PM ET",0,"Col","Was",NA,0,NA,0,"x","x",NA
"OF","Mark Trumbo",4600,"TB@Bal 07:05PM ET",5.824,"Bal","TB",7.92,7.3,7.76,7.6,"5","5",0
"2B","Jonathan Villar",4600,"Cin@Mil 07:40PM ET",7.1,"Mil","Cin",8.56,8.4,9.29,10.1,"1","1",16
"3B","Miguel Sano",4600,"Min@Tex 08:05PM ET",9.611,"Min","Tex",8.07,8.8,9.46,7.8,"3","3",24
"OF","Giancarlo Stanton",4600,"Mia@Phi 07:05PM ET",10.111,"Mia","Phi",NA,NA,NA,NA,"4","x",NA
"OF","Michael Taylor",4600,"Was@Col 08:40PM ET",0.875,"Was","Col",NA,0,1.85,2.3,"x","x",NA
"1B","Miguel Cabrera",4500,"Sea@Det 07:10PM ET",7.5,"Det","Sea",NA,0,NA,0,"x","x",NA
"OF","Adam Jones",4500,"TB@Bal 07:05PM ET",7.882,"Bal","TB",8.16,7.5,8.07,8,"2","2",0
"OF","Mallex Smith",4500,"TB@Bal 07:05PM ET",5.625,"TB","Bal",NA,0,NA,0,"x","x",NA
"C","Gary Sanchez",4500,"NYY@Bos 07:10PM ET",4.8,"NYY","Bos",NA,0,NA,0,"x","x",NA
"SS","Xander Bogaerts",4500,"NYY@Bos 07:10PM ET",6.733,"Bos","NYY",NA,NA,NA,NA,"1","x",NA
"OF","Jose Bautista",4400,"Tor@StL 08:15PM ET",4.778,"Tor","StL",5.82,8.1,7.04,7.6,"3","3",10
"2B","Rougned Odor",4400,"Min@Tex 08:05PM ET",6.053,"Tex","Min",6.95,8.1,8.38,8.6,"5","5",0
"C","Matt Wieters",4400,"Was@Col 08:40PM ET",6.188,"Was","Col",7.27,7.5,7.01,7.2,"8","8",7
"1B","Adam Lind",4400,"Was@Col 08:40PM ET",4.083,"Was","Col",NA,0,1.87,2.7,"x","x",NA
"1B","Mark Reynolds",4400,"Was@Col 08:40PM ET",9.263,"Col","Was",8.31,7.2,8.25,6.5,"5","5",18
"OF","Nelson Cruz",4300,"Sea@Det 07:10PM ET",8.35,"Sea","Det",7.93,8.2,9.26,8.4,"4","4",24
"3B","Todd Frazier",4300,"KC@CWS 08:10PM ET",4.25,"CWS","KC",6.08,7.8,8.36,8.7,"5","4",24
"2B","Brad Miller",4300,"TB@Bal 07:05PM ET",7.05,"TB","Bal",5.42,6.3,7.12,7,"5","4",4
"OF","Jackie Bradley",4300,"NYY@Bos 07:10PM ET",8.571,"Bos","NYY",NA,NA,NA,NA,"6","x",NA
"OF","Starling Marte",4300,"ChC@Pit 07:05PM ET",7.769,"Pit","ChC",NA,0,NA,0,"x","x",NA
"OF","Adam Duvall",4300,"Cin@Mil 07:40PM ET",8.944,"Cin","Mil",8.54,6.9,8.06,7.7,"4","4",14
"1B","Freddie Freeman",4300,"Atl@NYM 07:10PM ET",12.333,"Atl","NYM",NA,NA,NA,NA,"3","x",NA
"OF","Shin-Soo Choo",4300,"Min@Tex 08:05PM ET",6.563,"Tex","Min",7.31,8,8.64,8.3,"2","1",5
"OF","Christian Yelich",4300,"Mia@Phi 07:05PM ET",9.833,"Mia","Phi",NA,NA,NA,NA,"3","x",NA
"OF","AJ Pollock",4300,"SD@Ari 09:40PM ET",9.111,"Ari","SD",9.25,9.9,10.81,9.5,"1","1",28
"2B","Robinson Cano",4200,"Sea@Det 07:10PM ET",8,"Sea","Det",8.74,7.6,9.1,9.1,"3","3",5
"SS","Jean Segura",4200,"Sea@Det 07:10PM ET",9.25,"Sea","Det",6.65,8.4,9.34,8.9,"1","1",26
"OF","JD Martinez",4200,"Sea@Det 07:10PM ET",0,"Det","Sea",NA,0,NA,0,"x","x",NA
"OF","Steven Souza",4200,"TB@Bal 07:05PM ET",10.15,"TB","Bal",NA,7.8,8.1,8.5,"1","1",9
"OF","Dexter Fowler",4200,"Tor@StL 08:15PM ET",5.667,"StL","Tor",6.19,6.9,7.55,7.9,"1","1",12
"1B","Chris Carter",4200,"NYY@Bos 07:10PM ET",4.333,"NYY","Bos",NA,0,NA,0,"x","x",NA
"2B","Dustin Pedroia",4200,"NYY@Bos 07:10PM ET",5.25,"Bos","NYY",NA,0,NA,0,"x","x",NA
"OF","Kyle Schwarber",4200,"ChC@Pit 07:05PM ET",7.778,"ChC","Pit",7,8.6,7.9,8.4,"1","1",0
"1B","Eric Thames",4200,"Cin@Mil 07:40PM ET",12.833,"Mil","Cin",9.46,9.3,8.83,10.2,"2","2",18
