"Paul Goldschmidt_ARI","Ryan Braun_MIL","Bryce Harper_WAS","Dexter Fowler_STL","Joey Votto_CIN","Matt Carpenter_STL","Chris Davis_BAL","Mark Trumbo_BAL","Wil Myers_SD","Lorenzo Cain_KC","Manny Machado_BAL","Nelson Cruz_SEA","Jonathan Villar_MIL","Aledmys Diaz_STL","Stephen Piscotty_STL","Eric Hosmer_KC","Rougned Odor_TEX","Adam Jones_BAL","Daniel Murphy_WAS","Trea Turner_WAS","Robinson Cano_SEA","Jean Segura_SEA","Shin-Soo Choo_TEX","Adam Duvall_CIN","Freddie Freeman_ATL","Yoenis Cespedes_NYM","Adrian Beltre_TEX","Billy Hamilton_CIN","Randal Grichuk_STL","Jonathan Lucroy_TEX","Alex Gordon_KC","Kyle Seager_SEA","Mike Napoli_TEX","Brandon Moss_KC","Carlos Gomez_TEX","Jorge Soler_KC","AJ Pollock_ARI","Jedd Gyorko_STL","Whit Merrifield_KC","Elvis Andrus_TEX","Peter O'Brien_KC","Jonathan Schoop_BAL","Jose Peraza_CIN","Jake Lamb_ARI","Adam Eaton_WAS","Khris Davis_OAK","Yadier Molina_STL","Keon Broxton_MIL","Jose Reyes_NYM","Salvador Perez_KC","Nomar Mazara_TEX","Welington Castillo_BAL","Yasmany Tomas_ARI","Matt Kemp_ATL","Eric Thames_MIL","Domingo Santana_MIL","Curtis Granderson_NYM","Cheslor Cuthbert_KC","Joey Gallo_TEX","Alcides Escobar_KC","Scooter Gennett_CIN","Seth Smith_BAL","Scott Schebler_CIN","Ryan Schimpf_SD","Anthony Rendon_WAS","Rajai Davis_OAK","Maikel Franco_PHI","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Hyun Soo Kim_BAL","Eugenio Suarez_CIN","Yangervis Solarte_SD","David Peralta_ARI","Mitch Haniger_SEA","Jhonny Peralta_STL","Travis Shaw_MIL","Hernan Perez_MIL","David Wright_NYM","Asdrubal Cabrera_NYM","Delino DeShields_TEX","Zack Cozart_CIN","Manuel Margot_SD","Ender Inciarte_ATL","Trevor Plouffe_OAK","Orlando Arcia_MIL","Matt Adams_STL","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Odubel Herrera_PHI","Michael Conforto_NYM","Trey Mancini_BAL","Arismendy Alcantara_CIN","Brandon Drury_ARI","Chris Owings_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Jayson Werth_WAS","Danny Valencia_SEA","Ryon Healy_OAK","Marcus Semien_OAK","Kolten Wong_STL","Nick Franklin_MIL","Tommy Joseph_PHI","Jurickson Profar_TEX","Craig Gentry_BAL","Cory Spangenberg_SD","Nick Markakis_ATL","Michael Taylor_WAS","Taylor Motter_SEA","Leonys Martin_SEA","Jesus Aguilar_MIL","Harrison Bader_STL","Ryan O'Hearn_KC","JJ Hardy_BAL","Jesse Winker_CIN","Jeremy Hazelbaker_ARI","Ryan Zimmerman_WAS","Brandon Phillips_ATL","Adonis Garcia_ATL","Stephen Vogt_OAK","Jose Martinez_STL","Wilmer Flores_NYM","Michael Saunders_PHI","Robinson Chirinos_TEX","Terrance Gore_KC","Joey Rickard_BAL","Chris Herrmann_ARI","Travis Jankowski_SD","Dansby Swanson_ATL","Jarrod Dyson_SEA","Andrew Susac_MIL","Greg Garcia_STL","Kirk Nieuwenhuis_MIL","Aaron Altherr_PHI","Brett Nicholas_TEX","Christian Colon_KC","Socrates Brito_ARI","Matt Wieters_WAS","Adam Lind_WAS","Josh Phegley_OAK","Mike Zunino_SEA","Mark Canha_OAK","Ben Gamel_SEA","Travis d'Arnaud_NYM","Cesar Hernandez_PHI","Freddy Galvis_PHI","Howie Kendrick_PHI","Ryan Rua_TEX","Devin Mesoraco_CIN","Jace Peterson_ATL","Yonder Alonso_OAK","Manny Pina_MIL","Carson Kelly_STL","Rhys Hoskins_PHI","TJ Rivera_NYM","Brandon Nimmo_NYM","Raul Mondesi_KC","Tucker Barnhart_CIN","Ryan Flaherty_BAL","Christian Bethancourt_SD","Austin Hedges_SD","Tyler Flowers_ATL","Jed Lowrie_OAK","Guillermo Heredia_SEA","Eric Fryer_STL","Jett Bandy_MIL","Cameron Rupp_PHI","Daniel Nava_PHI","Hanser Alberto_TEX","Caleb Joseph_BAL","Erick Aybar_SD","Shawn O'Malley_SEA","Jake Smolinski_OAK","Andrew Knapp_PHI","Juan Lagares_NYM","Patrick Kivlehan_CIN","Chris Iannetta_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Micah Johnson_ATL","Stephen Drew_WAS","Chase d'Arnaud_ATL","Carlos Ruiz_SEA","Daniel Descalso_ARI","Jabari Blash_SD","Rio Ruiz_ATL","Wilmer Difo_WAS","Matt Joyce_OAK","Brock Stassi_PHI","Drew Butera_KC","Hector Sanchez_SD","Nick Ahmed_ARI","Chris Heisey_WAS","Adam Rosales_OAK","Andres Blanco_PHI","Drew Robinson_TEX","Jose Lobaton_WAS","Kurt Suzuki_ATL","Chad Pinder_OAK","Mike Freeman_SEA","Rene Rivera_NYM","Jeff Mathis_ARI","Stuart Turner_CIN","Bruce Maxwell_OAK","Jaff Decker_OAK","Luis Torrens_SD","Anthony Recker_ATL","Grant Green_WAS","Johan Camargo_ATL","Emilio Bonifacio_ATL"
35.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75.4102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,233.818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.152777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,67.032967032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,52.5549450549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8717948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24.0181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,63.9102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,48.5641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,83.6923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22.5151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
