"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mike Trout",5700,"BAL@LAA 10:07PM ET",11.735,"LAA","BAL",9.54,10.8,12.85,NA,"2","2",21
"OF","Bryce Harper",5600,"MIA@WAS 07:05PM ET",10.97,"WAS","MIA",8.28,8,11,NA,"3","3",17
"OF","Justin Upton",5400,"DET@PIT 07:05PM ET",9.2,"DET","PIT",7.48,8.2,9.68,NA,"3","3",2
"1B","Anthony Rizzo",5400,"CHC@SF 10:08PM ET",9.25,"CHC","SF",6.38,9.3,11.06,NA,"3","3",18
"1B","Joey Votto",5300,"SD@CIN 07:10PM ET",9.845,"CIN","SD",9.89,10.2,11.74,NA,"3","3",25
"3B","Kris Bryant",5300,"CHC@SF 10:08PM ET",8.875,"CHC","SF",9.48,9.1,10.79,NA,"2","2",13
"2B","Daniel Murphy",5000,"MIA@WAS 07:05PM ET",9.554,"WAS","MIA",6.86,6.3,10.05,NA,"5","5",0
"3B","Miguel Sano",4900,"MIL@MIN 08:10PM ET",8.842,"MIN","MIL",NA,0,10.05,NA,"x","x",NA
"C","Willson Contreras",4900,"CHC@SF 10:08PM ET",7.633,"CHC","SF",7.83,7.8,9.36,NA,"4","4",0
"OF","Tommy Pham",4800,"STL@KC 08:15PM ET",9.395,"STL","KC",NA,9.2,NA,NA,"2","2",2
"2B","Brian Dozier",4800,"MIL@MIN 08:10PM ET",8.465,"MIN","MIL",9.32,9.6,10.26,NA,"1","1",0
"OF","Andrew McCutchen",4700,"DET@PIT 07:05PM ET",9.196,"PIT","DET",8.98,8.2,11.06,NA,"3","3",8
"OF","Adam Duvall",4700,"SD@CIN 07:10PM ET",8.642,"CIN","SD",7.72,7.6,10.22,NA,"4","4",16
"2B/SS","Paul DeJong",4600,"STL@KC 08:15PM ET",7.754,"STL","KC",7.48,8,9.08,NA,"3","3",16
"SS","Tim Beckham",4600,"BAL@LAA 10:07PM ET",7.086,"BAL","LAA",6.14,6.4,1.85,NA,"6","6",5
"3B","Manny Machado",4500,"BAL@LAA 10:07PM ET",7.8,"BAL","LAA",10.11,8.9,10,NA,"2","2",20
"SS","Trea Turner",4500,"MIA@WAS 07:05PM ET",10.559,"WAS","MIA",NA,0,NA,NA,"x","x",NA
"1B","Ryan Zimmerman",4500,"MIA@WAS 07:05PM ET",9.051,"WAS","MIA",10.04,8.8,9.23,NA,"4","4",4
"3B","Anthony Rendon",4500,"MIA@WAS 07:05PM ET",9.34,"WAS","MIA",9.49,8.1,8.9,NA,"6","6",2
"OF","Lorenzo Cain",4400,"STL@KC 08:15PM ET",8.029,"KC","STL",6.72,7,8.89,NA,"2","2",6
"SS","Andrelton Simmons",4400,"BAL@LAA 10:07PM ET",7.9,"LAA","BAL",6.69,6.7,7.93,NA,"5","5",8
"OF","Billy Hamilton",4400,"SD@CIN 07:10PM ET",8.647,"CIN","SD",8.58,8.8,10.3,NA,"1","1",12
"2B/OF","Ian Happ",4400,"CHC@SF 10:08PM ET",7.691,"CHC","SF",NA,NA,NA,NA,"5","x",NA
"2B/SS","Javier Baez",4400,"CHC@SF 10:08PM ET",6.573,"CHC","SF",6.41,7.4,7.13,NA,"7","8",16
"OF","Melky Cabrera",4300,"STL@KC 08:15PM ET",7.423,"KC","STL",6.47,7.7,8.24,NA,"3","4",5
"OF","Dexter Fowler",4300,"STL@KC 08:15PM ET",7.556,"STL","KC",NA,7.1,NA,NA,"x","6",14
"OF","Ryan Braun",4300,"MIL@MIN 08:10PM ET",8.569,"MIL","MIN",8.3,9,10.05,NA,"3","2",13
"2B/OF","Howie Kendrick",4300,"MIA@WAS 07:05PM ET",8,"WAS","MIA",6.81,8.6,2.04,NA,"2","2",0
"C","Yadier Molina",4200,"STL@KC 08:15PM ET",6.663,"STL","KC",7.13,6.8,7.52,NA,"5","5",12
"2B","Whit Merrifield",4200,"STL@KC 08:15PM ET",8.505,"KC","STL",6.55,6.8,8.88,NA,"1","1",3
"OF","Starling Marte",4200,"DET@PIT 07:05PM ET",7.933,"PIT","DET",7.64,9.1,11.7,NA,"1","1",0
"OF","Mark Trumbo",4200,"BAL@LAA 10:07PM ET",7.192,"BAL","LAA",NA,0,NA,NA,"x","x",NA
"OF","Giancarlo Stanton",4200,"MIA@WAS 07:05PM ET",10.113,"MIA","WAS",5.52,7.6,9.59,NA,"2","2",14
"OF","Kyle Schwarber",4200,"CHC@SF 10:08PM ET",6.557,"CHC","SF",6.18,0,1.95,NA,"x","x",NA
"3B","Mike Moustakas",4100,"STL@KC 08:15PM ET",8.643,"KC","STL",6.41,8.5,8.23,NA,"5","5",17
"2B","Jonathan Schoop",4100,"BAL@LAA 10:07PM ET",8.991,"BAL","LAA",8.74,8.3,9.54,NA,"3","3",3
"SS","Aledmys Diaz",4000,"STL@KC 08:15PM ET",6.028,"STL","KC",NA,0,NA,NA,"x","x",NA
"2B","Ian Kinsler",4000,"DET@PIT 07:05PM ET",7.593,"DET","PIT",7.35,7.6,9.44,NA,"1","1",0
"2B/OF","Scooter Gennett",4000,"SD@CIN 07:10PM ET",7.277,"CIN","SD",7.31,7.9,8.9,NA,"5","5",7
"OF","Adam Eaton",4000,"MIA@WAS 07:05PM ET",10.13,"WAS","MIA",NA,0,NA,NA,"x","x",NA
"1B","Luke Voit",3900,"STL@KC 08:15PM ET",4.742,"STL","KC",NA,0,6.92,NA,"x","x",NA
"1B/OF","Eric Thames",3900,"MIL@MIN 08:10PM ET",8.541,"MIL","MIN",7.48,8.9,9.24,NA,"1","5",2
"OF","Alex Presley",3900,"DET@PIT 07:05PM ET",5.647,"DET","PIT",NA,0,NA,NA,"x","x",NA
"2B/3B","Josh Harrison",3900,"DET@PIT 07:05PM ET",7.567,"PIT","DET",7.05,7.2,9.87,NA,"2","2",8
"1B","Josh Bell",3900,"DET@PIT 07:05PM ET",7.367,"PIT","DET",6.84,8.1,10.06,NA,"4","4",2
"3B","David Freese",3900,"DET@PIT 07:05PM ET",6.273,"PIT","DET",6.23,6.3,8.35,NA,"5","5",0
"3B","Ryan Schimpf",3900,"SD@CIN 07:10PM ET",6.377,"SD","CIN",NA,0,NA,NA,"x","x",NA
"3B/OF","Cory Spangenberg",3900,"SD@CIN 07:10PM ET",6.427,"SD","CIN",NA,NA,NA,NA,"6","x",NA
"SS","Alex Mejia",3800,"STL@KC 08:15PM ET",2.4,"STL","KC",NA,0,NA,NA,"x","x",NA
"3B","Travis Shaw",3800,"MIL@MIN 08:10PM ET",9.576,"MIL","MIN",8.74,7.4,8.73,NA,"4","3",5
"OF","Robbie Grossman",3800,"MIL@MIN 08:10PM ET",6.64,"MIN","MIL",7.3,7.7,7.52,NA,"2","3",2
"OF","Jordan Luplow",3800,"DET@PIT 07:05PM ET",0.5,"PIT","DET",NA,0,NA,NA,"x","x",NA
"OF","Adam Frazier",3800,"DET@PIT 07:05PM ET",6.465,"PIT","DET",6.75,0,1.9,NA,"x","x",NA
"OF","Adam Jones",3800,"BAL@LAA 10:07PM ET",7.648,"BAL","LAA",7.93,8.2,9.14,NA,"1","1",9
"OF","Ben Revere",3800,"BAL@LAA 10:07PM ET",4.987,"LAA","BAL",NA,NA,NA,NA,"7","x",NA
"1B/OF","Trey Mancini",3800,"BAL@LAA 10:07PM ET",7.568,"BAL","LAA",7.12,7.5,8.72,NA,"5","5",0
"OF","Manuel Margot",3800,"SD@CIN 07:10PM ET",7.342,"SD","CIN",6.58,8.4,7.19,NA,"1","1",5
"2B","Dee Gordon",3800,"MIA@WAS 07:05PM ET",8.481,"MIA","WAS",5.74,8.4,9.03,NA,"1","1",0
"OF","Brian Goodwin",3800,"MIA@WAS 07:05PM ET",6.806,"WAS","MIA",5.99,6.6,9.37,NA,"1","1",0
"1B/OF","Brandon Belt",3800,"CHC@SF 10:08PM ET",7.972,"SF","CHC",NA,0,NA,NA,"x","x",NA
"OF","Brandon Moss",3700,"STL@KC 08:15PM ET",6.04,"KC","STL",6.12,7.4,6.91,NA,"6","6",14
"C","Welington Castillo",3700,"BAL@LAA 10:07PM ET",7.015,"BAL","LAA",6.2,5.8,7.07,NA,"8","8",8
"1B","Chris Davis",3700,"BAL@LAA 10:07PM ET",7.16,"BAL","LAA",8.8,7.9,9.42,NA,"4","4",5
"2B","Yangervis Solarte",3700,"SD@CIN 07:10PM ET",7.013,"SD","CIN",6.67,8.7,1.84,NA,"4","4",8
"3B","Eugenio Suarez",3700,"SD@CIN 07:10PM ET",7.394,"CIN","SD",7.03,6.6,7.99,NA,"6","6",2
"OF","Hunter Renfroe",3700,"SD@CIN 07:10PM ET",6.92,"SD","CIN",6.62,6.8,8.04,NA,"7","6",2
"1B","Matt Carpenter",3600,"STL@KC 08:15PM ET",7.557,"STL","KC",9,9.2,9.71,NA,"1","1",23
"SS","Orlando Arcia",3600,"MIL@MIN 08:10PM ET",6.374,"MIL","MIN",5.57,6.3,7.46,NA,"9","7",2
"OF","Domingo Santana",3600,"MIL@MIN 08:10PM ET",8.217,"MIL","MIN",6.66,8.3,9.1,NA,"2","1",4
"1B","Joe Mauer",3600,"MIL@MIN 08:10PM ET",6.889,"MIN","MIL",5.91,6.6,8.48,NA,"4","2",4
"1B","Kennys Vargas",3600,"MIL@MIN 08:10PM ET",6.7,"MIN","MIL",NA,0,NA,NA,"x","x",NA
"1B/OF","Jose Osuna",3600,"DET@PIT 07:05PM ET",4.408,"PIT","DET",NA,0,1.95,NA,"x","x",NA
"1B","CJ Cron",3600,"BAL@LAA 10:07PM ET",5.431,"LAA","BAL",6.18,6.7,1.82,NA,"x","7",0
"OF","Cameron Maybin",3600,"BAL@LAA 10:07PM ET",8.474,"LAA","BAL",NA,7.8,NA,NA,"x","1",3
"1B","Albert Pujols",3600,"BAL@LAA 10:07PM ET",6.922,"LAA","BAL",6.92,7.7,8.92,NA,"3","3",0
"1B","Wil Myers",3600,"SD@CIN 07:10PM ET",8.057,"SD","CIN",7.83,9.1,9.66,NA,"5","5",0
"OF","Phillip Ervin",3600,"SD@CIN 07:10PM ET",0.667,"CIN","SD",NA,0,2.23,NA,"x","x",NA
"OF","Alex Dickerson",3600,"SD@CIN 07:10PM ET",0,"SD","CIN",NA,0,NA,NA,"x","x",NA
"OF","Scott Schebler",3600,"SD@CIN 07:10PM ET",7.01,"CIN","SD",NA,0,NA,NA,"x","x",NA
"OF","Marcell Ozuna",3600,"MIA@WAS 07:05PM ET",9.093,"MIA","WAS",5.19,6.5,8.25,NA,"4","4",0
"1B/C","Alex Avila",3600,"CHC@SF 10:08PM ET",6.325,"CHC","SF",NA,0,1.82,NA,"x","x",NA
"2B/OF","Ben Zobrist",3600,"CHC@SF 10:08PM ET",6.16,"CHC","SF",7.29,8.1,2,NA,"1","5",2
"1B","Eric Hosmer",3500,"STL@KC 08:15PM ET",8.333,"KC","STL",7.01,9,8.38,NA,"4","3",14
"1B/OF","Jose Martinez",3500,"STL@KC 08:15PM ET",5.197,"STL","KC",5.8,6.6,1.89,NA,"7","4",8
"3B/OF","Hernan Perez",3500,"MIL@MIN 08:10PM ET",6.34,"MIL","MIN",5.48,7.6,7.16,NA,"x","6",8
"2B","Jonathan Villar",3500,"MIL@MIN 08:10PM ET",6.567,"MIL","MIN",6.05,0,10.14,NA,"x","x",NA
"OF","Mikie Mahtook",3500,"DET@PIT 07:05PM ET",5.648,"DET","PIT",6.48,6.2,7.84,NA,"6","6",0
"3B/SS","Ruben Tejada",3500,"BAL@LAA 10:07PM ET",3.949,"BAL","LAA",NA,0,5.78,NA,"x","x",NA
"OF","Seth Smith",3500,"BAL@LAA 10:07PM ET",6.701,"BAL","LAA",6.03,6.7,7.75,NA,"7","7",9
"2B","Carlos Asuaje",3500,"SD@CIN 07:10PM ET",5.919,"SD","CIN",6.61,7.9,8.11,NA,"2","2",10
"OF","Jayson Werth",3500,"MIA@WAS 07:05PM ET",7.894,"WAS","MIA",NA,0,NA,NA,"x","x",NA
"OF","Christian Yelich",3500,"MIA@WAS 07:05PM ET",8.438,"MIA","WAS",5.46,8.7,8.39,NA,"3","3",12
"OF","Hunter Pence",3500,"CHC@SF 10:08PM ET",6.278,"SF","CHC",NA,NA,NA,NA,"6","x",NA
"C","Nick Hundley",3500,"CHC@SF 10:08PM ET",4.806,"SF","CHC",NA,0,6.28,NA,"x","x",NA
"1B/C","Buster Posey",3500,"CHC@SF 10:08PM ET",7.737,"SF","CHC",6.75,6.2,7.87,NA,"4","4",0
"OF","Jason Heyward",3500,"CHC@SF 10:08PM ET",6.494,"CHC","SF",5.91,7.4,7.05,NA,"6","7",8
"OF","Jorge Soler",3400,"STL@KC 08:15PM ET",3.931,"KC","STL",NA,0,NA,NA,"x","x",NA
"2B","Kolten Wong",3400,"STL@KC 08:15PM ET",6.157,"STL","KC",6.56,7.1,7.08,NA,"9","7",22
"OF","Keon Broxton",3400,"MIL@MIN 08:10PM ET",7.052,"MIL","MIN",6.65,6.5,7.17,NA,"7","8",21
"1B","Jesus Aguilar",3400,"MIL@MIN 08:10PM ET",4.735,"MIL","MIN",5.78,7.5,1.95,NA,"5","4",2
"OF","Eddie Rosario",3400,"MIL@MIN 08:10PM ET",6.414,"MIN","MIL",5.9,6.7,8.64,NA,"5","5",9
"OF","Matt den Dekker",3400,"DET@PIT 07:05PM ET",1.75,"DET","PIT",NA,0,NA,NA,"x","x",NA
"1B","Miguel Cabrera",3400,"DET@PIT 07:05PM ET",7.052,"DET","PIT",8.25,7.8,9.72,NA,"4","4",0
"3B","Nicholas Castellanos",3400,"DET@PIT 07:05PM ET",7.355,"DET","PIT",NA,7,NA,NA,"5","5",NA
"SS","Jose Iglesias",3400,"DET@PIT 07:05PM ET",5.989,"DET","PIT",NA,NA,NA,NA,"8","x",NA
"3B","Yunel Escobar",3400,"BAL@LAA 10:07PM ET",6.522,"LAA","BAL",NA,NA,NA,NA,"1","x",NA
