Jose Altuve_HOU,Brian Dozier_MIN,Yuli Gurriel_HOU,George Springer_HOU,Carlos Correa_HOU,Alex Bregman_HOU,Josh Reddick_HOU,Ryan Braun_MIL,Marwin Gonzalez_HOU,Domingo Santana_MIL,Miguel Sano_MIN,Travis Shaw_MIL,Derek Fisher_HOU,Jesus Aguilar_MIL,Carlos Beltran_HOU,Eric Thames_MIL,Eddie Rosario_MIN,Robbie Grossman_MIN,Keon Broxton_MIL,Hernan Perez_MIL,Max Kepler_MIN,Orlando Arcia_MIL,Brian McCann_HOU,Jonathan Villar_MIL,Kennys Vargas_MIN,Avisail Garcia_CWS,Evan Gattis_HOU,Joe Mauer_MIN,Leury Garcia_CWS,Jose Abreu_CWS,Jake Marisnick_HOU,Manny Pina_MIL,Jorge Polanco_MIN,Tyler White_HOU,Eduardo Escobar_MIN,Michael Reed_MIL,Matt Davidson_CWS,Alen Hanson_CWS,Adam Engel_CWS,Tim Anderson_CWS,Yoan Moncada_CWS,Kirk Nieuwenhuis_MIL,Byron Buxton_MIN,Stephen Vogt_MIL,JD Davis_HOU,AJ Reed_HOU,Eric Sogard_MIL,Charlie Tilson_CWS,Nicky Delmonico_CWS,Jason Castro_MIN,Ehire Adrianza_MIN,Jacob Nottingham_MIL,Andrew Susac_MIL,Jett Bandy_MIL,Corey Ray_MIL,Zack Granite_MIN,Yolmer Sanchez_CWS,Jacob May_CWS,Kevan Smith_CWS,Colin Moran_HOU,Yadiel Rivera_MIL,Daniel Palka_MIN,Lewis Brinson_MIL,Tyler Saladino_CWS,Cody Asche_CWS,Kyle Tucker_HOU,Chris Gimenez_MIN,Brett Phillips_MIL,Ryan Cordell_MIL,Geovany Soto_CWS,Willy Garcia_CWS,Juan Centeno_HOU,Tony Kemp_HOU,Anthony Recker_MIN,Omar Narvaez_CWS,Grant Green_CWS,Zack Collins_CWS
48.77565139263253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.733333333333338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1937893081760995,0.0,0.0,0.0,0.0,0.0,21.321278825995808,0.0,0.0,0.0,0.0,0.0,0.0
0.0,46.69425511197663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.095499390780477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.275146360759491,0.0,0.0,0.0,0.0,0.0,-3.4886779184247545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,73.13065432358513,0.0,0.5134559318232783,3.6751777634130582,0.0,0.0,0.0,0.0,0.0,0.0,-0.439650145772594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,44.02393162393162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.101610582340813,0.0,0.0,-1.3026164311878592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.781430273685007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75207900207901,0.0,0.0
0.0,0.0,0.0,0.5134559318232783,0.0,21.747386759581886,10.165796703296703,0.0,0.0,0.0,0.0,0.0,0.0,15.369897959183671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.6751777634130582,0.0,10.165796703296703,49.45404595404595,0.0,0.0,0.0,0.0,0.0,0.0,12.349175824175823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.870338496844475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.380632859204287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.372131147540983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.079824561403505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.49550888759207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.785318559556786,0.0,0.0,0.0,0.0
