"Place_lo","Place_hi","Payout"
"1","1","100"
"2","2","75"
"3","3","60"
"4","4","50"
"5","5","40"
"6","6","30"
"7","7","25"
"8","8","21"
"9","9","16"
"10",NA,"13"
"11","15","10"
"16","20","8"
"21","30","7"
"31","40","6"
"41","50","5"
"51","100","4"
"101","200","3"
"201","350","2"
