"Place_lo","Place_hi","Payout"
"1","1","7500"
"2","2","5000"
"3","3","3500"
"4","4","2500"
"5","5","2000"
"6","6","1500"
"7","8","1000"
"9","10","750"
"11","15","500"
"16","20","350"
"21","30","250"
"31","40","200"
"41","55","150"
"56","75","125"
"76","100","100"
"101","150","75"
"151","200","60"
"201","250","50"
"251","325","40"
"326","425","30"
"426","575","25"
"576","875","20"
"876","1475","15"
"1476","2475","12"
"2476","3950","10"
"3951","6450","8"
"6451","11075","6"
