"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Jacob deGrom","P","NYM","@ PHI",3.84,"Velasquez, R 4.82","R",3.36,0,0,5.6,10.4,1.14,NA,12700,51.3,19.5,22.62,22.62,"%",27,1.8,34.6,2.7
"James Paxton","P","SEA","vs LAA",3.18,"Skaggs, L 4.32","L",2.7,0,0,6,10.4,1.08,NA,12300,48.4,22.3,25.83,25.83,"%",49,2.1,16.65,1.4
"Gerrit Cole","P","PIT","@ DET",4.23,"VerHagen, R 5.00","R",4,0,0,5.8,8.1,1.27,NA,12000,36.3,15.3,15.71,15.71,"%",33,1.3,25.8,2.2
"Danny Salazar","P","CLE","@ TB",3.75,"Snell, L 4.98","R",4.32,0,0,5,12.6,1.33,NA,11700,35.7,17.4,16.07,16.07,"%",44,1.4,19.4,1.7
"Yu Darvish","P","LAD","@ ARI",3.96,"Banda, L 3.86","R",3.75,0,0,6.3,9.9,1.14,NA,11400,40.5,19.4,16.73,16.73,"%",39,1.5,27.05,2.4
"Sonny Gray","P","NYY","@ TOR",3.95,"Estrada, R 5.12","R",3.41,0,0,6.1,8.7,1.17,NA,10900,36.7,17.9,16.82,16.82,"%",44,1.5,16.7,1.5
"Brad Peacock","P","HOU","@ CWS",4.07,"Rodon, L 4.66","R",3.2,0,0,3.3,11.7,1.26,NA,9500,34.1,12.7,14.4,14.4,"%",23,1.5,17.45,1.8
"Luis Castillo","P","CIN","vs SD",3.78,"Lamet, R 5.12","R",3.64,0,0,6,9.2,1.18,NA,9400,33.3,17.4,15.96,15.96,"%",50,1.7,10.1,1.1
"Dinelson Lamet","P","SD","@ CIN",4.72,"Castillo, R 3.64","R",5.12,0,0,5.3,11.4,1.18,NA,8900,35.4,17.3,11.86,11.86,"%",32,1.3,13.05,1.5
"Zach Davies","P","MIL","vs MIN",4.18,"TBD","R",4.18,0,0,5.7,6,1.35,NA,8400,32.6,12.7,13.95,13.95,"%",27,1.7,-1.05,NA
"Lance Lynn","P","STL","vs KC",4,"Hammel, R 4.73","R",3.12,0,0,5.8,7.8,1.09,NA,7800,32.4,16.7,14.73,14.73,"%",47,1.9,10.1,1.3
"Vincent Velasquez","P","PHI","vs NYM",4.66,"deGrom, R 3.36","R",4.82,0,0,5.1,8.5,1.45,NA,7700,25,11.6,10.98,10.98,"%",40,1.4,-4.15,NA
"Tanner Roark","P","WSH","vs MIA",4,"Straily, R 3.77","R",4.82,0,0,5.7,7.7,1.38,NA,7500,33.5,13.3,11.96,11.96,"%",19,1.6,13.3,1.8
"Carlos Rodon","P","CWS","vs HOU",4.93,"Peacock, R 3.20","L",4.66,0,0,5.5,11.9,1.47,NA,7000,36,17,12.32,12.32,"%",30,1.8,16,2.3
"Dan Straily","P","MIA","@ WSH",5,"Roark, R 4.82","R",3.77,0,0,5.6,8.2,1.16,NA,6600,30.7,15.4,9.13,9.13,"%",30,1.4,9.75,1.5
"Marco Estrada","P","TOR","vs NYY",4.55,"Gray, R 3.41","R",5.12,0,0,5.6,9.3,1.42,NA,6500,32.6,13.8,9.22,9.22,"%",15,1.4,26.95,4.1
"Wade Miley","P","BAL","@ OAK",4.78,"Smith, R 4.82","L",5.51,0,0,5,7.9,1.73,NA,6300,30.3,9.5,7.44,7.44,"%",0,1.2,30.15,4.8
"Tyler Skaggs","P","LAA","@ SEA",4.32,"Paxton, L 2.70","L",4.32,0,0,5.6,8.5,1.35,NA,6200,29.9,13.9,11.05,11.05,"%",32,1.8,19.45,3.1
"Chris Smith","P","OAK","vs BAL",4.72,"Miley, L 5.51","R",4.82,0,0,5.6,5.1,1.32,NA,6000,21,8.6,8.98,8.98,"%",30,1.5,4.7,0.8
"Jason Hammel","P","KC","@ STL",5,"Lynn, R 3.12","R",4.73,0,0,5.7,6.9,1.36,NA,5800,24.3,11.6,9.13,9.13,"%",34,1.6,18.25,3.1
"Anthony Banda","P","ARI","vs LAD",5.04,"Darvish, R 3.75","L",3.86,0,0,5.8,9.3,1.2,NA,5600,22.7,17.6,8.51,8.51,"%",0,1.5,7.4,1.3
"Giancarlo Stanton","OF","MIA","@ WSH",4,"Roark, R 4.82","R",0.275,0.41,0.333,0,0,0,2,5600,33.1,10.1,13.43,13.43,"%",51,2.4,16,2.9
"Jose Altuve","2B","HOU","@ CWS",4.93,"Rodon, L 4.66","R",0.364,0.43,0.213,0,0,0,2,5500,32.3,10.7,14.84,14.84,"%",59,2.7,11,2
"Andrew McCutchen","OF","PIT","@ DET",5.27,"VerHagen, R 5.00","R",0.29,0.39,0.231,0,0,0,3,5500,32.1,9.2,15.07,15.07,"%",54,2.7,2,0.4
"Bryce Harper","OF","WSH","vs MIA",5,"Straily, R 3.77","L",0.326,0.437,0.282,0,0,0,3,5500,35.3,11,15.52,15.52,"%",55,2.8,7,1.3
