"Place_lo","Place_hi","Payout"
"1","1","500"
"2","2","300"
"3","3","200"
"4","4","150"
"5","5","100"
"6","6","75"
"7","8","60"
"9","10","50"
"11","15","40"
"16","25","30"
"26","45","20"
"46","80","15"
"81","155","10"
"156","315","8"
