"Place_lo","Place_hi","Payout"
"1","1","250"
"2","2","200"
"3","4","150"
"5","6","100"
"7","9","75"
"10","12","50"
"13","17","40"
"18","22","30"
"23","32","20"
"33","42","15"
"43","57","12"
"58","77","10"
"78","102","8"
"103","132","7"
"133","232","6"
"233","549","5"
