"Place_lo","Place_hi","Payout"
"1","1","350"
"2","2","200"
"3","3","150"
"4","4","100"
"5","5","65"
"6","6","40"
"7","8","27"
"9","10","18"
"11","20","10"
"21","30","8.5"
"31","50","7.25"
"51","100","6"
"101","150","5"
"151","200","4.5"
"201","300","4"
