"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
16847,"David Johnson","RB","ARI","NO",1,5,8,0,40,20,40,12.5,230
16799,"Preston Smith","OLB","WAS","MIA",1,12,21,0,0,0,0,0,140
15126,"Theo Riddick","RB","DET","SD",1,8,17,0,25,25,25,11.7,121.2
16178,"Bishop Sankey","RB","TEN","TB",1,23,39,52,13,61,65,22.6,89.6
16915,"Karlos Williams","RB","BUF","IND",1,13,22,46,0,46,46,11.5,88.5
13520,"Albert McClellan","OLB","BAL","DEN",1,8,10,0,0,0,0,0,80
15082,"Gavin Escobar","TE","DAL","NYG",1,9,13,0,22,22,22,8.8,75.6
16815,"Ameer Abdullah","RB","DET","SD",1,21,45,33,19,52,52,19.4,73.3
3382,"Marcel Reece","FB","OAK","CIN",1,21,32,0,19,14,19,17.6,69.5
12239,"Chris Ivory","RB","NYJ","CLE",1,32,53,63,3,66,66,23,68.8
14620,"Will Johnson","FB","PIT","NE",1,10,14,40,0,40,40,6.7,67
13957,"Kendall Wright","WR","TEN","TB",1,25,42,0,16,16,16,23.1,64.4
12771,"Ryan Mallett","QB","HOU","KC",1,18,23,6,0,78,78,10.52,58.4
11256,"Ryan Mathews","RB","PHI","ATL",1,16,22,19,25,38,44,11.8,55
16668,"Carlos Hyde","RB","SF","MIN",1,55,75,47,4,51,51,35.2,54.9
8649,"Rashad Jennings","RB","NYG","DAL",1,21,34,62,5,62,67,11.2,53.3
16813,"Jordan Phillips","DT","MIA","WAS",1,11,14,0,0,0,0,0,52.7
16763,"Marcus Mariota","QB","TEN","TB",1,48,81,4,0,35,35,24.96,52
16112,"Jeremy Hill","RB","CIN","OAK",1,36,53,53,0,53,53,18.3,50.8
6198,"Darren Sproles","RB","PHI","ATL",1,25,34,20,36,48,56,19.6,50.4
16861,"Angelo Blackson","DE","TEN","TB",1,22,30,0,0,0,0,0,47.7
16807,"Jaquiski Tartt","FS","SF","MIN",1,20,36,0,0,0,0,0,47
