"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
13474,"Michael Morgan","OLB","SEA","CAR",6,6,8,0,0,0,0,0,90
8343,"Cameron Wake","DE","MIA","TEN",6,30,48,0,0,0,0,0,88.3
12506,"James Starks","RB","GB","SD",6,28,53,36,7,39,43,27.7,84.6
12296,"LeGarrette Blount","RB","NE","IND",6,29,42,55,3,59,59,23.4,77.2
16146,"Martavis Bryant","WR","PIT","ARI",6,35,61,3,23,20,26,35.5,75.7
12239,"Chris Ivory","RB","NYJ","WAS",6,34,51,59,9,68,68,31.6,75.3
13471,"Ricardo Lockette","WR","SEA","CAR",6,16,26,0,13,13,13,12.3,64.4
15092,"Damontre Moore","DE","NYG","PHI",6,19,24,0,0,0,0,0,60.5
15224,"Andre Ellington","RB","ARI","PIT",6,9,13,11,22,33,33,7.4,60
15392,"Jordan Kovacs","FS","MIA","TEN",6,10,16,0,0,0,0,0,59
16867,"Jeremy Langford","RB","CHI","DET",6,15,19,33,13,40,47,9.7,58
14971,"Landry Jones","QB","PIT","ARI",6,27,47,4,0,48,48,14.62,54.1
14916,"Giovani Bernard","RB","CIN","BUF",6,26,43,31,8,35,39,14.3,51.2
15241,"Quinton Patton","WR","SF","BAL",6,20,34,0,15,10,15,11.8,49
13337,"Mark Ingram","RB","NO","ATL",6,38,53,53,8,61,61,20.6,46.3
16308,"Albert Wilson","WR","KC","MIN",6,26,42,0,23,12,23,14.7,45
16524,"Devonta Freeman","RB","ATL","NO",6,63,86,21,16,33,37,38.6,43.8
13124,"DeMarco Murray","RB","PHI","NYG",6,44,56,48,9,55,57,24.6,42.3
9038,"Matthew Stafford","QB","DET","CHI",6,81,100,7,0,59,59,37.9,41.9
16809,"Denzel Perryman","ILB","SD","GB",6,28,53,0,0,0,0,0,41.1
5451,"Jonathan Stewart","RB","CAR","SEA",6,51,70,39,2,41,41,21.6,40.4
13446,"Bruce Miller","FB","SF","BAL",6,23,39,0,13,13,13,11.9,38.7
14986,"DeAndre Hopkins","WR","HOU","JAX",6,70,97,0,21,14,21,39.8,38.3
13443,"Colin Kaepernick","QB","SF","BAL",6,59,100,5,0,51,51,25.6,38.3
13791,"Lamar Miller","RB","MIA","TEN",6,47,70,40,6,45,47,22.8,37.9
13338,"Cameron Jordan","DE","NO","ATL",6,68,93,0,0,0,0,0,37.8
8283,"Ryan Fitzpatrick","QB","NYJ","WAS",6,67,100,6,0,45,45,26.22,37.6
2593,"Aaron Rodgers","QB","GB","SD",6,53,100,4,0,59,59,19.6,37
6768,"Lance Moore","WR","DET","CHI",6,45,56,0,13,11,13,24.6,36.9
16112,"Jeremy Hill","RB","CIN","BUF",6,35,57,46,3,49,49,13.9,36.9
11220,"Dexter McCluster","RB","TEN","MIA",6,28,41,18,14,29,32,13.2,36.4
13722,"Vinny Curry","DE","PHI","NYG",6,19,28,0,0,0,0,0,36.3
11313,"Riley Cooper","WR","PHI","NYG",6,38,49,0,16,8,16,16.6,35.8
9793,"Dannell Ellerbe","OLB","NO","ATL",6,52,71,0,0,0,0,0,35.6
12841,"Andy Dalton","QB","CIN","BUF",6,61,100,5,0,59,59,21.52,35.3
11792,"Arian Foster","RB","HOU","JAX",6,49,68,37,12,47,49,22.2,35.1
14008,"Andrew Luck","QB","IND","NE",6,80,100,5,0,68,68,30.98,35
11315,"Brandon Graham","DE","PHI","NYG",6,45,65,0,0,0,0,0,34.7
5476,"DeMeco Ryans","ILB","PHI","NYG",6,38,55,0,0,0,0,0,34.2
8358,"Brian Hoyer","QB","HOU","JAX",6,71,99,7,0,58,58,24.22,34.1
15137,"Datone Jones","OLB","GB","SD",6,25,27,0,0,0,0,0,33.6
16271,"Shaquil Barrett","OLB","DEN","CLE",6,71,90,0,0,0,0,0,33.1
4358,"Steve Smith","WR","BAL","SF",6,60,78,0,17,12,17,29.7,32.8
15565,"Jonas Gray","RB","MIA","TEN",6,11,16,64,9,73,73,4.6,32.7
4314,"Tom Brady","QB","NE","IND",6,69,100,6,0,59,59,26.48,32.6
2104,"Mike Adams","SS","IND","NE",6,37,54,0,0,0,0,0,32.4
13870,"Marvin Jones","WR","CIN","BUF",6,49,80,0,25,18,25,24.5,31.6
