"Charlie Blackmon_COL","Carlos Gomez_TEX","Nolan Arenado_COL","Mike Napoli_TEX","Adrian Beltre_TEX","Ian Desmond_COL","Jose Abreu_CWS","Shin-Soo Choo_TEX","Mike Trout_LAA","Melky Cabrera_CWS","Mark Reynolds_COL","David Dahl_COL","Andrelton Simmons_LAA","Cameron Maybin_LAA","Nomar Mazara_TEX","Raimel Tapia_COL","Rougned Odor_TEX","Gerardo Parra_COL","Todd Frazier_CWS","DJ LeMahieu_COL","Eric Young_LAA","Elvis Andrus_TEX","Delino DeShields_TEX","CJ Cron_LAA","Trevor Story_COL","Joey Gallo_TEX","Carlos Gonzalez_COL","Avisail Garcia_CWS","Kole Calhoun_LAA","Yolmer Sanchez_CWS","Stephen Cardullo_COL","Pat Valaika_COL","Yoan Moncada_CWS","Albert Pujols_LAA","Robinson Chirinos_TEX","Jefry Marte_LAA","Matt Davidson_CWS","Willy Garcia_CWS","Adam Engel_CWS","Yunel Escobar_LAA","Leury Garcia_CWS","Tyler Saladino_CWS","Alen Hanson_CWS","Jacob May_CWS","Nick Franklin_LAA","Jordan Patterson_COL","Tim Anderson_CWS","Mike Tauchman_COL","Jonathan Lucroy_TEX","Ben Revere_LAA","Jurickson Profar_TEX","Charlie Tilson_CWS","Luis Valbuena_LAA","Dustin Garneau_COL","Martin Maldonado_LAA","Shane Robinson_LAA","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Ryan Hanigan_COL","Omar Narvaez_CWS","Kaleb Cowart_LAA","Ryan Rua_TEX","Andy Ibanez_TEX","Alexi Amarista_COL","Cristhian Adames_COL","Tom Murphy_COL","David Fletcher_LAA","Kevan Smith_CWS","Hanser Alberto_TEX","Geovany Soto_CWS","Cody Asche_CWS","Tony Wolters_COL","Drew Stubbs_TEX","Nolan Fontana_LAA","Ronald Guzman_TEX","Grant Green_CWS","Zack Collins_CWS","Cliff Pennington_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Drew Robinson_TEX","Danny Espinosa_LAA"
72.4170829170829,0,15.3183783783784,0,0,8.50724637681159,0,0,0,0,15.3556935817805,0,0,0,0,28.4640522875817,0,15.5849462365591,0,12.1845070422535,0,0,0,0,1.87627118644068,0,6.53497267759563,0,0,0,5.4,9.18095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,4.25555555555556,0,0,0,0,26.7375,0,0,0,0,0,0,0,16.4560592044403,0,0,0,0,0,0,0,0,0,0
0,84.0297532656023,0,3.73171768707483,5.8125,0,0,10.551690821256,0,0,0,0,0,0,3.95243128964059,0,22.7541478129713,0,0,0,0,4.36489795918367,22.3955026455026,0,0,-8.99557032115172,0,0,0,0,0,0,0,0,30.1210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35135135135135,0,12.2087912087912,0,0,0,0,0,-5.36666666666667,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.3183783783784,0,73.2902097902098,0,0,20.7548566142461,0,0,0,0,9.06749482401656,0,0,0,0,9.95751633986928,0,2.90625,0,15.0967806841046,0,0,0,0,10.343658679135,0,1.46101694915254,0,0,0,14.05,38.5192307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,17.1636363636364,0,0,0,0,22.625,0,0,0,0,0,0,0,-4.47632850241546,0,0,0,0,0,0,0,0,0,0
0,3.73171768707483,0,53.0753968253968,-11.0833333333333,0,0,-12.9296296296296,0,0,0,0,0,0,-4.94042232277526,0,10.3056835637481,0,0,0,0,-4.60819672131148,-5.05600539811066,0,0,-1.27902757619739,0,0,0,0,0,0,0,0,-15.8315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90235294117647,0,-5.92307692307692,0,0,0,0,0,-5.63333333333333,0,-6.57142857142857,0,0,0,-6.41176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.8125,0,-11.0833333333333,50.3225806451613,0,0,-11.2315270935961,0,0,0,0,0,0,22.8683333333333,0,-6.77816091954023,0,0,0,0,14.9351851851852,3.05882352941176,0,0,-6.65,0,0,0,0,0,0,0,0,12.0857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77272727272727,0,14.8333333333333,0,0,0,0,0,2.9,0,6.16666666666667,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.50724637681159,0,20.7548566142461,0,0,53.4489795918367,0,0,0,0,3.85191637630662,0,0,0,0,28.7424242424242,0,-20.0681818181818,0,7.94449583718779,0,0,0,0,1.57575757575758,0,4.60336134453781,0,0,0,0,-25.9469696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5714285714286,0,0,0,0,0,10.6555555555556,0,0,0,0,-4.4,0,0,0,0,0,0,0,-5.80153846153846,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,56.5452815829528,0,0,21.3388746803069,0,0,0,0,0,0,0,0,1.34331797235023,0,0,0,0,0,0,0,0,10.5868055555556,0,7.65789473684211,0,0,0,0,0,0,18.4589985486212,-0.484210526315789,-11.7690058479532,0,-10.2682926829268,6.625,20.3611111111111,1.98214285714286,0,0,4.45161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96349206349206,0,0,0,0,0,0,0,4.09655172413793,0,-12.8055555555556,16.8076923076923,0,0,0,0,0,0,0,0,0,0,0
0,10.551690821256,0,-12.9296296296296,-11.2315270935961,0,0,56.9287949921753,0,0,0,0,0,0,14.7864406779661,0,1.51629778672032,0,0,0,0,6.85711150131695,22.8792102206736,0,0,13.0454785827604,0,0,0,0,0,0,0,0,13.5698005698006,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83764705882353,0,12.2058823529412,0,0,0,0,0,1.11904761904762,0,19,0,0,0,32.7947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,50.5264270613108,0,0,0,11.0741971207087,10.7924369747899,0,0,0,0,0,0,0,0,0,11.0584795321637,0,0,0,0,0.496153846153846,0,0,0,0,9.81906906906907,0,13.3116883116883,0,0,0,2.6551724137931,0,0,0,0,0,0,0,0,0,21.9125,0,0,6.43406593406593,0,-5.80714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,12.875,16.55,0,0,18.9019607843137
0,0,0,0,0,0,21.3388746803069,0,0,43.7316770186335,0,0,0,0,0,0,0,0,4.6724043715847,0,0,0,0,0,0,0,0,4.20409836065574,0,5.85222672064777,0,0,0,0,0,0,14.9047058823529,11.3921568627451,6.65497076023392,0,-7.01012145748988,0.575098814229249,71.8611111111111,-2.8,0,0,1.85457429931253,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2816399286988,0,0,0,0,0,0,0,9.84126984126984,0,-7.88888888888889,9.65909090909091,0,0,0,0,0,0,0,0,0,0,0
15.3556935817805,0,9.06749482401656,0,0,3.85191637630662,0,0,0,0,70.4866818873668,0,0,0,0,-4.05882352941176,0,2.87179487179487,0,6.0039627039627,0,0,0,0,0.520989974937343,0,12.6740740740741,0,0,0,0.1,12.9666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06593406593407,0,0,0,0,0,3.43636363636364,0,0,0,0,16.6602564102564,0,0,0,0,0,0,0,11.9390919158361,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11.0741971207087,0,0,0,40.1489861886571,13.8874007936508,0,0,0,0,0,0,30.5066666666667,0,0,22.0740740740741,0,0,0,0,5.80185004868549,0,0,0,0,4.89916286149163,0,15.1481481481481,0,0,0,-3.39106292966684,0,0,0,0,0,0,0,0,0,-2.95714285714286,0,0,9.56951219512195,0,12.7230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.1666666666667,0,0,0,3.02173913043478,2.41428571428571,0,0,1.20689655172414
0,0,0,0,0,0,0,0,10.7924369747899,0,0,0,13.8874007936508,77.4072115384615,0,0,0,0,0,0,15.4166666666667,0,0,7.6140350877193,0,0,0,0,12.5051912568306,0,0,0,0,8.10919540229885,0,6.62055335968379,0,0,0,8.91489361702128,0,0,0,0,0,0,0,0,0,-0.123684210526316,0,0,16.0265151515152,0,3.11647314949202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4166666666667,0,0,0,15.9340659340659,1.61818181818182,0,0,13.4340986394558
0,3.95243128964059,0,-4.94042232277526,22.8683333333333,0,0,14.7864406779661,0,0,0,0,0,0,59.3593350383632,0,12.73273657289,0,0,0,0,4.790625,14.4851551956815,0,0,2.35408653846154,0,0,0,0,0,0,0,0,-14.0579710144928,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,4.82352941176471,0,0,0,0,0,-0.666666666666667,0,31.1602564102564,0,0,0,14.2578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.4640522875817,0,9.95751633986928,0,0,28.7424242424242,0,0,0,0,-4.05882352941176,0,0,0,0,65.093567251462,0,0,0,4.18571428571429,0,0,0,0,0.714285714285714,0,-13.0357142857143,0,0,0,0,-73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8333333333333,0,0,0,0,5.75,0,0,0,0,0,0,0,-11.9545454545455,0,0,0,0,0,0,0,0,0,0
0,22.7541478129713,0,10.3056835637481,-6.77816091954023,0,0,1.51629778672032,0,0,0,0,0,0,12.73273657289,0,50.1960443037975,0,0,0,0,-5.63333333333333,7.1330612244898,0,0,-2.20098039215686,0,0,0,0,0,0,0,0,-20.6724137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7525710828796,0,-0.00735294117647059,0,0,0,0,0,-0.880952380952381,0,3.43956043956044,0,0,0,13.2215384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5849462365591,0,2.90625,0,0,-20.0681818181818,0,0,0,0,2.87179487179487,0,0,0,0,0,0,59.875,0,-3.52688172043011,0,0,0,0,5.46153846153846,0,7.46461538461538,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85714285714286,0,0,0,0,0,0,0,0,0,0,-1.38095238095238,0,0,0,0,0,0,0,0.644927536231884,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.34331797235023,0,0,4.6724043715847,0,0,0,0,0,0,0,0,58.7579365079365,0,0,0,0,0,0,0,0,22.8535353535354,0,0.654654654654655,0,0,0,0,0,0,5.82070707070707,1.35294117647059,11.5392156862745,0,-0.351260504201681,4.40058479532164,-5.07142857142857,6.56666666666667,0,0,20.0415584415584,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82758620689655,0,0,0,0,0,0,0,4.44586894586895,0,14.7083333333333,7.77777777777778,0,0,0,0,0,0,0,0,0,0,0
12.1845070422535,0,15.0967806841046,0,0,7.94449583718779,0,0,0,0,6.0039627039627,0,0,0,0,4.18571428571429,0,-3.52688172043011,0,50.5281377267679,0,0,0,0,-1.37987012987013,0,4.70538415003025,0,0,0,2.5,14.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81904761904762,0,0,0,0,0,5.5,0,0,0,0,39.530303030303,0,0,0,0,0,0,0,-3.27272727272727,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,30.5066666666667,15.4166666666667,0,0,0,0,0,0,61.44,0,0,37.9305555555556,0,0,0,0,4.2,0,0,0,0,8.21739130434783,0,9.83333333333333,0,0,0,3.23320158102767,0,0,0,0,0,0,0,0,0,-7.92857142857143,0,0,6.30769230769231,0,-10.487012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511111111111111,11,0,0,18.9883040935673
0,4.36489795918367,0,-4.60819672131148,14.9351851851852,0,0,6.85711150131695,0,0,0,0,0,0,4.790625,0,-5.63333333333333,0,0,0,0,69.8574846206425,7.39184397163121,0,0,3.77832167832168,0,0,0,0,0,0,0,0,19.6977011494253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197727272727273,0,8.19230769230769,0,0,0,0,0,-1.33928571428571,0,-2.95512820512821,0,0,0,0.443076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22.3955026455026,0,-5.05600539811066,3.05882352941176,0,0,22.8792102206736,0,0,0,0,0,0,14.4851551956815,0,7.1330612244898,0,0,0,0,7.39184397163121,45.1796078431373,0,0,12.5688259109312,0,0,0,0,0,0,0,0,-6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70625889046942,0,-3.85,0,0,0,0,0,2,0,32.375,0,0,0,12.3918128654971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11.0584795321637,0,0,0,22.0740740740741,7.6140350877193,0,0,0,0,0,0,37.9305555555556,0,0,24.8325123152709,0,0,0,0,12.3076923076923,0,0,0,0,-4.01449275362319,0,65,0,0,0,3.25714285714286,0,0,0,0,0,0,0,0,0,4.21212121212121,0,0,4.86666666666667,0,-3.43571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,-2.6,0,0,3.94166666666667
1.87627118644068,0,10.343658679135,0,0,1.57575757575758,0,0,0,0,0.520989974937343,0,0,0,0,0.714285714285714,0,5.46153846153846,0,-1.37987012987013,0,0,0,0,33.8786356425172,0,3.97641073080481,0,0,0,-10.25,17.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.37179487179487,0,0,0,0,0,3.6,0,0,0,0,-1.42857142857143,0,0,0,0,0,0,0,4.04125177809388,0,0,0,0,0,0,0,0,0,0
0,-8.99557032115172,0,-1.27902757619739,-6.65,0,0,13.0454785827604,0,0,0,0,0,0,2.35408653846154,0,-2.20098039215686,0,0,0,0,3.77832167832168,12.5688259109312,0,0,72.7983802216539,0,0,0,0,0,0,0,0,32.5138339920949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971836734693878,0,1.57083333333333,0,0,0,0,0,4.66666666666667,0,17.4395604395604,0,0,0,24.6753246753247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
