"Charlie Blackmon_COL","Carlos Gomez_TEX","Nolan Arenado_COL","Mike Napoli_TEX","Adrian Beltre_TEX","Ian Desmond_COL","Jose Abreu_CWS","Shin-Soo Choo_TEX","Mike Trout_LAA","Melky Cabrera_CWS","Mark Reynolds_COL","David Dahl_COL","Andrelton Simmons_LAA","Cameron Maybin_LAA","Nomar Mazara_TEX","Raimel Tapia_COL","Rougned Odor_TEX","Gerardo Parra_COL","Todd Frazier_CWS","DJ LeMahieu_COL","Eric Young_LAA","Elvis Andrus_TEX","Delino DeShields_TEX","CJ Cron_LAA","Trevor Story_COL","Joey Gallo_TEX","Carlos Gonzalez_COL","Avisail Garcia_CWS","Kole Calhoun_LAA","Yolmer Sanchez_CWS","Stephen Cardullo_COL","Pat Valaika_COL","Yoan Moncada_CWS","Albert Pujols_LAA","Robinson Chirinos_TEX","Jefry Marte_LAA","Matt Davidson_CWS","Willy Garcia_CWS","Adam Engel_CWS","Yunel Escobar_LAA","Leury Garcia_CWS","Tyler Saladino_CWS","Alen Hanson_CWS","Jacob May_CWS","Nick Franklin_LAA","Jordan Patterson_COL","Tim Anderson_CWS","Mike Tauchman_COL","Jonathan Lucroy_TEX","Ben Revere_LAA","Jurickson Profar_TEX","Charlie Tilson_CWS","Luis Valbuena_LAA","Dustin Garneau_COL","Martin Maldonado_LAA","Shane Robinson_LAA","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Ryan Hanigan_COL","Omar Narvaez_CWS","Kaleb Cowart_LAA","Ryan Rua_TEX","Andy Ibanez_TEX","Alexi Amarista_COL","Cristhian Adames_COL","Tom Murphy_COL","David Fletcher_LAA","Kevan Smith_CWS","Hanser Alberto_TEX","Geovany Soto_CWS","Cody Asche_CWS","Tony Wolters_COL","Drew Stubbs_TEX","Nolan Fontana_LAA","Ronald Guzman_TEX","Grant Green_CWS","Zack Collins_CWS","Cliff Pennington_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Drew Robinson_TEX","Danny Espinosa_LAA"
72.4170829170829,0,15.3183783783784,0,0,8.50724637681159,0,0,0,0,15.3556935817805,0,0,0,0,0,0,0,0,12.1845070422535,0,0,0,0,1.87627118644068,0,6.53497267759563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4560592044403,0,0,0,0,0,0,0,0,0,0
0,84.0297532656023,0,3.73171768707483,0,0,0,10.551690821256,0,0,0,0,0,0,3.95243128964059,0,22.7541478129713,0,0,0,0,4.36489795918367,22.3955026455026,0,0,-8.99557032115172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.3183783783784,0,73.2902097902098,0,0,20.7548566142461,0,0,0,0,9.06749482401656,0,0,0,0,0,0,0,0,15.0967806841046,0,0,0,0,10.343658679135,0,1.46101694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47632850241546,0,0,0,0,0,0,0,0,0,0
0,3.73171768707483,0,53.0753968253968,0,0,0,-12.9296296296296,0,0,0,0,0,0,-4.94042232277526,0,10.3056835637481,0,0,0,0,-4.60819672131148,-5.05600539811066,0,0,-1.27902757619739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.50724637681159,0,20.7548566142461,0,0,53.4489795918367,0,0,0,0,3.85191637630662,0,0,0,0,0,0,0,0,7.94449583718779,0,0,0,0,1.57575757575758,0,4.60336134453781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80153846153846,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,56.5452815829528,0,0,21.3388746803069,0,0,0,0,0,0,0,0,1.34331797235023,0,0,0,0,0,0,0,0,10.5868055555556,0,7.65789473684211,0,0,0,0,0,0,18.4589985486212,0,0,0,-10.2682926829268,0,0,0,0,0,4.45161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.551690821256,0,-12.9296296296296,0,0,0,56.9287949921753,0,0,0,0,0,0,14.7864406779661,0,1.51629778672032,0,0,0,0,6.85711150131695,22.8792102206736,0,0,13.0454785827604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,50.5264270613108,0,0,0,11.0741971207087,10.7924369747899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496153846153846,0,0,0,0,9.81906906906907,0,0,0,0,0,2.6551724137931,0,0,0,0,0,0,0,0,0,0,0,0,6.43406593406593,0,-5.80714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9019607843137
0,0,0,0,0,0,21.3388746803069,0,0,43.7316770186335,0,0,0,0,0,0,0,0,4.6724043715847,0,0,0,0,0,0,0,0,4.20409836065574,0,5.85222672064777,0,0,0,0,0,0,14.9047058823529,0,0,0,-7.01012145748988,0,0,0,0,0,1.85457429931253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.3556935817805,0,9.06749482401656,0,0,3.85191637630662,0,0,0,0,70.4866818873668,0,0,0,0,0,0,0,0,6.0039627039627,0,0,0,0,0.520989974937343,0,12.6740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9390919158361,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11.0741971207087,0,0,0,40.1489861886571,13.8874007936508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80185004868549,0,0,0,0,4.89916286149163,0,0,0,0,0,-3.39106292966684,0,0,0,0,0,0,0,0,0,0,0,0,9.56951219512195,0,12.7230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20689655172414
0,0,0,0,0,0,0,0,10.7924369747899,0,0,0,13.8874007936508,77.4072115384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5051912568306,0,0,0,0,8.10919540229885,0,0,0,0,0,8.91489361702128,0,0,0,0,0,0,0,0,0,0,0,0,16.0265151515152,0,3.11647314949202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4340986394558
0,3.95243128964059,0,-4.94042232277526,0,0,0,14.7864406779661,0,0,0,0,0,0,59.3593350383632,0,12.73273657289,0,0,0,0,4.790625,14.4851551956815,0,0,2.35408653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22.7541478129713,0,10.3056835637481,0,0,0,1.51629778672032,0,0,0,0,0,0,12.73273657289,0,50.1960443037975,0,0,0,0,-5.63333333333333,7.1330612244898,0,0,-2.20098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7525710828796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
