"Place_lo","Place_hi","Payout"
"1","1","30000"
"2","2","15000"
"3","3","10000"
"4","4","7500"
"5","5","6000"
"6","6","5000"
"7","7","4000"
"8","8","3000"
"9","10","2000"
"11","14","1000"
"15","29","900"
"30","49","800"
"50","79","700"
"80","139","600"
