"Cody Bellinger_LAD","Corey Seager_LAD","Charlie Blackmon_COL","Nolan Arenado_COL","Justin Turner_LAD","Mike Trout_LAA","Joc Pederson_LAD","Cameron Maybin_LAA","Chris Taylor_LAD","Yasmani Grandal_LAD","Ian Desmond_COL","Adrian Gonzalez_LAD","Buster Posey_SF","Eric Young_LAA","Kike Hernandez_LAD","Andrelton Simmons_LAA","Joe Panik_SF","Yasiel Puig_LAD","Mark Reynolds_COL","David Dahl_COL","Albert Pujols_LAA","Yunel Escobar_LAA","Austin Barnes_LAD","Denard Span_SF","Eduardo Nunez_SF","Brandon Belt_SF","Martin Maldonado_LAA","Luis Valbuena_LAA","Kole Calhoun_LAA","Peter O'Brien_LAD","Carlos Gonzalez_COL","Trevor Story_COL","Logan Forsythe_LAD","DJ LeMahieu_COL","Chase Utley_LAD","Franklin Gutierrez_LAD","Jefry Marte_LAA","CJ Cron_LAA","Trayce Thompson_LAD","Hunter Pence_SF","Gerardo Parra_COL","Danny Espinosa_LAA","Andrew Toles_LAD","Willie Calhoun_LAD","Christian Arroyo_SF","Rob Segedin_LAD","Alex Verdugo_LAD","Nick Hundley_SF","Brandon Crawford_SF","Pat Valaika_COL","Andre Ethier_LAD","Cliff Pennington_LAA","Gorkys Hernandez_SF","Stephen Cardullo_COL","Raimel Tapia_COL","Kelby Tomlinson_SF","Austin Slater_SF","Scott Van Slyke_LAD","Ben Revere_LAA","David Fletcher_LAA","Dustin Garneau_COL","Tom Murphy_COL","Orlando Calixte_SF","Shane Robinson_LAA","Aaron Hill_SF","Jarrett Parker_SF","Jordan Patterson_COL","Carlos Perez_LAA","Nolan Fontana_LAA","Conor Gillaspie_SF","Alexi Amarista_COL","Tony Wolters_COL","Mac Williamson_SF","Justin Ruggiano_SF","Mike Freeman_LAD","Michael Morse_SF","Ryan Hanigan_COL","Cristhian Adames_COL","Juan Graterol_LAA","Tim Federowicz_SF","Brett Eibner_LAD","Chris Marrero_SF","Ryder Jones_SF"
0,0,42,43,0,0,0,0,0,0,45,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,35,29,0,44,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,24,0,0,0,0,8,0,0,0,0,0,0
25,38,0,0,21,0,13,0,19,36,0,40,0,0,0,0,0,36,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,28,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,50,0,0,0,0,0,0,35,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,26,0,0,12,45,0,0,0,28,0,0,7,13,0,0,0,0,0,5,0,11,4,0,0,0,4,0,0,8,12,0,5,0,0,0,0,0,6,0
0,0,0,0,0,0,0,11,0,0,0,0,0,20,0,20,0,0,0,0,19,17,0,0,0,0,17,12,20,0,0,0,0,0,0,0,2,8,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,43,0,56,0,0,0,0,0,20,0,74,0,0,0,0,65,53,0,0,0,0,59,35,70,0,0,0,0,0,0,0,26,27,0,0,0,54,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,64,0,0,0,0,0,0,40,51,57,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,25,0,0,22,48,0,0,0,27,0,0,5,11,0,0,0,0,0,5,0,6,7,0,0,0,9,0,0,9,10,0,7,0,0,0,0,0,7,0
42,56,0,0,41,0,31,0,37,49,0,36,0,0,0,0,0,62,0,0,0,0,13,0,0,0,0,0,0,0,0,0,29,0,38,8,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,60,61,0,0,0,0,0,0,38,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,51,48,0,60,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,13,0,0,0,5,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,36,0,0,0,0,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,37,0,49,0,0,0,0,0,19,0,65,0,0,0,0,66,51,0,0,0,0,55,28,62,0,0,0,0,0,0,0,20,23,0,0,0,49,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0
0,0,0,0,0,29,0,39,0,0,0,0,0,17,0,53,0,0,0,0,51,54,0,0,0,0,43,18,52,0,0,0,0,0,0,0,18,20,0,0,0,41,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
13,15,0,0,14,0,6,0,15,2,0,5,0,0,0,0,0,13,0,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,40,0,0,0,0,0,0,47,36,46,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12,0,0,14,46,0,0,0,7,0,0,3,13,0,0,0,0,0,5,0,8,6,0,0,0,4,0,0,9,8,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,51,0,0,0,0,0,0,36,61,55,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,26,0,0,18,44,0,0,0,27,0,0,3,7,0,0,0,0,0,5,0,10,6,0,0,0,6,0,0,8,10,0,5,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,57,0,0,0,0,0,0,46,55,67,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,26,0,0,19,53,0,0,0,25,0,0,5,13,0,0,0,0,0,5,0,12,6,0,0,0,8,0,0,9,11,0,5,0,0,0,0,0,9,0
0,0,0,0,0,36,0,46,0,0,0,0,0,17,0,59,0,0,0,0,55,43,0,0,0,0,59,27,55,0,0,0,0,0,0,0,21,20,0,0,0,42,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14,0,28,0,0,0,0,0,12,0,35,0,0,0,0,28,18,0,0,0,0,27,35,33,0,0,0,0,0,0,0,5,6,0,0,0,19,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0
0,0,0,0,0,40,0,52,0,0,0,0,0,20,0,70,0,0,0,0,62,52,0,0,0,0,55,33,71,0,0,0,0,0,0,0,24,26,0,0,0,52,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,57,57,0,0,0,0,0,0,35,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,59,44,0,56,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,11,0,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,36,0,0,0,0,8,0,0,0,0,0,0
0,0,51,51,0,0,0,0,0,0,29,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,44,53,0,50,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,4,0,0,0,0,0,0
23,31,0,0,19,0,15,0,20,26,0,20,0,0,0,0,0,29,0,0,0,0,11,0,0,0,0,0,0,0,0,0,35,0,16,8,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,65,66,0,0,0,0,0,0,44,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,56,50,0,68,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,12,0,0,0,5,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,40,0,0,0,0,7,0,0,0,0,0,0
36,40,0,0,22,0,22,0,27,40,0,28,0,0,0,0,0,38,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,42,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,0,0,9,0,2,0,9,2,0,3,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,22,0,21,0,0,0,0,0,2,0,26,0,0,0,0,20,18,0,0,0,0,21,5,24,0,0,0,0,0,0,0,26,5,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,19,0,18,0,0,0,0,0,8,0,27,0,0,0,0,23,20,0,0,0,0,20,6,26,0,0,0,0,0,0,0,5,28,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,40,0,0,0,0,0,0,25,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,13,0,0,18,32,0,0,0,21,0,0,7,13,0,0,0,0,0,2,0,11,7,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,8,0
0,0,30,32,0,0,0,0,0,0,12,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,25,0,30,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34,0,43,0,0,0,0,0,15,0,54,0,0,0,0,49,41,0,0,0,0,42,19,52,0,0,0,0,0,0,0,22,24,0,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
9,17,0,0,16,0,11,0,4,18,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,25,0,0,0,0,0,0,12,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,29,0,0,7,14,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,11,0,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,22,0,0,0,0,0,0,14,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,7,0,0,25,18,0,0,0,11,0,0,5,6,0,0,0,0,0,0,0,6,2,0,0,0,4,0,0,2,3,0,2,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,48,0,0,0,0,0,0,46,44,53,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,14,0,0,18,56,0,0,0,15,0,0,4,14,0,0,0,0,0,5,0,10,6,0,0,0,3,0,0,9,10,0,0,0,0,0,0,0,8,0
0,0,12,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,5,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,0,12,0,0,0,0,0,7,0,21,0,0,0,0,20,14,0,0,0,0,17,16,21,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,27,0,0,0,0,0,0,7,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15,0,0,11,15,0,0,0,31,0,0,5,6,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,6,0,4,0,0,0,0,0,4,0
0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,5,4,0,0,0,5,0,0,8,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,13,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,14,0,0,0,6,0,0,5,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,5,0,2,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,16,0,16,0,0,0,0,0,6,0,31,0,0,0,0,27,24,0,0,0,0,20,18,29,0,0,0,0,0,0,0,7,12,0,0,0,19,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,13,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,8,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,10,0,0,0,7,0,0,3,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,12,13,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,4,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0
0,0,40,40,0,0,0,0,0,0,24,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,31,0,40,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,0,0,0,0,0,0,0,0,0,0,0
