"Mike Trout_LAA","Paul Goldschmidt_Ari","Wil Myers_SD","AJ Pollock_Ari","Corey Seager_LAD","David Peralta_Ari","Albert Pujols_LAA","Ryan Schimpf_SD","Jake Lamb_Ari","Yangervis Solarte_SD","Yasmany Tomas_Ari","Manuel Margot_SD","Khris Davis_Oak","Kole Calhoun_LAA","Alex Dickerson_SD","Hunter Renfroe_SD","Hunter Pence_SF","Cameron Maybin_LAA","Cory Spangenberg_SD","Buster Posey_SF","CJ Cron_LAA","Rajai Davis_Oak","Brandon Drury_Ari","Chris Owings_Ari","Brandon Belt_SF","Eduardo Nunez_SF","Luis Valbuena_LAA","Travis Jankowski_SD","Adrian Gonzalez_LAD","Logan Forsythe_LAD","Denard Span_SF","Joc Pederson_LAD","Yasiel Puig_LAD","Jefry Marte_LAA","Trevor Plouffe_Oak","Jeremy Hazelbaker_Ari","Joe Panik_SF","Justin Turner_LAD","Ryon Healy_Oak","Marcus Semien_Oak","Chris Herrmann_Ari","Brandon Crawford_SF","Yunel Escobar_LAA","Ben Revere_LAA","Christian Bethancourt_SD","Austin Hedges_SD","Socrates Brito_Ari","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Stephen Vogt_Oak","Andrelton Simmons_LAA","Danny Espinosa_LAA","Erick Aybar_SD","Nick Hundley_SF","Cody Bellinger_LAD","Chris Taylor_LAD","Christian Arroyo_SF","Jarrett Parker_SF","Josh Phegley_Oak","Mark Canha_Oak","Luis Sardinas_SD","Allen Cordoba_SD","Trayce Thompson_LAD","Mac Williamson_SF","Yonder Alonso_Oak","Jed Lowrie_Oak","Chris Iannetta_Ari","Jabari Blash_SD","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Jake Smolinski_Oak","Hector Sanchez_SD","Daniel Descalso_Ari","Rob Segedin_LAD","Andre Ethier_LAD","Bruce Maxwell_Oak","Nick Ahmed_Ari","Scott Van Slyke_LAD","Kike Hernandez_LAD","Gorkys Hernandez_SF","Martin Maldonado_LAA","Juan Graterol_LAA","Matt Joyce_Oak","Conor Gillaspie_SF","Carlos Perez_LAA","Adam Rosales_Oak","Jeff Mathis_Ari","Luis Torrens_SD","Drew Stubbs_SF","Chad Pinder_Oak","Cliff Pennington_LAA","Jaff Decker_Oak","Matt Olson_Oak","Tim Federowicz_SF","Aaron Hill_SF","Chris Marrero_SF","Brett Eibner_LAD"
23.5457516339869,0,0,0,0,0,14.7205882352941,0,0,0,0,0,0,1.36029411764706,0,0,0,-1.03846153846154,0,0,-0.644444444444444,0,0,0,0,0,0,0,0,0,0,0,0,5.86666666666667,0,0,0,0,0,0,0,0,5.20220588235294,12,0,0,0,0,0,0,0,-2.52205882352941,10.1654411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43809523809524,0,0,0,0,0,0,0,0,0,-16.5,0,0,0,0,0,0
0,63.7894736842105,0,37.9044117647059,0,18.6708333333333,0,0,18.156862745098,0,9.72916666666667,0,0,0,0,0,0,0,0,0,0,0,26.8345588235294,21.2833333333333,0,0,0,0,0,0,0,0,0,0,0,-4.33333333333333,0,0,0,0,39.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.8928571428571,0,0,0,0,0,0,38.5476190476191,0,0,0,6,0,0,0,0,0,0,0,0,0,-0.888888888888889,0,0,0,0,0,0,0,0,0,0
0,0,68.7309941520468,0,0,0,0,-5.52083333333333,0,8.30994152046784,0,1.58169934640523,0,0,0,11.9122807017544,0,0,0,0,0,0,0,0,0,0,0,-12.1590909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7875,0,0,0,0,0,0,0,-4.025,0,0,0,0,0,0,0,10.5,-9.7,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
0,37.9044117647059,0,70.5,0,9.53846153846154,0,0,-4.92916666666667,0,-3.62916666666667,0,0,0,0,0,0,0,0,0,0,0,18.9952380952381,22.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.1428571428571,0,0,0,0,0,0,49.5,0,0,0,16.3,0,0,0,0,0,0,0,0,0,17.7888888888889,0,0,0,0,0,0,0,0,0,0
0,0,0,0,60.3676470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82857142857143,22.5555555555556,0,42.8,19.3235294117647,0,0,0,0,23.9571428571429,0,0,0,0,0,0,0,0,0,40.3285714285714,-8.4,-3.5,0,0,0,0,0,0,-31.5,0,0,0,0,0,0,0,0,0,0,0,0,77,0,5.125,0,0,0,0,0,0,0,13.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.6708333333333,0,9.53846153846154,0,101.117647058824,0,0,20.8529411764706,0,41.7179487179487,0,0,0,0,0,0,0,0,0,0,0,25.3956043956044,29.8653846153846,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,79.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.8,0,0,0,0,0,0,-4.25,0,0,0,-22.6666666666667,0,0,0,0,0,0,0,0,0,-19.4222222222222,0,0,0,0,0,0,0,0,0,0
14.7205882352941,0,0,0,0,0,35.3455882352941,0,0,0,0,0,0,-8.27916666666667,0,0,0,-8.69230769230769,0,0,-10.3472222222222,0,0,0,0,0,0,0,0,0,0,0,0,2.31944444444444,0,0,0,0,0,0,0,0,19.2833333333333,-14.5,0,0,0,0,0,0,0,3.81666666666667,1.26666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56593406593407,0,0,0,0,0,0,0,0,0,-19.5,0,0,0,0,0,0
0,0,-5.52083333333333,0,0,0,0,51.2625,0,2.69166666666667,0,-3.21428571428571,0,0,0,-8.87916666666667,0,0,0,0,0,0,0,0,0,0,0,-2.02272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.1373626373626,0,0,0,0,0,0,0,-7.34065934065934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.156862745098,0,-4.92916666666667,0,20.8529411764706,0,0,49.3391812865497,0,4.41904761904762,0,0,0,0,0,0,0,0,0,0,0,4.01666666666667,-24.7142857142857,0,0,0,0,0,0,0,0,0,0,0,4.33333333333333,0,0,0,0,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3809523809524,0,0,0,0,0,0,-2.5,0,0,0,-10.7,0,0,0,0,0,0,0,0,0,-21.4222222222222,0,0,0,0,0,0,0,0,0,0
0,0,8.30994152046784,0,0,0,0,2.69166666666667,0,30.6549707602339,0,11.1111111111111,0,0,0,-5.76608187134503,0,0,0,0,0,0,0,0,0,0,0,-2.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59583333333333,0,0,0,0,0,0,0,12.1,0,0,0,0,0,0,0,-6.66666666666667,-3.75,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0
