"Mike Trout_LAA","Cameron Maybin_LAA","Corey Dickerson_TB","Adrian Beltre_TEX","Freddie Freeman_ATL","Nomar Mazara_TEX","Ender Inciarte_ATL","Albert Pujols_LAA","Elvis Andrus_TEX","Logan Morrison_TB","Brandon Phillips_ATL","Mike Napoli_TEX","Steven Souza_TB","Joey Gallo_TEX","Matt Kemp_ATL","Shin-Soo Choo_TEX","Colby Rasmus_TB","Brad Miller_TB","Evan Longoria_TB","Rougned Odor_TEX","Matt Duffy_TB","Andrelton Simmons_LAA","Carlos Gomez_TEX","Wilson Ramos_TB","Jonathan Lucroy_TEX","Delino DeShields_TEX","CJ Cron_LAA","Robinson Chirinos_TEX","Kevin Kiermaier_TB","Nick Markakis_ATL","Matt Adams_ATL","Ryan Rua_TEX","Tyler Flowers_ATL","Jefry Marte_LAA","Adonis Garcia_ATL","Ben Revere_LAA","Peter O'Brien_TEX","Luis Valbuena_LAA","Yunel Escobar_LAA","Kole Calhoun_LAA","Jurickson Profar_TEX","Jake Bauers_TB","Dansby Swanson_ATL","Kurt Suzuki_ATL","Danny Espinosa_LAA","Danny Santana_ATL","Rickie Weeks_TB","Mallex Smith_TB","Jace Peterson_ATL","Micah Johnson_ATL","Peter Bourjos_TB","Pete Kozma_TEX","Jesus Sucre_TB","Tim Beckham_TB","Brett Nicholas_TEX","Jared Hoying_TEX","Rio Ruiz_ATL","Derek Norris_TB","Curt Casali_TB","Daniel Robertson_TB","Hanser Alberto_TEX","Nolan Fontana_LAA","Michael Martinez_TB","Drew Stubbs_TEX","Juan Graterol_LAA","Shane Peterson_TB","Carlos Perez_LAA","Martin Maldonado_LAA","Cliff Pennington_LAA","Anthony Recker_ATL","Drew Robinson_TEX","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
0,0,0,0,29,0,38,0,0,0,38,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,24,0,25,0,0,0,0,0,0,0,36,13,0,3,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,37,0,0,42,0,0,43,0,41,0,36,0,0,0,43,0,0,33,0,35,28,0,10,0,0,0,17,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36,0,0,0,0,0,0,34,0,0,43,0,0,0,11,27,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,12,0,13,39,0,0,0,30,0,25,0,0,2,0,0,8,0,0,0,0,0,0,0,0
0,0,0,0,0,42,0,0,45,0,0,41,0,46,0,39,0,0,0,46,0,0,34,0,33,29,0,15,0,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,36,0,0,0,28,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,0,21,0,21,0,0,0,0,0,0,0,34,15,0,4,0,0,17,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,35,0,0,40,0,0,36,0,39,0,41,0,0,0,41,0,0,31,0,29,24,0,13,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,0,0,0,0,0,0,16,0,0,11,0,0,0,16,7,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,14,0,0,0,10,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0,0,0,0,0,27,0,0,27,0,0,0,7,32,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,5,0,9,28,0,0,0,23,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0
0,0,41,0,0,0,0,0,0,40,0,0,41,0,0,0,16,30,48,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,12,0,14,43,0,0,0,34,0,27,0,0,3,0,0,9,0,0,0,0,0,0,0,0
0,0,0,0,0,42,0,0,47,0,0,43,0,46,0,41,0,0,0,48,0,0,36,0,35,31,0,15,0,0,0,22,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,18,0,0,0,0,0,0,24,0,20,0,18,33,44,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,2,39,10,0,0,0,0,0
0,0,0,0,0,32,0,0,35,0,0,33,0,34,0,31,0,0,0,36,0,0,36,0,25,20,0,11,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,30,0,0,35,0,0,35,0,33,0,29,0,0,0,35,0,0,25,0,35,23,0,2,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,25,0,0,30,0,0,28,0,29,0,24,0,0,0,31,0,0,20,0,23,31,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,5,0,8,0,4,12,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,14,3,0,0,0,0,0
0,0,0,0,0,13,0,0,14,0,0,10,0,15,0,13,0,0,0,15,0,0,11,0,2,10,0,15,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,41,0,0,0,0,0,0,40,0,0,41,0,0,0,16,30,47,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,12,0,13,43,0,0,0,35,0,28,0,0,3,0,0,8,0,0,0,0,0,0,0,0
0,0,0,0,35,0,46,0,0,0,38,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,26,0,31,0,0,0,0,0,0,0,44,19,0,4,0,0,25,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,7,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,17,0,0,22,0,0,17,0,20,0,16,0,0,0,22,0,0,15,0,14,15,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,0,26,0,0,0,24,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,26,0,18,0,0,0,0,0,0,0,25,0,0,3,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,21,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,24,0,7,0,5,17,22,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,2,0,0,0,0,0
0,0,0,0,31,0,31,0,0,0,25,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,31,0,0,0,0,0,0,0,30,12,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,0,0,0,0,0,7,0,21,0,10,15,18,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,14,8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,5,0,10,0,18,6,16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,14,7,0,0,0,0,0
29,27,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,12,0,0,0,0,0,0,17,0,15,0,6,34,32,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,27,7,0,0,0,0,0
40,36,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,17,0,0,0,0,0,0,22,0,18,0,16,32,45,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,3,35,10,0,0,0,0,0
0,0,0,0,0,12,0,0,11,0,0,11,0,12,0,12,0,0,0,12,0,0,12,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,44,0,0,0,36,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0,25,0,30,0,0,0,0,0,0,0,44,18,0,4,0,0,23,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,14,0,19,0,0,0,13,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,12,0,0,0,0,0,0,0,18,19,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,17,0,0,0,0,0,0,20,0,14,0,9,28,34,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,29,2,0,0,0,0,0
0,0,0,0,3,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,0,0,0,0,0,0,12,0,0,16,0,0,0,3,12,20,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,13,0,6,20,0,0,0,15,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,5,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,0,25,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,12,0,15,0,0,0,0,0,0,0,23,12,0,0,0,0,25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,5,0,0,12,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,2,13,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,3,0,0,2,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,0,0,0,0,0,11,0,0,13,0,0,0,6,9,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,2,0,14,10,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,38,0,0,0,0,0,0,36,0,0,39,0,0,0,14,28,43,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,13,0,10,45,0,0,0,35,0,24,0,0,2,0,0,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,7,0,0,5,0,7,0,7,0,0,0,7,0,0,0,0,5,6,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,5,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30,0,0,0,0,0,0,30,0,0,30,0,0,0,10,23,34,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,11,0,0,35,0,0,0,36,0,19,0,0,0,0,0,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,0,0,0,0,0,0,20,0,0,25,0,0,0,11,11,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,12,0,10,24,0,0,0,19,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,4,4,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0
0,0,9,0,0,0,0,0,0,9,0,0,8,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
36,33,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,14,0,0,0,0,0,0,19,0,14,0,14,27,35,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,39,8,0,0,0,0,0
9,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,2,0,8,0,7,7,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
