"Mike Trout_LAA","Cameron Maybin_LAA","Corey Dickerson_TB","Adrian Beltre_TEX","Freddie Freeman_ATL","Nomar Mazara_TEX","Ender Inciarte_ATL","Albert Pujols_LAA","Elvis Andrus_TEX","Logan Morrison_TB","Brandon Phillips_ATL","Mike Napoli_TEX","Steven Souza_TB","Joey Gallo_TEX","Matt Kemp_ATL","Shin-Soo Choo_TEX","Colby Rasmus_TB","Brad Miller_TB","Evan Longoria_TB","Rougned Odor_TEX","Matt Duffy_TB","Andrelton Simmons_LAA","Carlos Gomez_TEX","Wilson Ramos_TB","Jonathan Lucroy_TEX","Delino DeShields_TEX","CJ Cron_LAA","Robinson Chirinos_TEX","Kevin Kiermaier_TB","Nick Markakis_ATL","Matt Adams_ATL","Ryan Rua_TEX","Tyler Flowers_ATL","Jefry Marte_LAA","Adonis Garcia_ATL","Ben Revere_LAA","Peter O'Brien_TEX","Luis Valbuena_LAA","Yunel Escobar_LAA","Kole Calhoun_LAA","Jurickson Profar_TEX","Jake Bauers_TB","Dansby Swanson_ATL","Kurt Suzuki_ATL","Danny Espinosa_LAA","Danny Santana_ATL","Rickie Weeks_TB","Mallex Smith_TB","Jace Peterson_ATL","Micah Johnson_ATL","Peter Bourjos_TB","Pete Kozma_TEX","Jesus Sucre_TB","Tim Beckham_TB","Brett Nicholas_TEX","Jared Hoying_TEX","Rio Ruiz_ATL","Derek Norris_TB","Curt Casali_TB","Daniel Robertson_TB","Hanser Alberto_TEX","Nolan Fontana_LAA","Michael Martinez_TB","Drew Stubbs_TEX","Juan Graterol_LAA","Shane Peterson_TB","Carlos Perez_LAA","Martin Maldonado_LAA","Cliff Pennington_LAA","Anthony Recker_ATL","Drew Robinson_TEX","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
50.5264270613108,10.7924369747899,0,0,0,0,0,9.81906906906907,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0741971207087,0,0,0,0,11.0584795321637,0,0,0,0,0,0,13.3116883116883,0,21.9125,0,6.43406593406593,2.6551724137931,0.496153846153846,0,0,0,0,18.9019607843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,16.55,0,0,-5.80714285714286,12.875,0,0,0,0,0
10.7924369747899,56.2762820512821,0,0,0,0,0,-5.32954545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1641025641026,0,0,0,0,2.19230769230769,0,0,0,0,0,0,4.15714285714286,0,4.15909090909091,0,-8.38333333333333,-5.45299145299145,1.23571428571429,0,0,0,0,11.8440860215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,1.33333333333333,0,0,-2.47159090909091,4.54761904761905,0,0,0,0,0
0,0,67.4872646733112,0,0,0,0,0,0,4.30105105105105,0,0,6.13333333333333,0,0,0,26.7333333333333,-6.84259259259259,16.7548780487805,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2692307692308,6.5,0,0,-0.466666666666667,0,32.6217948717949,-2.91322901849218,0,0,0,12.9689655172414,0,8.13438735177866,0,0,2,0,0,6.5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.139495798319,0,6.03949579831933,0,0,0,-11.0135467980296,0,0,0,10.4366666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.10168067226891,0,0,4.62105263157895,0,6.87956989247312,0,0,0,0,0,0,0,24.1016042780749,-4.91208791208791,0,0,0,0,-0.792397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0
0,0,0,0,0,58.0261324041812,0,0,10.6030487804878,0,0,-4.85810810810811,0,-7.69512195121951,0,19.7436974789916,0,0,0,10.6114982578397,0,0,22.7862903225806,0,14.7011494252874,2.805,0,-4.87179487179487,0,0,0,18.9485294117647,0,0,0,0,0,0,0,0,14.9545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.03949579831933,0,54.2067632850242,0,0,0,3.99431009957326,0,0,0,11.052380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40386473429952,47.6904761904762,0,6.39384615384615,0,0.289247311827957,0,0,0,0,0,0,0,1.45454545454545,26.4152046783626,0,1.66666666666667,0,0,-4.50166666666667,0,0,0,0,0,0,0,-8.52777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
9.81906906906907,-5.32954545454545,0,0,0,0,0,35.609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63461538461538,0,0,0,0,-2.75238095238095,0,0,0,0,0,0,-2.30718954248366,0,5.79411764705882,0,-10.5909090909091,13.2822580645161,-6.5975975975976,0,0,0,0,0.513978494623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,5.77058823529412,-13.1666666666667,0,0,0,0,0
0,0,0,0,0,10.6030487804878,0,0,51.6614246068455,0,0,-8.65853658536585,0,-2.16515151515152,0,-8.08910256410256,0,0,0,2.95790934320074,0,0,2.52941176470588,0,11.5596638655462,13.4425287356322,0,17.5164835164835,0,0,0,2.96320346320346,0,0,0,0,0,0,0,0,5.59090909090909,0,0,0,0,0,0,0,0,0,0,-8.66666666666667,0,0,0,0.976190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.30105105105105,0,0,0,0,0,0,55.8951219512195,0,0,4.14438502673797,0,0,0,4.125,22.1908831908832,14.7192307692308,0,0,0,0,0,0,0,0,0,8.9551282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2954545454545,-29.1666666666667,0,0,-5.25,0,5.31818181818182,-9.45714285714286,0,0,0,1.94942528735632,0,-5.50263157894737,0,0,4.5,0,0,-8.66666666666667,0,0,0,0,0,0,0,0
0,0,0,0,-11.0135467980296,0,3.99431009957326,0,0,0,50.8165007112376,0,0,0,-7.81481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19203413940256,54.8666666666667,0,6.39673913043478,0,-3.66666666666667,0,0,0,0,0,0,0,9.3015873015873,18.7371794871795,0,-10,0,0,-0.281045751633987,0,0,0,0,0,0,0,15.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
0,0,0,0,0,-4.85810810810811,0,0,-8.65853658536585,0,0,61.1207087486157,0,-2.22317073170732,0,-18.1174603174603,0,0,0,8.89258028792912,0,0,-4.64393939393939,0,4.0546218487395,-10.6097883597884,0,-40.1111111111111,0,0,0,-8.13602941176471,0,0,0,0,0,0,0,0,-4.18181818181818,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,-3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.13333333333333,0,0,0,0,0,0,4.14438502673797,0,0,53.9944629014396,0,0,0,10.3090909090909,22.457264957265,10.0225609756098,0,0,0,0,0,0,0,0,0,13.2536585365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1625,-1.33333333333333,0,0,2.61363636363636,0,29.2884615384615,-5.07894736842105,0,0,0,-7.78965517241379,0,-4.255,0,0,5.5,0,0,5.10714285714286,0,0,0,0,0,0,0,0
0,0,0,0,0,-7.69512195121951,0,0,-2.16515151515152,0,0,-2.22317073170732,0,71.5425120772947,0,-1.26113360323887,0,0,0,3.14927536231884,0,0,-1.65775401069519,0,6.55681818181818,9.21428571428571,0,62.3142857142857,0,0,0,25.7736842105263,0,0,0,0,0,0,0,0,2.26515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.4366666666667,0,11.052380952381,0,0,0,-7.81481481481481,0,0,0,91.6857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4714285714286,-10.6904761904762,0,18.0571428571429,0,4.33571428571429,0,0,0,0,0,0,0,28.7076648841355,1.55714285714286,0,-14.1666666666667,0,0,-7.70955882352941,0,0,0,0,0,0,0,14.0277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19.7436974789916,0,0,-8.08910256410256,0,0,-18.1174603174603,0,-1.26113360323887,0,59.0621951219512,0,0,0,6.97317073170732,0,0,12.3279569892473,0,3.98029556650246,26.7554347826087,0,8.34615384615385,0,0,0,44.5833333333333,0,0,0,0,0,0,0,0,12.3030303030303,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5.30952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26.7333333333333,0,0,0,0,0,0,4.125,0,0,10.3090909090909,0,0,0,81.7291666666667,8.42857142857143,-16.3416666666667,0,0,0,0,0,0,0,0,0,-5.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5,0,0,0,0,0,-26.4333333333333,-1.86813186813187,0,0,0,14.5555555555556,0,-4.93636363636364,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
0,0,-6.84259259259259,0,0,0,0,0,0,22.1908831908832,0,0,22.457264957265,0,0,0,8.42857142857143,45.6774193548387,1.42758620689655,0,0,0,0,0,0,0,0,0,13.7206896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59090909090909,19.6666666666667,0,0,-4.2,0,-3.80555555555556,-9.38624338624339,0,0,0,2.97233201581028,0,-0.572727272727273,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0
0,0,16.7548780487805,0,0,0,0,0,0,14.7192307692308,0,0,10.0225609756098,0,0,0,-16.3416666666667,1.42758620689655,56.2960992907801,0,0,0,0,0,0,0,0,0,14.9625346901018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4605263157895,-6,0,0,7.66666666666667,0,-2.73626373626374,-7.44518272425249,0,0,0,5.50445632798574,0,4.42307692307692,0,0,13,0,0,7.45833333333333,0,0,0,0,0,0,0,0
0,0,0,0,0,10.6114982578397,0,0,2.95790934320074,0,0,8.89258028792912,0,3.14927536231884,0,6.97317073170732,0,0,0,30.6790780141844,0,0,30.815873015873,0,5.47563025210084,6.8258064516129,0,-13.0428571428571,0,0,0,12.7034632034632,0,0,0,0,0,0,0,0,-2.57575757575758,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,10.3095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0741971207087,16.1641025641026,0,0,0,0,0,3.63461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8705673758865,0,0,0,0,21.4542483660131,0,0,0,0,0,0,16.8586956521739,0,0.131578947368421,0,6.31699346405229,-6.6780303030303,4.44820295983087,0,0,0,0,-2.41031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.5,0,0,-3.0952380952381,0,0,3.82995951417004,1.8,0,0,0,0,0
0,0,0,0,0,22.7862903225806,0,0,2.52941176470588,0,0,-4.64393939393939,0,-1.65775401069519,0,12.3279569892473,0,0,0,30.815873015873,0,0,62.5396825396825,0,-5.94833333333333,18.3578947368421,0,-11.0181818181818,0,0,0,12.4,0,0,0,0,0,0,0,0,4.15909090909091,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14.7011494252874,0,0,11.5596638655462,0,0,4.0546218487395,0,6.55681818181818,0,3.98029556650246,0,0,0,5.47563025210084,0,0,-5.94833333333333,0,35.8521008403361,2.90711462450593,0,10,0,0,0,-5.12637362637363,0,0,0,0,0,0,0,0,5.17857142857143,0,0,0,0,0,0,0,0,0,0,7.33333333333333,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
