"Freddie Freeman_ATL","Jose Altuve_HOU","Eric Thames_MIL","Ryan Braun_MIL","Carlos Correa_HOU","George Springer_HOU","Brian Dozier_MIN","Joey Votto_CIN","Matt Kemp_ATL","Dexter Fowler_STL","Jonathan Villar_MIL","Matt Carpenter_STL","Ender Inciarte_ATL","Aledmys Diaz_STL","Stephen Piscotty_STL","Miguel Sano_MIN","Nick Markakis_ATL","Adam Duvall_CIN","Brandon Phillips_ATL","Evan Gattis_HOU","Billy Hamilton_CIN","Keon Broxton_MIL","Lorenzo Cain_KC","Max Kepler_MIN","Randal Grichuk_STL","Adonis Garcia_ATL","Domingo Santana_MIL","Alex Bregman_HOU","Eric Hosmer_KC","Dansby Swanson_ATL","Josh Reddick_HOU","Khris Davis_OAK","Joe Mauer_MIN","Jose Peraza_CIN","Jedd Gyorko_STL","Kennys Vargas_MIN","Alex Gordon_KC","Robbie Grossman_MIN","Scooter Gennett_CIN","Scott Schebler_CIN","Phillip Ervin_CIN","Travis Shaw_MIL","Hernan Perez_MIL","Jace Peterson_ATL","Brian McCann_HOU","Carlos Beltran_HOU","Rajai Davis_OAK","Brandon Moss_KC","Eddie Rosario_MIN","Byron Buxton_MIN","Jorge Soler_KC","Eugenio Suarez_CIN","Orlando Arcia_MIL","Yuli Gurriel_HOU","Whit Merrifield_KC","Jorge Polanco_MIN","Peter O'Brien_KC","Yadier Molina_STL","Jhonny Peralta_STL","Zack Cozart_CIN","Tyler Flowers_ATL","Nick Franklin_MIL","Trevor Plouffe_OAK","Norichika Aoki_HOU","Salvador Perez_KC","Arismendy Alcantara_CIN","Matt Adams_STL","Jesus Aguilar_MIL","Micah Johnson_ATL","Ryon Healy_OAK","Marcus Semien_OAK","Cheslor Cuthbert_KC","Alcides Escobar_KC","Kolten Wong_STL","Rio Ruiz_ATL","Marwin Gonzalez_HOU","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Jesse Winker_CIN","Harrison Bader_STL","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Stephen Vogt_OAK","Danny Santana_MIN","Jorge Bonifacio_KC","Jose Martinez_STL","Jason Castro_MIN","Ryan O'Hearn_KC","Greg Garcia_STL","Kurt Suzuki_ATL","Manny Pina_MIL","Josh Phegley_OAK","Yonder Alonso_OAK","Mark Canha_OAK","Jake Marisnick_HOU","Chris Gimenez_MIN","Eduardo Escobar_MIN","Terrance Gore_KC","Devin Mesoraco_CIN","Jett Bandy_MIL","Jed Lowrie_OAK","Christian Colon_KC","Tucker Barnhart_CIN","Carson Kelly_STL","Jake Smolinski_OAK","Ryan LaMarre_OAK","Eric Fryer_STL","Anthony Recker_ATL","Bruce Maxwell_OAK","Derek Fisher_HOU","Raul Mondesi_KC","Ehire Adrianza_MIN","Patrick Kivlehan_CIN","Emilio Bonifacio_ATL","Matt Joyce_OAK","Johan Camargo_ATL","Lane Adams_ATL","Tony Kemp_HOU","Adam Rosales_OAK","Drew Butera_KC","Chad Pinder_OAK","Stuart Turner_CIN","Jaff Decker_OAK","Matt Olson_OAK"
131.047619047619,0,0,0,0,0,0,0,16.7763816840706,0,0,0,9.5702695462718,0,0,0,-2.83638780990394,0,-19.9260278001245,0,0,0,0,0,0,-3.91094816529722,0,0,0,33.98744862298,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6703811168105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72183818901378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74.6184210526316,0,0,0.477051230507872,-14.362288158613,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04570788146248,0,0,0,0,0,0,0,12.3249504749134,0,0,1.88433666825493,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.5401116493759,-1.20838491138775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.267526781062,0,0,0,0,0,0,0,0,0,0,0,-15.7252225560533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,97.3142857142857,16.7096435568316,0,0,0,0,0,0,-11.1594421290128,0,0,0,0,0,0,0,0,0,0,-33.6779274356989,0,0,0,0,7.2024521924001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1948537723911,116.328700643558,0,0,0,0,0,0,0,0,0,-7.62484862307307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2795205905964,0,0,0,0,0,0,0,0,7.44118586895834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.7096435568316,70.8225108225108,0,0,0,0,0,0,-23.1598766274764,0,0,0,0,0,0,0,0,0,0,-26.1614222056485,0,0,0,0,19.6131377563919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.1529725360088,-29.0049883904032,0,0,0,0,0,0,0,0,0,14.0752625572586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2580007323008,0,0,0,0,0,0,0,0,38.6968219147751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.477051230507872,0,0,20.3976608187135,5.07815088906208,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6912361870991,0,0,0,0,0,0,0,-0.976367489278204,0,0,3.15845124087453,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11965233359737,4.4315609093051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.108315726611,0,0,0,0,0,0,0,0,0,0,0,7.90447353397144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-14.362288158613,0,0,5.07815088906208,74.6176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1454843068973,0,0,0,0,0,0,0,2.17735637182446,0,0,-21.2528540864948,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28331770347381,-2.32450028299902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05159915188388,0,0,0,0,0,0,0,0,0,0,0,30.0532681776179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,25.4852941176471,0,0,0,0,0,0,0,0,-16.271237347813,0,0,0,0,0,0,0,15.0645637353288,0,0,0,0,0,0,0,0,-7.06447675732996,0,0,0,0,-3.93395063070553,0,0,0,0,0,0,0,0,0,0,-6.59432391813969,2.53940789103582,0,0,0,0,0,1.25469036666411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41194456925557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,70.9458874458875,0,0,0,0,0,0,0,0,0,12.0049641350508,0,0,-5.407452416279,0,0,0,0,0,0,0,0,0,0,0,0,8.05217103373159,0,0,0,0,0,15.2734939440433,0,0,0,0,0,0,0,0,0,0,0,10.2864704524586,0,0,0,0,0,0,0,8.74863719439354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34543650410712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.7763816840706,0,0,0,0,0,0,0,204.963636363636,0,0,0,27.1489527895711,0,0,0,87.8432144146885,0,0,0,0,0,0,0,0,-10.394286318968,0,0,0,44.9998328867346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,76.2736842105263,0,-16.3347699694075,0,13.1181847320893,3.41407971802535,0,0,0,0,0,0,0,0,0,-0.575216863032848,0,0,0,0,0,0,0,0,0,-10.6818275000873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70097172604125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.5812176489862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-11.1594421290128,-23.1598766274764,0,0,0,0,0,0,66.4189723320158,0,0,0,0,0,0,0,0,0,0,9.37559722871927,0,0,0,0,-8.1271911710517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.98434027384542,4.49752666362799,0,0,0,0,0,0,0,0,0,0.693286687394729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8049439129583,0,0,0,0,0,0,0,0,7.2458533809729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
