"Jose Altuve_HOU","Anthony Rizzo_CHC","Kris Bryant_CHC","Ryan Braun_MIL","Carlos Correa_HOU","Freddie Freeman_ATL","Brian Dozier_MIN","Eric Thames_MIL","George Springer_HOU","Rougned Odor_TEX","Jose Abreu_CWS","Dexter Fowler_STL","Jonathan Villar_MIL","Miguel Sano_MIN","Matt Carpenter_STL","Shin-Soo Choo_TEX","Khris Davis_OAK","Kyle Schwarber_CHC","Adrian Beltre_TEX","Alex Bregman_HOU","Melky Cabrera_CWS","Todd Frazier_CWS","Stephen Piscotty_STL","Aledmys Diaz_STL","Mike Napoli_TEX","Evan Gattis_HOU","Matt Kemp_ATL","Lorenzo Cain_KC","Ben Zobrist_CHC","Carlos Beltran_HOU","Carlos Gomez_TEX","Jonathan Lucroy_TEX","Yoenis Cespedes_NYM","Eric Hosmer_KC","Rajai Davis_OAK","Max Kepler_MIN","Travis Shaw_MIL","Elvis Andrus_TEX","Mike Moustakas_KC","Salvador Perez_KC","Tim Anderson_CWS","Joe Mauer_MIN","Odubel Herrera_PHI","Maikel Franco_PHI","Keon Broxton_MIL","Randal Grichuk_STL","Jedd Gyorko_STL","Josh Reddick_HOU","Nomar Mazara_TEX","Ender Inciarte_ATL","Alex Gordon_KC","Avisail Garcia_CWS","Matt Davidson_CWS","Trevor Plouffe_OAK","Robbie Grossman_MIN","Kennys Vargas_MIN","Cesar Hernandez_PHI","Joey Gallo_TEX","Brandon Phillips_ATL","Brandon Moss_KC","Tyler Saladino_CWS","Jorge Soler_KC","Marcus Semien_OAK","Eddie Rosario_MIN","Byron Buxton_MIN","Jason Heyward_CHC","Tommy Joseph_PHI","Javier Baez_CHC","Norichika Aoki_HOU","Delino DeShields_TEX","Jose Reyes_NYM","Nick Markakis_ATL","Michael Conforto_NYM","Whit Merrifield_KC","Peter O'Brien_KC","Jorge Polanco_MIN","Ryon Healy_OAK","Michael Saunders_PHI","Willson Contreras_CHC","Addison Russell_CHC","Yadier Molina_STL","Hernan Perez_MIL","Brian McCann_HOU","Stephen Vogt_OAK","Aaron Altherr_PHI","Domingo Santana_MIL","Orlando Arcia_MIL","Jurickson Profar_TEX","Yuli Gurriel_HOU","David Wright_NYM","Asdrubal Cabrera_NYM","Adonis Garcia_ATL","Alcides Escobar_KC","Cheslor Cuthbert_KC","Howie Kendrick_PHI","Freddy Galvis_PHI","Jhonny Peralta_STL","Nick Franklin_MIL","Curtis Granderson_NYM","Neil Walker_NYM","Jay Bruce_NYM","Lucas Duda_NYM","Dansby Swanson_ATL","Paulo Orlando_KC","Billy Burns_KC","Charlie Tilson_CWS","Josh Phegley_OAK","Mark Canha_OAK","Rhys Hoskins_PHI","Matt Adams_STL","Jesus Aguilar_MIL","Robinson Chirinos_TEX","Derek Fisher_HOU","Jorge Bonifacio_KC","Yonder Alonso_OAK","Danny Santana_MIN","Daniel Nava_PHI","Cameron Rupp_PHI","Albert Almora_CHC","Kolten Wong_STL","Marwin Gonzalez_HOU","Pete Kozma_TEX","Brett Nicholas_TEX","Jace Peterson_ATL","Jed Lowrie_OAK","Jason Castro_MIN","Miguel Montero_CHC","Jon Jay_CHC","Andrew Knapp_PHI","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Harrison Bader_STL","Tyler Flowers_ATL","Leury Garcia_CWS","Jacob May_CWS","Ryan O'Hearn_KC","Chris Gimenez_MIN","Jake Smolinski_OAK","Eduardo Escobar_MIN","Ryan LaMarre_OAK","Jose Martinez_STL","Ryan Rua_TEX","Wilmer Flores_NYM","Cody Asche_CWS","Terrance Gore_KC","Bruce Maxwell_OAK","Matt Szczur_CHC","Ian Happ_CHC","Manny Pina_MIL","Greg Garcia_STL","Jake Marisnick_HOU","Travis d'Arnaud_NYM","Micah Johnson_ATL","Geovany Soto_CWS","Christian Colon_KC","Omar Narvaez_CWS","Willy Garcia_CWS","Matt Joyce_OAK","Brock Stassi_PHI","Tommy La Stella_CHC","Jett Bandy_MIL","Hanser Alberto_TEX","Brandon Nimmo_NYM","TJ Rivera_NYM","Rio Ruiz_ATL","Yolmer Sanchez_CWS","Adam Rosales_OAK","Ehire Adrianza_MIN","Andres Blanco_PHI","Carson Kelly_STL","Kevan Smith_CWS","Raul Mondesi_KC","Eric Fryer_STL","Kurt Suzuki_ATL","Juan Lagares_NYM","Chad Pinder_OAK","Matt Reynolds_NYM","Kevin Plawecki_NYM","Jaff Decker_OAK","Ty Kelly_PHI","Drew Robinson_TEX","Tony Kemp_HOU","Drew Butera_KC","Zack Collins_CWS","Matt Olson_OAK","Eloy Jimenez_CHC","Emilio Bonifacio_ATL","Anthony Recker_ATL","Rene Rivera_NYM","Lane Adams_ATL","Johan Camargo_ATL"
23,0,0,0,20,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,22,0,0,0,18,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,0,0,0,24,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,18,0,0,0,21,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,22,0,0,0,0,0,0,0,0,24,0,0,0,0,0,26,18,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
