"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Aaron Judge",5400,"NYY@SEA 04:10PM ET",11.277,"NYY","SEA",10.39,9.2,9.37,NA,"3","3",4
"OF","Bryce Harper",5200,"WAS@ARI 04:10PM ET",11.477,"WAS","ARI",7.54,10.3,8.39,NA,"3","3",5
"SS","Corey Seager",5200,"ATL@LAD 04:10PM ET",8.944,"LAD","ATL",7.81,7.9,9.63,NA,"2","2",4
"1B/OF","Cody Bellinger",5000,"ATL@LAD 04:10PM ET",9.975,"LAD","ATL",7.23,8.2,9.9,NA,"4","4",16
"1B","Anthony Rizzo",4900,"STL@CHC 08:08PM ET",9.063,"CHC","STL",9.36,8.3,8.55,NA,"3","3",2
"3B","Kris Bryant",4900,"STL@CHC 08:08PM ET",9.132,"CHC","STL",8.39,8.9,8.42,NA,"2","2",12
"3B","Justin Turner",4900,"ATL@LAD 04:10PM ET",9.397,"LAD","ATL",8.61,8.7,9.91,NA,"3","3",3
"2B/OF","Chris Taylor",4900,"ATL@LAD 04:10PM ET",8.778,"LAD","ATL",NA,8.7,8.94,NA,"1","1",6
"OF","Nelson Cruz",4800,"NYY@SEA 04:10PM ET",8.4,"SEA","NYY",9.94,9.6,6.97,NA,"4","4",7
"2B","Daniel Murphy",4800,"WAS@ARI 04:10PM ET",9.811,"WAS","ARI",6.13,8.3,7.69,NA,"5","5",7
"C","Gary Sanchez",4700,"NYY@SEA 04:10PM ET",8.723,"NYY","SEA",8.37,9.4,8.63,NA,"2","4",0
"3B","Anthony Rendon",4700,"WAS@ARI 04:10PM ET",9.64,"WAS","ARI",8.18,9.3,6.89,NA,"6","6",7
"2B","Robinson Cano",4600,"NYY@SEA 04:10PM ET",8.467,"SEA","NYY",7.44,7.6,6.99,NA,"3","3",5
"OF","Brett Gardner",4600,"NYY@SEA 04:10PM ET",8.703,"NYY","SEA",7.51,8.4,8.06,NA,"1","1",19
"1B","Paul Goldschmidt",4500,"WAS@ARI 04:10PM ET",10.76,"ARI","WAS",8.16,9.2,8.61,NA,"4","4",4
"SS","Trea Turner",4500,"WAS@ARI 04:10PM ET",10.559,"WAS","ARI",NA,0,NA,NA,"x","x",NA
"SS","Jean Segura",4400,"NYY@SEA 04:10PM ET",8.957,"SEA","NYY",7.91,7.6,7.08,NA,"1","1",0
"OF","AJ Pollock",4400,"WAS@ARI 04:10PM ET",9.078,"ARI","WAS",NA,NA,NA,NA,"2","x",NA
"3B","Jake Lamb",4400,"WAS@ARI 04:10PM ET",9.806,"ARI","WAS",NA,NA,NA,NA,"3","x",NA
"OF","Tommy Pham",4300,"STL@CHC 08:08PM ET",9.662,"STL","CHC",NA,8.7,NA,NA,"2","2",2
"2B/OF","Ian Happ",4300,"STL@CHC 08:08PM ET",7.966,"CHC","STL",7.7,6.7,6.63,NA,"6","6",0
"C","Yasmani Grandal",4300,"ATL@LAD 04:10PM ET",6.913,"LAD","ATL",6.83,0,1.82,NA,"x","x",NA
"3B","Kyle Seager",4200,"NYY@SEA 04:10PM ET",7.126,"SEA","NYY",6.14,7.1,6.1,NA,"5","5",10
"OF","JD Martinez",4200,"WAS@ARI 04:10PM ET",9.373,"ARI","WAS",NA,0,1.8,NA,"x","x",NA
"OF","Ben Gamel",4100,"NYY@SEA 04:10PM ET",7.987,"SEA","NYY",NA,6.6,4.77,NA,"2","7",9
"OF","Adam Eaton",4100,"WAS@ARI 04:10PM ET",10.13,"WAS","ARI",NA,0,NA,NA,"x","x",NA
"OF","Denard Span",4100,"SD@SF 04:05PM ET",7.392,"SF","SD",7.47,8.9,7.32,NA,"1","1",7
"1B/C","Buster Posey",4100,"SD@SF 04:05PM ET",7.756,"SF","SD",7.37,7.7,7.73,NA,"4","4",5
"3B/OF","Cory Spangenberg",4100,"SD@SF 04:05PM ET",6.366,"SD","SF",5.62,5.7,6.5,NA,"7","7",7
"2B/OF","Ben Zobrist",4000,"STL@CHC 08:08PM ET",6.265,"CHC","STL",NA,NA,NA,NA,"1","x",NA
"2B/SS","Javier Baez",4000,"STL@CHC 08:08PM ET",6.349,"CHC","STL",6.27,6.5,1.53,NA,"x","8",0
"SS","Didi Gregorius",4000,"NYY@SEA 04:10PM ET",7.849,"NYY","SEA",7.31,7.1,6.51,NA,"5","6",28
"1B","Ryan Zimmerman",4000,"WAS@ARI 04:10PM ET",9.138,"WAS","ARI",8.38,9.7,7.08,NA,"4","4",4
"1B","Wil Myers",4000,"SD@SF 04:05PM ET",8.2,"SD","SF",8.9,8.1,8.68,NA,"3","3",18
"C","Willson Contreras",3900,"STL@CHC 08:08PM ET",7,"CHC","STL",7.53,7.3,7.23,NA,"4","4",16
"OF","David Peralta",3900,"WAS@ARI 04:10PM ET",7.906,"ARI","WAS",7.15,8.7,8.13,NA,"1","3",5
"1B/3B","Freddie Freeman",3900,"ATL@LAD 04:10PM ET",11.75,"ATL","LAD",5.7,7.2,7.11,NA,"3","3",7
