"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",13800,"Col@LAD 10:10PM ET",26.333,"LAD","Col",0,26.5,31.2095,25.8,32.15
"SP","Rich Hill",10400,"Col@LAD 10:10PM ET",11.4,"LAD","Col",NA,NA,NA,NA,NA
"SP","Kenta Maeda",9500,"Col@LAD 10:10PM ET",10.033,"LAD","Col",NA,NA,NA,NA,NA
"SP","Jon Gray",9300,"Col@LAD 10:10PM ET",7.65,"Col","LAD",NA,NA,NA,NA,NA
"SP","Zack Greinke",8700,"Ari@SD 10:10PM ET",13.033,"Ari","SD",0,16.9,17.2035,15.3,24.4
"SP","Robbie Ray",8700,"Ari@SD 10:10PM ET",24.017,"Ari","SD",NA,NA,NA,NA,NA
"SP","Hyun-Jin Ryu",8500,"Col@LAD 10:10PM ET",9.7,"LAD","Col",NA,NA,NA,NA,NA
"SP","Julio Urias",8400,"Col@LAD 10:10PM ET",0,"LAD","Col",NA,NA,NA,NA,NA
"SP","Taijuan Walker",8300,"Ari@SD 10:10PM ET",16.067,"Ari","SD",NA,NA,NA,NA,NA
"SP","Alex Wood",7400,"Col@LAD 10:10PM ET",10.95,"LAD","Col",NA,NA,NA,NA,NA
"SP","Archie Bradley",7400,"Ari@SD 10:10PM ET",9.55,"Ari","SD",NA,NA,0.851,NA,NA
"SP","Brandon McCarthy",7300,"Col@LAD 10:10PM ET",16,"LAD","Col",NA,NA,NA,NA,NA
"SP","Chad Bettis",7300,"Col@LAD 10:10PM ET",0,"Col","LAD",NA,NA,NA,NA,NA
"SP","Scott Kazmir",7200,"Col@LAD 10:10PM ET",0,"LAD","Col",NA,NA,NA,NA,NA
"SP","Tyler Chatwood",7100,"Col@LAD 10:10PM ET",19.383,"Col","LAD",NA,NA,NA,NA,NA
"SP","Tyler Anderson",7000,"Col@LAD 10:10PM ET",6.2,"Col","LAD",0,15.4,14.277,11.1,13.05
"SP","Anthony Banda",6600,"Ari@SD 10:10PM ET",0,"Ari","SD",NA,NA,NA,NA,NA
"SP","Jered Weaver",6200,"Ari@SD 10:10PM ET",10.283,"SD","Ari",NA,NA,NA,NA,NA
"SP","Shelby Miller",6200,"Ari@SD 10:10PM ET",14.9,"Ari","SD",NA,NA,NA,NA,NA
"SP","German Marquez",5600,"Col@LAD 10:10PM ET",0,"Col","LAD",NA,NA,NA,NA,NA
"SP","Zach Lee",5600,"Ari@SD 10:10PM ET",5.3,"SD","Ari",NA,NA,NA,NA,NA
"SP","Jhoulys Chacin",5500,"Ari@SD 10:10PM ET",5.183,"SD","Ari",0,13.8,14.363,9.7,29.6
"SP","Kyle Freeland",5400,"Col@LAD 10:10PM ET",9.9,"Col","LAD",NA,NA,NA,NA,NA
"SP","Patrick Corbin",5300,"Ari@SD 10:10PM ET",9.067,"Ari","SD",NA,NA,NA,NA,NA
"SP","Clayton Richard",5200,"Ari@SD 10:10PM ET",12.467,"SD","Ari",NA,NA,NA,NA,NA
"SP","Ross Stripling",5100,"Col@LAD 10:10PM ET",7.74,"LAD","Col",NA,NA,0.708,NA,NA
"SP","Luis Perdomo",5100,"Ari@SD 10:10PM ET",3.2,"SD","Ari",NA,NA,NA,NA,NA
"SP","Brock Stewart",5000,"Col@LAD 10:10PM ET",0,"LAD","Col",NA,NA,NA,NA,NA
"SP","Antonio Senzatela",5000,"Col@LAD 10:10PM ET",19.117,"Col","LAD",NA,NA,NA,NA,NA
"SP","Robbie Erlin",4900,"Ari@SD 10:10PM ET",0,"SD","Ari",NA,NA,NA,NA,NA
"SP","Chris Rusin",4800,"Col@LAD 10:10PM ET",9.2,"Col","LAD",NA,NA,NA,NA,NA
"SP","Christian Friedrich",4700,"Ari@SD 10:10PM ET",0,"SD","Ari",NA,NA,NA,NA,NA
"SP","Jarred Cosart",4500,"Ari@SD 10:10PM ET",2.25,"SD","Ari",NA,NA,NA,NA,NA
"SP","Jake Esch",4500,"Ari@SD 10:10PM ET",-1.2,"SD","Ari",NA,NA,NA,NA,NA
"SP","Jordan Lyles",4400,"Col@LAD 10:10PM ET",2.867,"Col","LAD",NA,NA,NA,NA,NA
"RP","Chad Qualls",4400,"Col@LAD 10:10PM ET",0,"Col","LAD",NA,NA,NA,NA,NA
"RP","Jason Motte",4400,"Col@LAD 10:10PM ET",0,"Col","LAD",NA,NA,NA,NA,NA
"RP","Jake McGee",4400,"Col@LAD 10:10PM ET",2.93,"Col","LAD",NA,NA,1.069,NA,NA
"RP","Mike Dunn",4400,"Col@LAD 10:10PM ET",5.671,"Col","LAD",NA,NA,0.7305,NA,NA
"RP","Adam Ottavino",4400,"Col@LAD 10:10PM ET",4.093,"Col","LAD",NA,NA,1.212,NA,NA
"RP","Greg Holland",4400,"Col@LAD 10:10PM ET",4.393,"Col","LAD",NA,NA,1.478,NA,NA
"RP","Jairo Diaz",4400,"Col@LAD 10:10PM ET",0,"Col","LAD",NA,NA,NA,NA,NA
"RP","Scott Oberg",4400,"Col@LAD 10:10PM ET",3.692,"Col","LAD",NA,NA,0.462,NA,NA
"RP","Carlos Estevez",4400,"Col@LAD 10:10PM ET",2.533,"Col","LAD",NA,NA,0.909,NA,NA
"RP","Shane Carle",4400,"Col@LAD 10:10PM ET",4.25,"Col","LAD",NA,NA,NA,NA,NA
"RP","Sergio Romo",4200,"Col@LAD 10:10PM ET",1.63,"LAD","Col",NA,NA,1.269,NA,NA
"RP","Kenley Jansen",4200,"Col@LAD 10:10PM ET",3.1,"LAD","Col",NA,NA,1.996,NA,NA
"RP","Josh Ravin",4200,"Col@LAD 10:10PM ET",0,"LAD","Col",NA,NA,NA,NA,NA
"RP","Chris Hatcher",4200,"Col@LAD 10:10PM ET",7.03,"LAD","Col",NA,NA,0.7785,NA,NA
"RP","Josh Fields",4200,"Col@LAD 10:10PM ET",4.388,"LAD","Col",NA,NA,0.766,NA,NA
"RP","Pedro Baez",4200,"Col@LAD 10:10PM ET",4.95,"LAD","Col",NA,NA,1.177,NA,NA
"RP","Luis Avilan",4200,"Col@LAD 10:10PM ET",3.286,"LAD","Col",NA,NA,0.625,NA,NA
"RP","Grant Dayton",4200,"Col@LAD 10:10PM ET",2.75,"LAD","Col",NA,NA,NA,NA,NA
"SP","Jorge De La Rosa",4200,"Ari@SD 10:10PM ET",2.743,"Ari","SD",NA,NA,NA,NA,NA
"RP","Fernando Rodney",4200,"Ari@SD 10:10PM ET",2.064,"Ari","SD",NA,NA,1.122,NA,NA
"RP","Tom Wilhelmsen",4200,"Ari@SD 10:10PM ET",0.508,"Ari","SD",NA,NA,0.448,NA,NA
