"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Max Scherzer","Robbie Ray","Martin Maldonado","Albert Pujols","Tyler Saladino","Yunel Escobar","Tim Anderson","Mike Trout","Kole Calhoun","Jaff Decker"
"Max Scherzer","Robbie Ray","Chris Iannetta","Eric Hosmer","Whit Merrifield","Mike Moustakas","Andrelton Simmons","Mike Trout","Lorenzo Cain","Jorge Bonifacio"
"Max Scherzer","Adam Conley","Geovany Soto","Yuli Gurriel","Jose Altuve","Mike Moustakas","Carlos Correa","Mike Trout","Carlos Beltran","Josh Reddick"
"Max Scherzer","Robbie Ray","Geovany Soto","Paul Goldschmidt","Tyler Saladino","Mike Moustakas","Tim Anderson","Mike Trout","Melky Cabrera","Leury Garcia"
"Max Scherzer","Carlos Carrasco","Chris Iannetta","Yonder Alonso","Jed Lowrie","Kris Bryant","Carlos Correa","Khris Davis","Matt Joyce","Jaff Decker"
"Max Scherzer","Jameson Taillon","Martin Maldonado","Eric Hosmer","Danny Espinosa","Yunel Escobar","Jordy Mercer","Mike Trout","Kole Calhoun","Josh Reddick"
"Max Scherzer","Carlos Carrasco","Martin Maldonado","CJ Cron","Danny Espinosa","Mike Moustakas","Andrelton Simmons","Cameron Maybin","Josh Reddick","Jaff Decker"
"Max Scherzer","Blake Snell","Chris Iannetta","Albert Pujols","Tyler Saladino","Todd Frazier","Tim Anderson","Mike Trout","Melky Cabrera","Avisail Garcia"
"Carlos Carrasco","Robbie Ray","Chris Iannetta","Freddie Freeman","Jose Altuve","Mike Moustakas","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"Max Scherzer","Robbie Ray","Jason Castro","Paul Goldschmidt","Brandon Drury","Mike Moustakas","Chris Owings","AJ Pollock","Yasmany Tomas","Jaff Decker"
"Carlos Carrasco","Blake Snell","Martin Maldonado","Albert Pujols","Jose Altuve","Yunel Escobar","Aledmys Diaz","Mike Trout","Kole Calhoun","Josh Reddick"
"Max Scherzer","Carlos Carrasco","Geovany Soto","Yonder Alonso","Whit Merrifield","Mike Moustakas","Alcides Escobar","Mike Trout","Brandon Moss","Jorge Bonifacio"
"Jacob deGrom","Jameson Taillon","Martin Maldonado","Albert Pujols","Cory Spangenberg","Yunel Escobar","Carlos Correa","Mike Trout","AJ Pollock","Kole Calhoun"
"Carlos Carrasco","Jeff Samardzija","Martin Maldonado","Freddie Freeman","Danny Espinosa","Yunel Escobar","Corey Seager","Mike Trout","Kole Calhoun","Jaff Decker"
"Max Scherzer","Jameson Taillon","Jason Castro","Conor Gillaspie","Jose Altuve","Yunel Escobar","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"Max Scherzer","Robbie Ray","Chris Iannetta","Trey Mancini","Jonathan Schoop","Mike Moustakas","JJ Hardy","Mike Trout","Adam Jones","Joey Rickard"
"Max Scherzer","Robbie Ray","Geovany Soto","Albert Pujols","Jose Altuve","Alex Bregman","Jordy Mercer","George Springer","Josh Reddick","Norichika Aoki"
"Max Scherzer","Jacob deGrom","Jason Castro","Albert Pujols","Whit Merrifield","Mike Moustakas","Jordy Mercer","Lorenzo Cain","Brandon Moss","Jorge Bonifacio"
"Max Scherzer","Robbie Ray","Austin Romine","Greg Bird","Starlin Castro","Mike Moustakas","Didi Gregorius","Mike Trout","Aaron Judge","Jaff Decker"
"Max Scherzer","Blake Snell","Martin Maldonado","Paul Goldschmidt","Danny Espinosa","Yunel Escobar","Carlos Correa","Cameron Maybin","Kole Calhoun","Jaff Decker"
"Max Scherzer","Robbie Ray","Chris Iannetta","Chris Davis","Tyler Saladino","Manny Machado","Jordy Mercer","Mark Trumbo","Adam Jones","Joey Rickard"
"Max Scherzer","Robbie Ray","Martin Maldonado","Eric Hosmer","Danny Espinosa","Yunel Escobar","Andrelton Simmons","Cameron Maybin","Khris Davis","Carlos Beltran"
"Max Scherzer","Blake Snell","Austin Hedges","Eric Hosmer","Jose Altuve","Mike Moustakas","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"Max Scherzer","Carlos Carrasco","Jason Castro","Freddie Freeman","Tyler Saladino","Todd Frazier","Tim Anderson","Melky Cabrera","Leury Garcia","Jaff Decker"
"Max Scherzer","Carlos Carrasco","Geovany Soto","Albert Pujols","Jonathan Schoop","Manny Machado","JJ Hardy","Adam Jones","Joey Rickard","Jaff Decker"
"Max Scherzer","Jameson Taillon","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Mike Moustakas","Andrelton Simmons","Kole Calhoun","Yasmany Tomas","David Peralta"
"Jacob deGrom","Carlos Carrasco","Jason Castro","Yuli Gurriel","Jose Altuve","Manny Machado","Carlos Correa","Carlos Beltran","Josh Reddick","Jaff Decker"
"Jacob deGrom","Robbie Ray","Martin Maldonado","Paul Goldschmidt","Danny Espinosa","Yunel Escobar","Aledmys Diaz","Mike Trout","Kole Calhoun","Matt Joyce"
"Max Scherzer","Adam Conley","Christian Vazquez","Albert Pujols","Marco Hernandez","Mike Moustakas","Xander Bogaerts","Mike Trout","Mookie Betts","Andrew Benintendi"
"Max Scherzer","Jameson Taillon","Jason Castro","Albert Pujols","Brian Dozier","Mike Moustakas","Jorge Polanco","Mike Trout","Eddie Rosario","Byron Buxton"
"Max Scherzer","Robbie Ray","Chris Iannetta","Mike Napoli","Rougned Odor","Mike Moustakas","Elvis Andrus","Carlos Gomez","Delino DeShields","Josh Reddick"
"Max Scherzer","Jameson Taillon","Derek Norris","Albert Pujols","Brad Miller","Evan Longoria","Tim Anderson","Mike Trout","Kevin Kiermaier","Corey Dickerson"
"Marcus Stroman","Ian Kennedy","Martin Maldonado","Albert Pujols","Jonathan Villar","Yunel Escobar","Corey Seager","Mike Trout","Kole Calhoun","Khris Davis"
"Carlos Carrasco","Jameson Taillon","Geovany Soto","Paul Goldschmidt","Brandon Drury","Yunel Escobar","Chris Owings","Mike Trout","AJ Pollock","Yasmany Tomas"
"Jake Arrieta","Jeff Samardzija","Martin Maldonado","Albert Pujols","Whit Merrifield","Yunel Escobar","Chris Owings","Mike Trout","Jose Bautista","Kole Calhoun"
"Jeff Samardzija","Ian Kennedy","Geovany Soto","Albert Pujols","Jose Altuve","Kris Bryant","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"Max Scherzer","Robbie Ray","Jason Castro","Joe Mauer","Tyler Saladino","Miguel Sano","Jordy Mercer","Mike Trout","Max Kepler","Robbie Grossman"
"Max Scherzer","Robbie Ray","Geovany Soto","Logan Morrison","Brad Miller","Evan Longoria","Andrelton Simmons","Mike Trout","Steven Souza","Kevin Kiermaier"
"Robbie Ray","Jameson Taillon","Chris Iannetta","Anthony Rizzo","Ben Zobrist","Kris Bryant","Addison Russell","Mike Trout","Kyle Schwarber","Jaff Decker"
"Max Scherzer","Jameson Taillon","Jason Castro","Freddie Freeman","Whit Merrifield","Manny Machado","JJ Hardy","Mark Trumbo","Adam Jones","Joey Rickard"
"Jacob deGrom","Carlos Carrasco","Geovany Soto","Eric Hosmer","Whit Merrifield","Mike Moustakas","Carlos Correa","Kole Calhoun","Lorenzo Cain","Jorge Bonifacio"
"Max Scherzer","Ian Kennedy","Chris Iannetta","Matt Holliday","Starlin Castro","Chase Headley","Didi Gregorius","Mike Trout","Jacoby Ellsbury","Jaff Decker"
"Jacob deGrom","Carlos Carrasco","Chris Iannetta","Jay Bruce","Neil Walker","Mike Moustakas","Asdrubal Cabrera","Mike Trout","Curtis Granderson","Michael Conforto"
"Carlos Carrasco","Jameson Taillon","Travis d'Arnaud","Albert Pujols","Jose Altuve","Manny Machado","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"Max Scherzer","Robbie Ray","Chris Iannetta","Albert Pujols","Whit Merrifield","Kris Bryant","Alcides Escobar","Alex Gordon","Brandon Moss","Jorge Bonifacio"
"Max Scherzer","Adam Conley","Austin Romine","Matt Holliday","Tyler Saladino","Chase Headley","Andrelton Simmons","Mike Trout","Brett Gardner","Jacoby Ellsbury"
"Max Scherzer","Robbie Ray","Chris Iannetta","Matt Carpenter","Jedd Gyorko","Mike Moustakas","Aledmys Diaz","Dexter Fowler","Stephen Piscotty","Jaff Decker"
"Max Scherzer","Robbie Ray","Geovany Soto","Hanley Ramirez","Marco Hernandez","Manny Machado","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Jaff Decker"
"Jerad Eickhoff","Chase Anderson","Martin Maldonado","Albert Pujols","Joe Panik","Yunel Escobar","Trea Turner","Mike Trout","Bryce Harper","Kole Calhoun"
"Max Scherzer","Adam Conley","Chris Iannetta","Anthony Rizzo","Javier Baez","Kris Bryant","Andrelton Simmons","Kyle Schwarber","Albert Almora","Jaff Decker"
"Max Scherzer","Carlos Carrasco","Chris Iannetta","Logan Morrison","Brad Miller","Mike Moustakas","Tim Beckham","Mike Trout","Steven Souza","Shane Peterson"
"Jacob deGrom","Carlos Carrasco","Geovany Soto","Albert Pujols","Tyler Saladino","Kris Bryant","Tim Anderson","Kole Calhoun","Melky Cabrera","Leury Garcia"
"Jeff Samardzija","Robbie Ray","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Yunel Escobar","Corey Seager","Mike Trout","Yasmany Tomas","David Peralta"
"Jake Arrieta","Ian Kennedy","Martin Maldonado","Brandon Belt","Danny Espinosa","Yunel Escobar","Carlos Correa","Mike Trout","George Springer","Kole Calhoun"
"Max Scherzer","Adam Conley","Geovany Soto","Paul Goldschmidt","Brandon Drury","Manny Machado","Chris Owings","Yasmany Tomas","David Peralta","Josh Reddick"
"Max Scherzer","Carlos Carrasco","Chris Iannetta","John Hicks","Ian Kinsler","Mike Moustakas","Jose Iglesias","Mike Trout","Tyler Collins","Jim Adduci"
"Max Scherzer","Carlos Carrasco","Chris Iannetta","Wil Myers","Yangervis Solarte","Ryan Schimpf","Erick Aybar","Mike Trout","Manuel Margot","Jaff Decker"
"Jacob deGrom","Blake Snell","Travis d'Arnaud","CJ Cron","Jose Altuve","Todd Frazier","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"Max Scherzer","Adam Conley","Chris Iannetta","Joe Mauer","Brian Dozier","Miguel Sano","Andrelton Simmons","Mike Trout","Max Kepler","Byron Buxton"
"Jacob deGrom","Carlos Carrasco","Martin Maldonado","Brandon Belt","Danny Espinosa","Yunel Escobar","Elvis Andrus","Cameron Maybin","Kole Calhoun","Josh Reddick"
"Jake Arrieta","Robbie Ray","Travis d'Arnaud","Yuli Gurriel","Jose Altuve","Kris Bryant","Carlos Correa","Kole Calhoun","Carlos Beltran","Josh Reddick"
"Max Scherzer","Robbie Ray","Austin Romine","Greg Bird","Tyler Saladino","Chase Headley","Tim Anderson","Aaron Judge","Brett Gardner","Josh Reddick"
"Carlos Carrasco","Jeff Samardzija","Chris Iannetta","CJ Cron","Jose Altuve","Alex Bregman","Corey Seager","George Springer","Josh Reddick","Norichika Aoki"
"Marcus Stroman","Blake Snell","Martin Maldonado","Anthony Rizzo","Danny Espinosa","Yunel Escobar","Francisco Lindor","Mike Trout","AJ Pollock","Kole Calhoun"
"Max Scherzer","Carlos Carrasco","Jason Castro","Joe Mauer","Jonathan Villar","Miguel Sano","Jorge Polanco","Josh Reddick","Robbie Grossman","Jaff Decker"
"Max Scherzer","Carlos Carrasco","Chris Iannetta","Eric Hosmer","Brad Miller","Evan Longoria","Jordy Mercer","Steven Souza","Kevin Kiermaier","Corey Dickerson"
"Jacob deGrom","Robbie Ray","Martin Maldonado","CJ Cron","Danny Espinosa","Manny Machado","Andrelton Simmons","AJ Pollock","Jose Bautista","Cameron Maybin"
"Jacob deGrom","Carlos Carrasco","Jason Castro","Chris Davis","Cory Spangenberg","Manny Machado","Andrelton Simmons","Mark Trumbo","Adam Jones","Joey Rickard"
"Max Scherzer","Jeff Samardzija","Geovany Soto","Matt Holliday","Starlin Castro","Mike Moustakas","Didi Gregorius","Aaron Judge","Jacoby Ellsbury","Josh Reddick"
"Max Scherzer","Adam Conley","Geovany Soto","Ryan Zimmerman","Daniel Murphy","Mike Moustakas","Trea Turner","Bryce Harper","Adam Eaton","Jaff Decker"
"Jacob deGrom","Chase Anderson","Chris Iannetta","Paul Goldschmidt","Jose Altuve","Yunel Escobar","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
