"Jake Lamb_ARI","Paul Goldschmidt_ARI","JD Martinez_DET","Kris Bryant_CHC","AJ Pollock_ARI","Anthony Rizzo_CHC","Jose Altuve_HOU","Miguel Cabrera_DET","Carlos Correa_HOU","David Peralta_ARI","Jose Abreu_CWS","Chris Owings_ARI","Avisail Garcia_CWS","Kyle Schwarber_CHC","Ian Kinsler_DET","Buster Posey_SF","Justin Upton_DET","George Springer_HOU","Yasmany Tomas_ARI","Tim Anderson_CWS","Brandon Belt_SF","Javier Baez_CHC","Brandon Drury_ARI","Ben Zobrist_CHC","Eduardo Nunez_SF","Ian Happ_CHC","Todd Frazier_CWS","Nicholas Castellanos_DET","Hunter Pence_SF","Addison Russell_CHC","Victor Martinez_DET","Willson Contreras_CHC","Brian McCann_HOU","Josh Reddick_HOU","Alex Avila_DET","Evan Gattis_HOU","Melky Cabrera_CWS","Matt Davidson_CWS","Yoan Moncada_CWS","Marwin Gonzalez_HOU","Alex Bregman_HOU","Chris Herrmann_ARI","Denard Span_SF","Leury Garcia_CWS","Rey Fuentes_ARI","Nick Ahmed_ARI","Jason Heyward_CHC","Brandon Crawford_SF","Jeremy Hazelbaker_ARI","Miguel Montero_CHC","Carlos Beltran_HOU","Andrew Romine_DET","James McCann_DET","Tyler Collins_DET","Derek Fisher_HOU","Yolmer Sanchez_CWS","Jon Jay_CHC","Albert Almora_CHC","Tyler Saladino_CWS","Socrates Brito_ARI","Jeimer Candelario_CHC","Christian Arroyo_SF","Norichika Aoki_HOU","Gregor Blanco_ARI","Charlie Tilson_CWS","Jarrett Parker_SF","JaCoby Jones_DET","Nick Hundley_SF","Joe Panik_SF","Tommy La Stella_CHC","Mac Williamson_SF","Jake Marisnick_HOU","Dixon Machado_DET","John Hicks_DET","Yuli Gurriel_HOU","Kelby Tomlinson_SF","Mikie Mahtook_DET","Chris Iannetta_ARI","Jacob May_CWS","Jim Adduci_DET","Jose Iglesias_DET","Daniel Descalso_ARI","Cody Asche_CWS","Aaron Hill_SF","Geovany Soto_CWS","Willy Garcia_CWS","Gorkys Hernandez_SF","Conor Gillaspie_SF","Omar Narvaez_CWS","Justin Ruggiano_SF","Jeff Mathis_ARI","Kevan Smith_CWS","Michael Morse_SF","Eloy Jimenez_CHC","Tim Federowicz_SF","Tony Kemp_HOU","Chris Marrero_SF","Juan Centeno_HOU","Zack Collins_CWS"
68.2834008097166,4.02133712660028,0,0,-3.17241379310345,0,0,0,0,33.9034482758621,0,-15.1590909090909,0,0,0,0,0,0,0.0529556650246305,0,0,0,13.8215725806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5448717948718,0,0,0,-29.1372549019608,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65454545454545,0,0,0,-25.8888888888889,0,0,0,0,0,0,0,0,3.06432748538012,0,0,0,0,0,0,0,0
4.02133712660028,72.4390243902439,0,0,31.089247311828,0,0,0,0,14.5172413793103,0,2.14920634920635,0,0,0,0,0,0,-2.32258064516129,0,0,0,9.36386554621849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64393939393939,0,0,0,15.45,0,0,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.1410256410256,0,0,0,11.989010989011,0,0,0,0,0,0,0,0,1.42894736842105,0,0,0,0,0,0,0,0
0,0,254.47619047619,0,0,0,0,86.25,0,0,0,0,0,0,59.9761904761905,0,29.2619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,143.8,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,46.9333333333333,-113.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,86.3109243697479,0,11.1942959001783,0,0,0,0,0,0,0,18.4860215053763,0,0,0,0,0,0,0,16.3,0,21.1876923076923,0,61.45,0,0,0,20.7967741935484,0,11.4833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23333333333333,0,0,35.3111111111111,0,0,0,0,0,0,12.4380952380952,15.7428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.17241379310345,31.089247311828,0,0,59.2540322580645,0,0,0,0,10.7687747035573,0,-5.20229885057471,0,0,0,0,0,0,-12.52,0,0,0,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.625,0,0,0,18.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.88181818181818,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0,0,0
0,0,0,11.1942959001783,0,56.5075075075075,0,0,0,0,0,0,0,7.75662878787879,0,0,0,0,0,0,0,-0.487179487179487,0,10.6153846153846,0,29.5,0,0,0,6.98387096774194,0,25.5213675213675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6416666666667,0,0,9.76666666666667,0,0,0,0,0,0,11.7307692307692,-5.74264705882353,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,69.3890469416785,0,-18.0588235294118,0,0,0,0,0,0,0,0,-5.64349376114082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66123188405797,-10.7,0,3.8961038961039,0,0,0,-7.12142857142857,9.57575757575758,0,0,0,0,0,0,0,0,0,2.45766129032258,0,0,0,0,0,0,0,0,0,0,0,22.1403162055336,0,0,0,0,0,0,0,0,6.31318681318681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,86.25,0,0,0,0,54.3833992094862,0,0,0,0,0,0,10.0686274509804,0,6.01666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51578947368421,0,0,0,43.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5541666666667,9.21666666666667,-3.35238095238095,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,0,0,0,0,2.5,0,0,0,15.3,0,0,-8.4,20.2736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-18.0588235294118,0,42.9714285714286,0,0,0,0,0,0,0,0,3.37931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528985507246377,18.0911330049261,0,1.85238095238095,0,0,0,3.66666666666667,2.65120967741935,0,0,0,0,0,0,0,0,0,-3.03763440860215,0,0,0,0,0,0,0,0,0,0,0,-0.653679653679654,0,0,0,0,0,0,0,0,20.4679487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.9034482758621,14.5172413793103,0,0,10.7687747035573,0,0,0,0,80.1311827956989,0,9.91666666666667,0,0,0,0,0,0,23.2900432900433,0,0,0,29.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1111111111111,0,0,0,-10.3333333333333,0,0,36.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.75,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1785714285714,0,0,0,-18.1111111111111,0,0,0,0,0,0,0,0,-13.4416666666667,0,0,0,0,0,0,0,0
