"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mike Trout",5700,"BAL@LAA 03:37PM ET",12.057,"LAA","BAL",9.4,12,13.23,NA,"2","2",8
"3B","Manny Machado",5000,"BAL@LAA 03:37PM ET",8.168,"BAL","LAA",8.96,9.6,9.95,NA,"2","2",0
"OF","Nelson Cruz",4800,"SEA@OAK 03:35PM ET",8.422,"SEA","OAK",7.8,9,9.75,NA,"4","4",30
"OF","Rajai Davis",4700,"SEA@OAK 03:35PM ET",6.258,"OAK","SEA",5.42,0,9.14,NA,"x","x",NA
"2B","Jonathan Schoop",4700,"BAL@LAA 03:37PM ET",9.018,"BAL","LAA",9.57,8.8,9.52,NA,"3","3",3
"1B","Anthony Rizzo",4700,"CHC@SF 03:45PM ET",9.273,"CHC","SF",NA,NA,NA,NA,"3","x",NA
"C","Willson Contreras",4600,"CHC@SF 03:45PM ET",7.76,"CHC","SF",6.01,7.1,8.26,NA,"4","4",2
"3B","Kris Bryant",4600,"CHC@SF 03:45PM ET",8.877,"CHC","SF",7.84,8.2,9.3,NA,"2","3",3
"SS","Tim Beckham",4500,"BAL@LAA 03:37PM ET",7.063,"BAL","LAA",6.87,6.5,7.76,NA,"7","7",6
"SS","Jean Segura",4400,"SEA@OAK 03:35PM ET",8.671,"SEA","OAK",7.8,8.9,9.7,NA,"1","1",12
"OF","Adam Jones",4300,"BAL@LAA 03:37PM ET",7.682,"BAL","LAA",7.84,8.6,9.09,NA,"1","1",0
"2B/OF","Ian Happ",4300,"CHC@SF 03:45PM ET",7.725,"CHC","SF",5.06,6.4,7.86,NA,"6","5",0
"OF","Khris Davis",4100,"SEA@OAK 03:35PM ET",8.642,"OAK","SEA",9.26,8.7,9.25,NA,"4","4",14
"2B","Robinson Cano",4000,"SEA@OAK 03:35PM ET",8.233,"SEA","OAK",8.41,9.3,9.95,NA,"3","3",10
"1B","Danny Valencia",4000,"SEA@OAK 03:35PM ET",6.952,"SEA","OAK",5.35,0,7.81,NA,"x","x",NA
"3B","Kyle Seager",4000,"SEA@OAK 03:35PM ET",7.385,"SEA","OAK",7.99,8.2,8.58,NA,"5","5",18
"OF","Matt Joyce",3900,"SEA@OAK 03:35PM ET",6.697,"OAK","SEA",7.11,8,7.34,NA,"1","1",19
"SS","Andrelton Simmons",3900,"BAL@LAA 03:37PM ET",7.946,"LAA","BAL",6.02,7.5,8.32,NA,"5","3",2
