"Place_lo","Place_hi","Payout"
"1","1","100"
"2","2","80"
"3","3","70"
"4","4","60"
"5","5","50"
"6","6","40"
"7","7","35"
"8","8","30"
"9","10","25"
"11","12","20"
"13","15","15"
"16","20","12"
"21","25","10"
"26","35","9"
"36","45","8"
"46","70","7"
"71","120","6"
"121","205","5"
"206","330","4"
"331","545","3"
"546","1005","2"
"1006","1775","1.5"
