"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Broncos  (0000000)","Broncos ",0,3900,"Den@Jax 00:00PM ET","Den","Broncos","","Jax",11.5,9.1
"DST","Patriots  (0000000)","Patriots ",0,3700,"LA@NE 00:00PM ET","NE","Patriots","","LA",9.66,11.6
"DST","Seahawks  (0000000)","Seahawks ",0,3500,"Car@Sea 00:00PM ET","Sea","Seahawks","","Car",10.2,8.2
"DST","Vikings  (0000000)","Vikings ",0,3400,"Dal@Min 00:00PM ET","Min","Vikings","","Dal",7.68,8.2
"DST","Bears  (0000000)","Bears ",0,3300,"SF@Chi 00:00PM ET","Chi","Bears","","SF",6.04,6.2
"DST","Raiders  (0000000)","Raiders ",0,3200,"Buf@Oak 00:00PM ET","Oak","Raiders","","Buf",8.16,7.5
"DST","Jets  (0000000)","Jets ",0,3200,"Ind@NYJ 00:00PM ET","NYJ","Jets","","Ind",7,9.3
"DST","Eagles  (0000000)","Eagles ",0,3100,"Phi@Cin 00:00PM ET","Phi","Eagles","","Cin",8.25,8.8
"DST","Ravens  (0000000)","Ravens ",0,3000,"Mia@Bal 00:00PM ET","Bal","Ravens","","Mia",9.88,8.3
"DST","Cowboys  (0000000)","Cowboys ",0,2900,"Dal@Min 00:00PM ET","Dal","Cowboys","","Min",6.54,9.6
"DST","Falcons  (0000000)","Falcons ",0,2900,"KC@Atl 00:00PM ET","Atl","Falcons","","KC",6.8,7.6
"DST","Packers  (0000000)","Packers ",0,2900,"Hou@GB 00:00PM ET","GB","Packers","","Hou",8,7.5
"DST","Chargers  (0000000)","Chargers ",0,2900,"TB@SD 00:00PM ET","SD","Chargers","","TB",6.74,8.1
"DST","Steelers  (0000000)","Steelers ",0,2800,"NYG@Pit 00:00PM ET","Pit","Steelers","","NYG",5.78,6.9
"DST","Chiefs  (0000000)","Chiefs ",0,2800,"KC@Atl 00:00PM ET","KC","Chiefs","","Atl",6.94,7
"DST","49ers  (0000000)","49ers ",0,2800,"SF@Chi 00:00PM ET","SF","49ers","","Chi",5.28,6
"DST","Bills  (0000000)","Bills ",0,2700,"Buf@Oak 00:00PM ET","Buf","Bills","","Oak",7.48,6.4
"DST","Giants  (0000000)","Giants ",0,2700,"NYG@Pit 00:00PM ET","NYG","Giants","","Pit",6.3,7.1
"DST","Cardinals  (0000000)","Cardinals ",0,2700,"Was@Ari 00:00PM ET","Ari","Cardinals","","Was",8.74,8.4
"DST","Bengals  (0000000)","Bengals ",0,2600,"Phi@Cin 00:00PM ET","Cin","Bengals","","Phi",7.71,7.2
"DST","Dolphins  (0000000)","Dolphins ",0,2600,"Mia@Bal 00:00PM ET","Mia","Dolphins","","Bal",7.1,9.4
"DST","Jaguars  (0000000)","Jaguars ",0,2600,"Den@Jax 00:00PM ET","Jax","Jaguars","","Den",6.16,5.3
"DST","Panthers  (0000000)","Panthers ",0,2600,"Car@Sea 00:00PM ET","Car","Panthers","","Sea",6.83,5.2
"DST","Colts  (0000000)","Colts ",0,2600,"Ind@NYJ 00:00PM ET","Ind","Colts","","NYJ",6.12,7.2
"DST","Texans  (0000000)","Texans ",0,2500,"Hou@GB 00:00PM ET","Hou","Texans","","GB",5.54,6.6
"DST","Buccaneers  (0000000)","Buccaneers ",0,2500,"TB@SD 00:00PM ET","TB","Buccaneers","","SD",6.48,6.7
"DST","Redskins  (0000000)","Redskins ",0,2400,"Was@Ari 00:00PM ET","Was","Redskins","","Ari",6.79,7.6
"DST","Lions  (0000000)","Lions ",0,2300,"Det@NO 00:00PM ET","Det","Lions","","NO",3.66,4
"DST","Rams  (0000000)","Rams ",0,2200,"LA@NE 00:00PM ET","LA","Rams","","NE",5.15,6.6
"DST","Saints  (0000000)","Saints ",0,2100,"Det@NO 00:00PM ET","NO","Saints","","Det",4.54,8.7
