"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,8800,37.2159090909091,32.75,"Aaron Nola","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,0,4,1,0
2,1,4100,75.609756097561,31,"Max Kepler","MIN",NA,"OF",4,1,1,3,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,4100,74.390243902439,30.5,"Brent Suter","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,0,4,1,0
4,3,6500,46.2307692307692,30.05,"Carlos Rodon","CHW",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6.33333333333333,0,0,2,4,3,0
5,4,9900,29.8484848484848,29.55,"Masahiro Tanaka","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,1,5,1,1
6,2,3500,82.8571428571428,29,"Raimel Tapia","COL",NA,"OF",6,2,1,1,0,4,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,7300,37.5342465753425,27.4,"Ian Kennedy","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.66666666666667,0,0,1,4,2,0
8,3,2500,108,27,"Luke Voit","STL",NA,"1B",7,2,1,4,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,12600,19.6428571428571,24.75,"Stephen Strasburg","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,0,0,0,2,3,0
10,4,4600,52.1739130434783,24,"Thomas Pham","STL",NA,"OF",2,2,0,2,0,3,2,0,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,4000,57.5,23,"Joe Mauer","MIN",NA,"1B",1,2,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6,5500,41.8181818181818,23,"Charlie Blackmon","COL",NA,"OF",1,2,1,1,1,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,7,3900,53.8461538461538,21,"Yadier Molina","STL",NA,"C",5,1,0,3,0,3,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,8,3300,63.6363636363636,21,"Freddy Galvis","PHI",NA,"SS",2,2,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,7,8800,22.8977272727273,20.15,"Steven Matz","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,0,0,0,4,2,0
16,9,4300,46.5116279069767,20,"Todd Frazier","NYY",NA,"3B",4,2,0,2,0,4,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,10,4700,42.5531914893617,20,"Scooter Gennett","CIN",NA,"2B/OF",2,1,1,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11,4600,41.304347826087,19,"Miguel Sano","MIN",NA,"3B",3,2,0,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12,4600,41.304347826087,19,"Jedd Gyorko","STL",NA,"3B",4,2,0,1,1,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,13,3400,55.8823529411765,19,"Maikel Franco","PHI",NA,"3B",3,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,14,4200,45.2380952380952,19,"Dustin Pedroia","BOS",NA,"2B",2,0,0,4,0,5,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,15,2700,66.6666666666667,18,"Willy Garcia","CHW",NA,"OF",9,1,0,1,0,3,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,16,4700,38.2978723404255,18,"Michael Taylor","WAS",NA,"OF",2,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,17,3600,50,18,"Chase Headley","NYY",NA,"3B",5,1,0,3,0,3,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,8,6600,26.8939393939394,17.75,"Adalberto Mejia","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,0,0,3,9,1,0
26,9,7800,22.5,17.55,"Jeff Hoffman","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,0,0,3,4,3,0
27,10,5500,30.9090909090909,17,"Andrew Moore","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8,0,0,3,5,0,0
28,18,3700,45.9459459459459,17,"Manny Pina","MIL",NA,"C",6,0,0,3,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,19,4000,42.5,17,"Carlos Gomez","TEX",NA,"OF",7,1,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,20,2700,59.2592592592593,16,"Martin Maldonado","LAA",NA,"C",6,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,21,5800,27.5862068965517,16,"Joey Votto","CIN",NA,"1B",3,1,1,2,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,22,4600,34.7826086956522,16,"Curtis Granderson","NYM",NA,"OF",7,1,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,23,4500,33.3333333333333,15,"Andrelton Simmons","LAA",NA,"SS",5,1,0,2,0,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,24,4000,37.5,15,"Melky Cabrera","CHW",NA,"OF",2,1,0,1,0,6,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,25,3700,40.5405405405405,15,"Whit Merrifield","KC",NA,"2B",1,1,0,0,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,11,5900,25,14.75,"Luis Castillo","CIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,5.66666666666667,0,0,4,9,1,0
37,12,4000,36.25,14.5,"Heath Hembree","BOS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,0,0,0,0,0,0
38,26,4200,33.3333333333333,14,"Rougned Odor","TEX",NA,"2B",5,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,27,3400,41.1764705882353,14,"Alex Gordon","KC",NA,"OF",9,1,1,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,28,4600,30.4347826086957,14,"Mike Moustakas","KC",NA,"3B",6,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,29,2600,53.8461538461538,14,"Luis Valbuena","LAA",NA,"1B/3B",7,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,30,3700,37.8378378378378,14,"Mike Napoli","TEX",NA,"1B",6,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,13,8400,16.4880952380952,13.85,"Adam Wainwright","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5,0,0,6,8,1,0
44,31,3800,34.2105263157895,13,"Marcell Ozuna","MIA",NA,"OF",4,1,0,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,32,3400,38.2352941176471,13,"Orlando Arcia","MIL",NA,"SS",8,1,0,1,0,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,33,5400,24.0740740740741,13,"Mookie Betts","BOS",NA,"OF",1,2,0,0,0,4,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,34,3300,39.3939393939394,13,"Adam Engel","CHW",NA,"OF",1,1,0,1,0,3,1,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,35,4300,27.906976744186,12,"Justin Bour","MIA",NA,"1B",5,0,0,1,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,36,4600,26.0869565217391,12,"Stephen Piscotty","STL",NA,"OF",3,2,0,1,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,37,3400,35.2941176470588,12,"Eduardo Escobar","MIN",NA,"SS/3B",2,2,0,0,0,4,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,38,3000,40,12,"Ezequiel Carrera","TOR",NA,"OF",6,1,0,0,1,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,39,3000,40,12,"Jorge Polanco","MIN",NA,"SS",7,1,0,0,1,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,40,4700,25.531914893617,12,"Gary Sanchez","NYY",NA,"C",3,2,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,41,3600,30.5555555555556,11,"JT Realmuto","MIA",NA,"C",7,1,0,0,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,42,4800,22.9166666666667,11,"Travis Shaw","MIL",NA,"3B",4,2,0,1,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,43,3900,28.2051282051282,11,"DJ LeMahieu","COL",NA,"2B",2,1,0,0,0,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,14,7500,14.2,10.65,"Rick Porcello","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6.33333333333333,0,0,3,3,3,0
58,44,2600,38.4615384615385,10,"Sam Travis","BOS",NA,"1B",6,1,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,45,4600,21.7391304347826,10,"Domingo Santana","MIL",NA,"OF",2,2,0,0,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,46,3200,31.25,10,"Adam Rosales","OAK",NA,"SS",9,0,0,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,47,2600,38.4615384615385,10,"Wilmer Difo","WAS",NA,"2B/SS",7,0,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,48,2700,37.037037037037,10,"Darwin Barney","TOR",NA,"2B/3B",7,0,0,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,49,5600,17.8571428571429,10,"Aaron Judge","NYY",NA,"OF",2,2,0,0,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,50,3400,26.4705882352941,9,"Tyler Moore","MIA",NA,"1B/OF",9,1,0,2,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,51,3000,30,9,"Matt Davidson","CHW",NA,"1B/3B",5,0,0,1,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,52,3300,27.2727272727273,9,"Ryan Raburn","WAS",NA,"OF",1,1,0,1,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,53,3600,25,9,"Kevin Pillar","TOR",NA,"OF",6,1,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
