"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","750"
"3","3","600"
"4","4","500"
"5","5","400"
"6","6","300"
"7","8","200"
"9","10","150"
"11","15","100"
"16","25","75"
"26","40","60"
"41","65","50"
"66","110","40"
"111","185","30"
"186","360","20"
"361","680","15"
