"Place_lo","Place_hi","Payout"
"1","1","1e+05"
"2","2","40000"
"3","3","20000"
"4","4","15000"
"5","5","10000"
"6","6","7000"
"7","8","5000"
"9","10","4000"
"11","15","3000"
"16","25","2000"
"26","50","1500"
"51","85","1000"
"86","145","800"
"146","230","700"
