"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Joe Panik","Justin Turner","Brandon Crawford","Denard Span","Yasiel Puig","David Peralta"
"2","Carlos Carrasco","Jaime Garcia","Buster Posey","Eric Thames","Joe Panik","Eduardo Nunez","Brandon Crawford","Yasiel Puig","Joc Pederson","Chris Marrero"
"3","Robbie Ray","Lance Lynn","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Mookie Betts","Christian Yelich","David Peralta"
"4","Ian Kennedy","Lance Lynn","Buster Posey","Brandon Belt","Joe Panik","Nolan Arenado","Brandon Crawford","Mike Trout","Denard Span","Joc Pederson"
"5","Jerad Eickhoff","Tyler Skaggs","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Mike Trout","Yasiel Puig","Brett Eibner"
"6","Robbie Ray","Jaime Garcia","Buster Posey","Brandon Belt","Joe Panik","Mike Moustakas","Brandon Crawford","Giancarlo Stanton","Denard Span","AJ Pollock"
"7","Carlos Carrasco","Tyler Skaggs","Buster Posey","Albert Pujols","Chris Taylor","Eduardo Nunez","Brandon Crawford","Gorkys Hernandez","David Peralta","Chris Marrero"
"8","Carlos Carrasco","Ian Kennedy","Buster Posey","Scott Van Slyke","Chris Taylor","Justin Turner","Brandon Crawford","Mike Trout","Yasiel Puig","Joc Pederson"
"9","Carlos Carrasco","Nick Martinez","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Giancarlo Stanton","Shin-Soo Choo","Jose Bautista"
"10","Robbie Ray","Ian Kennedy","Buster Posey","Eric Thames","Jonathan Villar","Eduardo Nunez","Brandon Crawford","Mike Trout","Gorkys Hernandez","Chris Marrero"
"11","Tyler Skaggs","Matt Moore","Buster Posey","Brandon Belt","Joe Panik","Manny Machado","Brandon Crawford","Denard Span","Shin-Soo Choo","Christian Yelich"
"12","Robbie Ray","Tyler Skaggs","Buster Posey","Freddie Freeman","Joe Panik","Eduardo Nunez","Brandon Crawford","Giancarlo Stanton","Chris Young","Chris Marrero"
"13","Carlos Carrasco","Ian Kennedy","Buster Posey","Paul Goldschmidt","Daniel Descalso","Jake Lamb","Brandon Crawford","Yasiel Puig","Yasmany Tomas","David Peralta"
"14","Carlos Carrasco","Tyler Skaggs","Buster Posey","Scott Van Slyke","Austin Barnes","Eduardo Nunez","Trevor Story","Yasiel Puig","Joc Pederson","Brett Eibner"
"15","Jerad Eickhoff","Steven Wright","Buster Posey","Brandon Belt","Joe Panik","Jake Lamb","Brandon Crawford","Mookie Betts","Denard Span","Jose Bautista"
"16","Jerad Eickhoff","Ian Kennedy","Buster Posey","Matt Carpenter","Joe Panik","Eduardo Nunez","Brandon Crawford","AJ Pollock","David Peralta","Chris Marrero"
"17","Carlos Carrasco","Lance Lynn","JT Realmuto","Brandon Belt","Martin Prado","Nolan Arenado","Brandon Crawford","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"18","Ian Kennedy","Jaime Garcia","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Charlie Blackmon","Michael Brantley","Ender Inciarte"
"19","Jerad Eickhoff","Lance Lynn","Buster Posey","Kendrys Morales","Rougned Odor","Eduardo Nunez","Brandon Crawford","Yasiel Puig","Gorkys Hernandez","Chris Marrero"
"20","Carlos Carrasco","Jerad Eickhoff","JT Realmuto","Scott Van Slyke","Austin Barnes","Justin Turner","Xander Bogaerts","Denard Span","Yasiel Puig","Joc Pederson"
"21","Carlos Carrasco","Chase Anderson","Buster Posey","Eric Thames","Jonathan Villar","Travis Shaw","Brandon Crawford","Ryan Braun","Domingo Santana","David Peralta"
"22","Carlos Carrasco","Nick Martinez","Buster Posey","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trevor Story","Carlos Gonzalez","Yasiel Puig","David Peralta"
"23","Matt Moore","Chase Anderson","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Carlos Gomez","AJ Pollock","Joc Pederson"
"24","Carlos Carrasco","Tyler Skaggs","Chris Herrmann","Brandon Belt","Daniel Descalso","Jake Lamb","Chris Owings","Denard Span","Yasiel Puig","Yasmany Tomas"
"25","Carlos Carrasco","Lance Lynn","Buster Posey","Mike Napoli","Rougned Odor","Mike Moustakas","Brandon Crawford","Shin-Soo Choo","Carlos Gomez","Nomar Mazara"
