"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Chris Taylor","Eduardo Nunez","Brandon Crawford","Denard Span","Yasiel Puig","David Peralta"
"2","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Austin Barnes","Justin Turner","Trevor Story","Denard Span","Yasiel Puig","Chris Marrero"
"3","Carlos Carrasco","Tyler Skaggs","Buster Posey","Eric Thames","Chris Taylor","Justin Turner","Brandon Crawford","Christian Yelich","Yasiel Puig","Chris Marrero"
"4","Carlos Carrasco","Jaime Garcia","Buster Posey","Eric Thames","Austin Barnes","Mike Moustakas","Brandon Crawford","Giancarlo Stanton","Denard Span","Yasiel Puig"
"5","Carlos Carrasco","Nick Martinez","Buster Posey","Brandon Belt","Austin Barnes","Nolan Arenado","Brandon Crawford","Mike Trout","Christian Yelich","Yasiel Puig"
"6","Carlos Carrasco","Ian Kennedy","Buster Posey","Eric Thames","Austin Barnes","Eduardo Nunez","Francisco Lindor","Yasiel Puig","Joc Pederson","David Peralta"
"7","Carlos Carrasco","Jerad Eickhoff","Buster Posey","Brandon Belt","Jonathan Villar","Jake Lamb","Brandon Crawford","Yasiel Puig","Chris Marrero","Brett Eibner"
"8","Carlos Carrasco","Chase Anderson","Buster Posey","Eric Thames","Chris Taylor","Nolan Arenado","Trevor Story","Denard Span","Yasiel Puig","Joc Pederson"
"9","Carlos Carrasco","Tyler Skaggs","Buster Posey","Brandon Belt","Joe Panik","Mike Moustakas","Trevor Story","Yasiel Puig","David Peralta","Brett Eibner"
"10","Carlos Carrasco","Robbie Ray","Buster Posey","Brandon Belt","Daniel Descalso","Mike Moustakas","Brandon Crawford","Christian Yelich","David Peralta","Chris Marrero"
"11","Tyler Skaggs","Ian Kennedy","Buster Posey","Brandon Belt","Jonathan Villar","Mike Moustakas","Brandon Crawford","Denard Span","Christian Yelich","Yasiel Puig"
"12","Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Chris Taylor","Mike Moustakas","Francisco Lindor","Mike Trout","Yasiel Puig","Chris Marrero"
"13","Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Jonathan Villar","Justin Turner","Xander Bogaerts","Yasiel Puig","Joc Pederson","David Peralta"
"14","Jerad Eickhoff","Ian Kennedy","Buster Posey","Brandon Belt","Joe Panik","Justin Turner","Brandon Crawford","Mike Trout","Yasiel Puig","David Peralta"
"15","Jerad Eickhoff","Tyler Skaggs","Buster Posey","Brandon Belt","Austin Barnes","Nolan Arenado","Francisco Lindor","Denard Span","Yasiel Puig","David Peralta"
"16","Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Joe Panik","Justin Turner","Brandon Crawford","Denard Span","Christian Yelich","Brett Eibner"
"17","Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Daniel Descalso","Eduardo Nunez","Trevor Story","Christian Yelich","Yasiel Puig","Joc Pederson"
"18","Robbie Ray","Ian Kennedy","Buster Posey","Eric Thames","Joe Panik","Eduardo Nunez","Brandon Crawford","Denard Span","Christian Yelich","David Peralta"
"19","Carlos Carrasco","Tyler Skaggs","JT Realmuto","Brandon Belt","Austin Barnes","Eduardo Nunez","Brandon Crawford","Yasiel Puig","Joc Pederson","Chris Marrero"
"20","Carlos Carrasco","Nick Martinez","Buster Posey","Eric Thames","Jonathan Villar","Eduardo Nunez","Xander Bogaerts","Denard Span","Christian Yelich","Yasiel Puig"
"21","Carlos Carrasco","Chase Anderson","Chris Herrmann","Brandon Belt","Rougned Odor","Mike Moustakas","Brandon Crawford","Mike Trout","Denard Span","Yasiel Puig"
"22","Robbie Ray","Chase Anderson","Buster Posey","Brandon Belt","Jonathan Villar","Nolan Arenado","Brandon Crawford","Giancarlo Stanton","Denard Span","David Peralta"
"23","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Austin Barnes","Mike Moustakas","Xander Bogaerts","Denard Span","Christian Yelich","Joc Pederson"
"24","Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Austin Barnes","Eduardo Nunez","Xander Bogaerts","Giancarlo Stanton","David Peralta","Chris Marrero"
"25","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Joe Panik","Nolan Arenado","Andrelton Simmons","Giancarlo Stanton","Yasiel Puig","Chris Marrero"
"26","Carlos Carrasco","Matt Moore","Buster Posey","Brandon Belt","Jonathan Villar","Eduardo Nunez","Francisco Lindor","Denard Span","Joc Pederson","Chris Marrero"
"27","Jerad Eickhoff","Tyler Skaggs","Buster Posey","Eric Thames","Dee Gordon","Eduardo Nunez","Brandon Crawford","Denard Span","Yasiel Puig","Joc Pederson"
"28","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Chris Taylor","Nolan Arenado","Brandon Crawford","Joc Pederson","Kevin Pillar","Chris Marrero"
"29","Carlos Carrasco","Ian Kennedy","Buster Posey","Eric Thames","Chris Taylor","Jake Lamb","Xander Bogaerts","Denard Span","David Peralta","Chris Marrero"
"30","Robbie Ray","Tyler Skaggs","Buster Posey","Brandon Belt","Dee Gordon","Eduardo Nunez","Trevor Story","Denard Span","David Peralta","Chris Marrero"
"31","Jerad Eickhoff","Chase Anderson","Buster Posey","Brandon Belt","Jonathan Villar","Eduardo Nunez","Trevor Story","Mike Trout","Denard Span","Yasiel Puig"
"32","Carlos Carrasco","Chase Anderson","Buster Posey","Eric Thames","Joe Panik","Eduardo Nunez","Brandon Crawford","Mike Trout","Yasiel Puig","Brett Eibner"
"33","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Austin Barnes","Jake Lamb","Brandon Crawford","AJ Pollock","David Peralta","Marcell Ozuna"
"34","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Chris Taylor","Jake Lamb","Trevor Story","Mookie Betts","Christian Yelich","Chris Marrero"
"35","Carlos Carrasco","Matt Moore","Buster Posey","Eric Thames","Jonathan Villar","Justin Turner","Brandon Crawford","Denard Span","AJ Pollock","David Peralta"
"36","Carlos Carrasco","Jerad Eickhoff","Chris Herrmann","Brandon Belt","Chris Taylor","Justin Turner","Trevor Story","Christian Yelich","Yasiel Puig","David Peralta"
"37","Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Cesar Hernandez","Jake Lamb","Francisco Lindor","Denard Span","Christian Yelich","Yasiel Puig"
"38","Carlos Carrasco","Jaime Garcia","Buster Posey","Freddie Freeman","Greg Garcia","Nolan Arenado","Brandon Crawford","Yasiel Puig","David Peralta","Chris Marrero"
"39","Ian Kennedy","Jaime Garcia","Buster Posey","Brandon Belt","Chris Taylor","Nolan Arenado","Xander Bogaerts","Giancarlo Stanton","Denard Span","Yasiel Puig"
"40","Carlos Carrasco","Matt Moore","Buster Posey","Brandon Belt","Dee Gordon","Justin Turner","Brandon Crawford","Giancarlo Stanton","Yasiel Puig","Gorkys Hernandez"
"41","Ian Kennedy","Jaime Garcia","Buster Posey","Brandon Belt","Austin Barnes","Eduardo Nunez","Brandon Crawford","Mike Trout","Denard Span","Joc Pederson"
"42","Carlos Carrasco","Jaime Garcia","Yadier Molina","Brandon Belt","Austin Barnes","Justin Turner","Brandon Crawford","Mookie Betts","Yasiel Puig","David Peralta"
"43","Carlos Carrasco","Jaime Garcia","JT Realmuto","Brandon Belt","Chris Taylor","Jake Lamb","Brandon Crawford","Giancarlo Stanton","Christian Yelich","Yasiel Puig"
"44","Carlos Carrasco","Tyler Skaggs","Buster Posey","Eric Thames","Austin Barnes","Eduardo Nunez","Trevor Story","Denard Span","AJ Pollock","Brett Eibner"
"45","Carlos Carrasco","Chase Anderson","JT Realmuto","Brandon Belt","Joe Panik","Nolan Arenado","Brandon Crawford","AJ Pollock","Yasiel Puig","David Peralta"
"46","Robbie Ray","Lance Lynn","Buster Posey","Brandon Belt","Joe Panik","Mike Moustakas","Brandon Crawford","Mike Trout","Denard Span","AJ Pollock"
"47","Tyler Skaggs","Jaime Garcia","Buster Posey","Brandon Belt","Chris Taylor","Nolan Arenado","Brandon Crawford","Mookie Betts","Christian Yelich","David Peralta"
