"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Austin Barnes","Eduardo Nunez","Brandon Crawford","Denard Span","Yasiel Puig","David Peralta"
"2","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Chris Taylor","Justin Turner","Brandon Crawford","Denard Span","Yasiel Puig","Chris Marrero"
"3","Carlos Carrasco","Ian Kennedy","Buster Posey","Eric Thames","Austin Barnes","Justin Turner","Trevor Story","Denard Span","Yasiel Puig","David Peralta"
"4","Carlos Carrasco","Jaime Garcia","Buster Posey","Eric Thames","Austin Barnes","Mike Moustakas","Brandon Crawford","Denard Span","Christian Yelich","Yasiel Puig"
"5","Carlos Carrasco","Chase Anderson","Buster Posey","Eric Thames","Chris Taylor","Eduardo Nunez","Brandon Crawford","Giancarlo Stanton","Denard Span","Yasiel Puig"
"6","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Chris Taylor","Jake Lamb","Trevor Story","Denard Span","Christian Yelich","Yasiel Puig"
"7","Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Chris Taylor","Mike Moustakas","Brandon Crawford","Giancarlo Stanton","Yasiel Puig","David Peralta"
"8","Carlos Carrasco","Ian Kennedy","Buster Posey","Eric Thames","Austin Barnes","Eduardo Nunez","Brandon Crawford","Mike Trout","Yasiel Puig","Brett Eibner"
"9","Carlos Carrasco","Tyler Skaggs","Buster Posey","Brandon Belt","Austin Barnes","Justin Turner","Brandon Crawford","Christian Yelich","Yasiel Puig","Brett Eibner"
"10","Carlos Carrasco","Nick Martinez","Buster Posey","Brandon Belt","Austin Barnes","Nolan Arenado","Trevor Story","Mike Trout","Denard Span","Yasiel Puig"
"11","Carlos Carrasco","Tyler Skaggs","Buster Posey","Eric Thames","Chris Taylor","Mike Moustakas","Trevor Story","Denard Span","Yasiel Puig","Chris Marrero"
"12","Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Austin Barnes","Justin Turner","Francisco Lindor","Denard Span","AJ Pollock","Yasiel Puig"
"13","Carlos Carrasco","Jaime Garcia","Buster Posey","Eric Thames","Chris Taylor","Eduardo Nunez","Trevor Story","Christian Yelich","Yasiel Puig","David Peralta"
"14","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Austin Barnes","Mike Moustakas","Francisco Lindor","Christian Yelich","Yasiel Puig","David Peralta"
"15","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Chris Taylor","Justin Turner","Francisco Lindor","Mike Trout","Yasiel Puig","David Peralta"
"16","Carlos Carrasco","Tyler Skaggs","Buster Posey","Brandon Belt","Austin Barnes","Jake Lamb","Trevor Story","Yasiel Puig","David Peralta","Chris Marrero"
"17","Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Jonathan Villar","Mike Moustakas","Trevor Story","Denard Span","Yasiel Puig","David Peralta"
