"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Chris Taylor","Eduardo Nunez","Brandon Crawford","Denard Span","Yasiel Puig","David Peralta"
"2","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Chris Taylor","Justin Turner","Trevor Story","Christian Yelich","Yasiel Puig","Chris Marrero"
"3","Carlos Carrasco","Jaime Garcia","Buster Posey","Eric Thames","Joe Panik","Justin Turner","Brandon Crawford","Denard Span","Yasiel Puig","Chris Marrero"
"4","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Austin Barnes","Nolan Arenado","Brandon Crawford","Yasiel Puig","Joc Pederson","Brett Eibner"
"5","Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Joe Panik","Mike Moustakas","Trevor Story","Denard Span","Yasiel Puig","Joc Pederson"
"6","Carlos Carrasco","Tyler Skaggs","Buster Posey","Brandon Belt","Joe Panik","Justin Turner","Francisco Lindor","Yasiel Puig","David Peralta","Brett Eibner"
"7","Carlos Carrasco","Chase Anderson","Buster Posey","Eric Thames","Austin Barnes","Eduardo Nunez","Brandon Crawford","Giancarlo Stanton","Christian Yelich","Yasiel Puig"
"8","Tyler Skaggs","Ian Kennedy","Buster Posey","Eric Thames","Jonathan Villar","Eduardo Nunez","Brandon Crawford","Denard Span","Yasiel Puig","Joc Pederson"
"9","Robbie Ray","Ian Kennedy","Buster Posey","Brandon Belt","Joe Panik","Mike Moustakas","Brandon Crawford","Denard Span","Christian Yelich","David Peralta"
"10","Carlos Carrasco","Nick Martinez","Buster Posey","Brandon Belt","Joe Panik","Jake Lamb","Brandon Crawford","Mike Trout","Christian Yelich","Yasiel Puig"
"11","Jerad Eickhoff","Tyler Skaggs","Buster Posey","Brandon Belt","Austin Barnes","Eduardo Nunez","Brandon Crawford","Mike Trout","Yasiel Puig","Chris Marrero"
"12","Carlos Carrasco","Chase Anderson","Buster Posey","Eric Thames","Chris Taylor","Justin Turner","Xander Bogaerts","Mike Trout","Yasiel Puig","David Peralta"
