"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Austin Barnes","Eduardo Nunez","Brandon Crawford","Denard Span","Yasiel Puig","David Peralta"
"2","Carlos Carrasco","Ian Kennedy","Buster Posey","Eric Thames","Chris Taylor","Justin Turner","Brandon Crawford","Denard Span","Yasiel Puig","Chris Marrero"
"3","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Austin Barnes","Justin Turner","Trevor Story","Mike Trout","Yasiel Puig","Brett Eibner"
"4","Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Chris Taylor","Eduardo Nunez","Trevor Story","Christian Yelich","Yasiel Puig","Chris Marrero"
"5","Carlos Carrasco","Tyler Skaggs","Buster Posey","Brandon Belt","Greg Garcia","Mike Moustakas","Francisco Lindor","Denard Span","Yasiel Puig","Chris Marrero"
"6","Carlos Carrasco","Tyler Skaggs","Buster Posey","Eric Thames","Austin Barnes","Justin Turner","Francisco Lindor","Yasiel Puig","Joc Pederson","David Peralta"
"7","Carlos Carrasco","Nick Martinez","Buster Posey","Eric Thames","Joe Panik","Eduardo Nunez","Brandon Crawford","Mike Trout","Christian Yelich","Yasiel Puig"
"8","Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Chris Taylor","Mike Moustakas","Brandon Crawford","Giancarlo Stanton","Denard Span","Christian Yelich"
"9","Ian Kennedy","Jaime Garcia","Buster Posey","Brandon Belt","Jonathan Villar","Nolan Arenado","Brandon Crawford","Denard Span","Christian Yelich","Yasiel Puig"
"10","Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Dee Gordon","Jake Lamb","Brandon Crawford","Mike Trout","Yasiel Puig","Chris Marrero"
"11","Tyler Skaggs","Ian Kennedy","Buster Posey","Brandon Belt","Chris Taylor","Eduardo Nunez","Xander Bogaerts","Giancarlo Stanton","Denard Span","Yasiel Puig"
"12","Carlos Carrasco","Nick Martinez","Buster Posey","Brandon Belt","Joe Panik","Jake Lamb","Trevor Story","Giancarlo Stanton","Denard Span","Yasiel Puig"
"13","Carlos Carrasco","Chase Anderson","Buster Posey","Eric Thames","Dee Gordon","Eduardo Nunez","Trevor Story","Denard Span","Yasiel Puig","Gorkys Hernandez"
"14","Carlos Carrasco","Jaime Garcia","Buster Posey","Brandon Belt","Greg Garcia","Justin Turner","Brandon Crawford","Giancarlo Stanton","Yasiel Puig","Gorkys Hernandez"
"15","Carlos Carrasco","Tyler Skaggs","Buster Posey","Brandon Belt","Austin Barnes","Justin Turner","Brandon Crawford","Christian Yelich","Marcell Ozuna","Chris Marrero"
"16","Carlos Carrasco","Robbie Ray","Buster Posey","Eric Thames","Daniel Descalso","Eduardo Nunez","Francisco Lindor","Denard Span","David Peralta","Chris Marrero"
"17","Carlos Carrasco","Tyler Skaggs","Buster Posey","Eric Thames","Joe Panik","Mike Moustakas","Brandon Crawford","Denard Span","David Peralta","Brett Eibner"
"18","Jerad Eickhoff","Tyler Skaggs","Buster Posey","Brandon Belt","Dee Gordon","Justin Turner","Brandon Crawford","Denard Span","AJ Pollock","Yasiel Puig"
"19","Carlos Carrasco","Jerad Eickhoff","Buster Posey","Eric Thames","Daniel Descalso","Jake Lamb","Brandon Crawford","AJ Pollock","Yasiel Puig","David Peralta"
"20","Carlos Carrasco","Jaime Garcia","Buster Posey","Eric Thames","Austin Barnes","Jake Lamb","Brandon Crawford","Denard Span","Christian Yelich","Gorkys Hernandez"
"21","Carlos Carrasco","Jerad Eickhoff","Buster Posey","Brandon Belt","Joe Panik","Justin Turner","Andrelton Simmons","Yasiel Puig","David Peralta","Chris Marrero"
"22","Robbie Ray","Tyler Skaggs","Buster Posey","Brandon Belt","Greg Garcia","Eduardo Nunez","Trevor Story","Denard Span","Christian Yelich","David Peralta"
"23","Robbie Ray","Ian Kennedy","Buster Posey","Brandon Belt","Dee Gordon","Jake Lamb","Brandon Crawford","Giancarlo Stanton","Denard Span","David Peralta"
"24","Jerad Eickhoff","Jaime Garcia","Buster Posey","Eric Thames","DJ LeMahieu","Eduardo Nunez","Brandon Crawford","Giancarlo Stanton","Denard Span","Yasiel Puig"
"25","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Chris Taylor","Justin Turner","Xander Bogaerts","AJ Pollock","Yasiel Puig","Joc Pederson"
"26","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Chris Taylor","Nolan Arenado","Andrelton Simmons","Mike Trout","Denard Span","Chris Marrero"
"27","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Joe Panik","Mike Moustakas","Brandon Crawford","Yasiel Puig","Chris Young","Kevin Pillar"
"28","Carlos Carrasco","Tyler Skaggs","Buster Posey","Hanley Ramirez","Chris Taylor","Eduardo Nunez","Brandon Crawford","Yasiel Puig","Joc Pederson","Brett Eibner"
"29","Robbie Ray","Ian Kennedy","Buster Posey","Eric Thames","Greg Garcia","Eduardo Nunez","Brandon Crawford","Mike Trout","Denard Span","AJ Pollock"
"30","Carlos Carrasco","Lance Lynn","Buster Posey","Brandon Belt","Dee Gordon","Derek Dietrich","Francisco Lindor","Giancarlo Stanton","Christian Yelich","Yasiel Puig"
"31","Carlos Carrasco","Matt Moore","JT Realmuto","Brandon Belt","Joe Panik","Justin Turner","Brandon Crawford","Denard Span","Christian Yelich","Yasiel Puig"
"32","Carlos Carrasco","Nick Martinez","Buster Posey","Brandon Belt","Jonathan Villar","Justin Turner","Brandon Crawford","Mike Trout","Denard Span","Nomar Mazara"
"33","Jerad Eickhoff","Ian Kennedy","Buster Posey","Brandon Belt","Chris Taylor","Eduardo Nunez","Brandon Crawford","Mike Trout","Christian Yelich","David Peralta"
"34","Carlos Carrasco","Robbie Ray","Buster Posey","Brandon Belt","Cesar Hernandez","Mike Moustakas","Brandon Crawford","Nomar Mazara","David Peralta","Chris Marrero"
"35","Carlos Carrasco","Ian Kennedy","JT Realmuto","Brandon Belt","Austin Barnes","Mike Moustakas","Brandon Crawford","Mike Trout","Denard Span","Chris Marrero"
"36","Jerad Eickhoff","Chase Anderson","Buster Posey","Brandon Belt","Jonathan Villar","Eduardo Nunez","Francisco Lindor","Mike Trout","Denard Span","Yasiel Puig"
"37","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Cesar Hernandez","Eduardo Nunez","Francisco Lindor","Denard Span","Christian Yelich","Brett Eibner"
"38","Carlos Carrasco","Ian Kennedy","Buster Posey","Kendrys Morales","Austin Barnes","Eduardo Nunez","Trevor Story","Giancarlo Stanton","Denard Span","Chris Marrero"
"39","Carlos Carrasco","Lance Lynn","Buster Posey","Kendrys Morales","Joe Panik","Nolan Arenado","Brandon Crawford","Giancarlo Stanton","Yasiel Puig","Chris Marrero"
"40","Carlos Carrasco","Jerad Eickhoff","Buster Posey","Matt Carpenter","Austin Barnes","Mike Moustakas","Brandon Crawford","Yasiel Puig","Gorkys Hernandez","Chris Marrero"
"41","Carlos Carrasco","Jerad Eickhoff","Buster Posey","Matt Carpenter","Chris Taylor","Justin Turner","Francisco Lindor","Christian Yelich","Yasiel Puig","Brett Eibner"
"42","Carlos Carrasco","Jerad Eickhoff","Buster Posey","Brandon Belt","Austin Barnes","Jake Lamb","Xander Bogaerts","Denard Span","Chris Marrero","Brett Eibner"
"43","Carlos Carrasco","Tyler Skaggs","Austin Hedges","Brandon Belt","Chris Taylor","Jake Lamb","Brandon Crawford","Denard Span","Yasiel Puig","Gorkys Hernandez"
"44","Robbie Ray","Jerad Eickhoff","Buster Posey","Eric Thames","Jonathan Villar","Mike Moustakas","Brandon Crawford","Denard Span","Christian Yelich","Chris Marrero"
"45","Carlos Carrasco","Tyler Skaggs","JT Realmuto","Eric Thames","Austin Barnes","Derek Dietrich","Brandon Crawford","Giancarlo Stanton","Christian Yelich","Yasiel Puig"
"46","Carlos Carrasco","Ian Kennedy","Buster Posey","Brandon Belt","Chris Taylor","Derek Dietrich","Trevor Story","Denard Span","Gorkys Hernandez","David Peralta"
"47","Tyler Skaggs","Lance Lynn","Buster Posey","Freddie Freeman","Joe Panik","Eduardo Nunez","Trevor Story","Mike Trout","Denard Span","Yasiel Puig"
"48","Carlos Carrasco","Robbie Ray","Buster Posey","Brandon Belt","Greg Garcia","Derek Dietrich","Brandon Crawford","Denard Span","Marcell Ozuna","Kevin Pillar"
"49","Robbie Ray","Lance Lynn","Buster Posey","Brandon Belt","Joe Panik","Mike Moustakas","Brandon Crawford","Mike Trout","Denard Span","Jose Bautista"
"50","Carlos Carrasco","Tyler Skaggs","Chris Herrmann","Brandon Belt","Austin Barnes","Jake Lamb","Trevor Story","AJ Pollock","Yasiel Puig","David Peralta"
