"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",13300,"LAD@LAA 10:07PM ET",25.963,"LAD","LAA",34.83,25.9,27.5445,NA,40.75
"SP","Chris Archer",11300,"TB@PIT 07:05PM ET",21.334,"TB","PIT",24.88,21.9,19.479,NA,12.1
"SP","JA Happ",8700,"BAL@TOR 07:07PM ET",17.313,"TOR","BAL",18.28,15.6,18.432,NA,8.25
"SP","Jimmy Nelson",8600,"MIL@CIN 07:10PM ET",17.72,"MIL","CIN",18.66,17.6,15.008,NA,35.35
"SP","David Price",7700,"MIN@BOS 07:10PM ET",12.85,"BOS","MIN",17.45,18.8,24.6955,NA,24.15
"SP","Jameson Taillon",7500,"TB@PIT 07:05PM ET",15.433,"PIT","TB",18.43,18.6,18.481,NA,20.25
"SP","Dinelson Lamet",7000,"ATL@SD 09:10PM ET",15.45,"SD","ATL",20.42,16.5,15.378,NA,32.75
"SP","Jose Urena",6800,"NYM@MIA 07:10PM ET",9.45,"MIA","NYM",15.35,12.9,11.76,NA,11.9
"SP","Jaime Garcia",6700,"ATL@SD 09:10PM ET",13.054,"ATL","SD",18.05,20.2,17.425,NA,7.5
"SP","Seth Lugo",6600,"NYM@MIA 07:10PM ET",14.9,"NYM","MIA",15.41,13.6,13.072,NA,17.3
"SP","JC Ramirez",5600,"LAD@LAA 10:07PM ET",11.931,"LAA","LAD",12.32,10.4,16.115,NA,3.95
"SP","Ubaldo Jimenez",5500,"BAL@TOR 07:07PM ET",6.237,"BAL","TOR",11.73,9.9,13.446,NA,36.2
"RP","Luis Cessa",5300,"NYY@CWS 08:10PM ET",8.517,"NYY","CWS",11.78,11.4,15.16,NA,3.1
"SP","James Shields",4900,"NYY@CWS 08:10PM ET",12.32,"CWS","NYY",10.49,9.6,16.283,NA,8.85
"SP","Kyle Gibson",4600,"MIN@BOS 07:10PM ET",6.742,"MIN","BOS",12.5,8.8,13.356,NA,6.55
"SP","Homer Bailey",4400,"MIL@CIN 07:10PM ET",-13.65,"CIN","MIL",9.91,15.2,17.995,NA,-6.05
