"Khris Davis_OAK","Andrew McCutchen_PIT","Jonathan Villar_MIL","Ryan Braun_MIL","Jed Lowrie_OAK","Jose Abreu_CWS","Travis Shaw_MIL","Starling Marte_PIT","Ryon Healy_OAK","Franklin Barreto_OAK","Matt Chapman_OAK","Yoan Moncada_CWS","Josh Bell_PIT","Melky Cabrera_CWS","Yonder Alonso_OAK","Josh Harrison_PIT","Tyler Saladino_CWS","Stephen Vogt_MIL","Eric Thames_MIL","Tommy Joseph_PHI","Aaron Altherr_PHI","Adam Frazier_PIT","Todd Frazier_CWS","Marcus Semien_OAK","Alen Hanson_CWS","Adam Engel_CWS","Chris Davis_BAL","Domingo Santana_MIL","John Jaso_PIT","Yolmer Sanchez_CWS","Manny Pina_MIL","Hernan Perez_MIL","Manny Machado_BAL","Avisail Garcia_CWS","Adam Jones_BAL","Mark Trumbo_BAL","Jesus Aguilar_MIL","Jonathan Schoop_BAL","Cesar Hernandez_PHI","Adam Rosales_OAK","Matt Joyce_OAK","Mark Canha_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Charlie Tilson_CWS","Tim Anderson_CWS","Gregory Polanco_PIT","Jose Osuna_PIT","Rajai Davis_OAK","Joey Wendle_OAK","Eric Sogard_MIL","Orlando Arcia_MIL","Trey Mancini_BAL","Daniel Nava_PHI","Jordy Mercer_PIT","Andrew Knapp_PHI","Matt Davidson_CWS","Leury Garcia_CWS","Jacob May_CWS","Kevan Smith_CWS","Keon Broxton_MIL","Howie Kendrick_PHI","Maikel Franco_PHI","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Welington Castillo_BAL","Joey Rickard_BAL","Lewis Brinson_MIL","Francisco Cervelli_PIT","David Freese_PIT","Freddy Galvis_PHI","Elias Diaz_PIT","Nick Williams_PHI","Cody Asche_CWS","Willy Garcia_CWS","Matt Olson_OAK","Seth Smith_BAL","Michael Reed_MIL","Danny Ortiz_PIT","Kevin Newman_PIT","Geovany Soto_CWS","Kirk Nieuwenhuis_MIL","Caleb Joseph_BAL","Andrew Susac_MIL","Brett Phillips_MIL","Cameron Perkins_PHI","Craig Gentry_BAL","JJ Hardy_BAL","Jacob Nottingham_MIL","Ryan Cordell_MIL","Phil Gosselin_PIT","Chris Bostick_PIT","Scott Kingery_PHI","Jett Bandy_MIL","Corey Ray_MIL","Odubel Herrera_PHI","Jacob Stallings_PIT","Josh Phegley_OAK","Omar Narvaez_CWS","Chad Pinder_OAK","Gift Ngoepe_PIT","Brock Stassi_PHI","Cameron Rupp_PHI","Roman Quinn_PHI","Rhys Hoskins_PHI","Jaff Decker_OAK","Andres Blanco_PHI","Grant Green_CWS","Zack Collins_CWS","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Max Moroff_PIT","John Bormann_PIT","Ty Kelly_PHI","Jorge Alfaro_PHI","Chris Stewart_PIT","Ruben Tejada_BAL","David Washington_BAL","Anthony Santander_BAL"
63.1547339593114,0,0,0,0.215384615384615,0,0,0,-0.166812993854258,0,0,0,0,0,-5.14880952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18085106382979,7.62390572390572,0,0,0,0,0,0,0,-0.803986710963455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61.5633098852277,0,0,0,0,0,0,0,0,0,0,-0.375,0,0,4.22890025575448,0,0,0,0,0,3.96425120772947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93928571428571,0,0,0,0,0,0,0,9.4151747655584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96843853820598,14.3011764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67.9905660377358,0,0,0,-0.753030303030303,0,0,0,0,0,0,0,0,0,0,0,1.46068660022148,0,0,0,0,0,0,0,0,-1.37020202020202,0,0,29.8061538461538,9.93168168168168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09343434343434,0,0,0,0,0,0,0,0,10.1289198606272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.215384615384615,0,0,0,52.4012291483758,0,0,0,18.843253968254,0,0,0,0,0,12.3650217706821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81183932346723,-3.92634252539913,0,0,0,0,0,0,0,9.75961538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,57.5861283643892,0,0,0,0,0,0,0,20.2104895104895,0,0,0,0,0,0,0,0,3.08728813559322,0,0,0,0,0,0,0,0,0,0,11.6425171866737,0,0,0,0,0,0,0,0,0,0,0,4.27796610169491,0,0,0,0,0,0,0,0,0,0,19.6776470588235,-10.2682926829268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.753030303030303,0,0,0,73.6177884615385,0,0,0,0,0,0,0,0,0,0,0,12.8925979680697,0,0,0,0,0,0,0,0,0.894412191582003,0,0,6.77272727272727,0.132404181184669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.549001814882033,0,0,0,0,0,0,0,0,10.699564586357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.166812993854258,0,0,0,18.843253968254,0,0,0,78.3273291925466,0,0,0,0,0,13.5707070707071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28115942028986,7.65166908563135,0,0,0,0,0,0,0,4.95426829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.375,0,0,0,0,0,0,0,0,0,0,51.695652173913,0,0,2.39264939185616,0,0,0,0,0,-0.529598308668076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51882352941176,0,0,0,0,0,0,0,-0.599206349206349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829959514170041,-8.81452358926919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20.2104895104895,0,0,0,0,0,0,0,41.6576209859792,0,0,0,0,0,0,0,0,7.63641863278887,0,0,0,0,0,0,0,0,0,0,5.68965517241379,0,0,0,0,0,0,0,0,0,0,0,2.82320280537697,0,0,0,0,0,0,0,0,0,0,16.3703231292517,-7.01012145748988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.14880952380952,0,0,0,12.3650217706821,0,0,0,13.5707070707071,0,0,0,0,0,58.8626534190532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25975975975976,3.88081632653061,0,0,0,0,0,0,0,10.2339015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.22890025575448,0,0,0,0,0,0,0,0,0,0,2.39264939185616,0,0,47.7758551307847,0,0,0,0,0,12.6633444075305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.96757164404223,0,0,0,0,0,0,0,5.18741258741259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5628205128205,4.80399659863946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.46068660022148,0,0,0,12.8925979680697,0,0,0,0,0,0,0,0,0,0,0,87.499751984127,0,0,0,0,0,0,0,0,0.13499245852187,0,0,16.2016129032258,23.2485481997677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222744360902256,0,0,0,0,0,0,0,0,-2.57176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
