Position,Name...ID,Name,ID,Salary,GameInfo,Team,FirstName,LastName,Opponent,Projection,Projection_dfn,RankTargets,RollingTargetPctg
WR,Aldrick Robinson (7852258),Aldrick Robinson,7852258,3000,ATL@LA,Atl,Aldrick,Robinson,Det,9.31,8.1,9,0.045023697
RB,Alex Collins (7852255),Alex Collins,7852255,3000,SEA@GB,Sea,Alex,Collins,LA,4.11,0,11,0.007751938
WR,Alex Erickson (7852319),Alex Erickson,7852319,3000,CIN@CLE,Cin,Alex,Erickson,NYJ,0,1.3,11,0.011185682
WR,Andre Roberts (7852269),Andre Roberts,7852269,3000,CHI@DET,Det,Andre,Roberts,Sea,3.47,1.6,6,0.047511312
WR,Arrelious Benn (7852293),Arrelious Benn,7852293,3000,MIN@JAX,Jax,Arrelious,Benn,Ind,1.87,3.5,11,0.018181818
WR,Bennie Fowler (7852294),Bennie Fowler,7852294,3000,DEN@TEN,Den,Bennie,Fowler,LA,4.13,0,7,0.044117647
RB,Bobby Rainey (7852222),Bobby Rainey,7852222,3000,DAL@NYG,NYG,Bobby,Rainey,GB,0,0,6,0.047109208
WR,Bradley Marquez (7852285),Bradley Marquez,7852285,3000,ATL@LA,LA,Bradley,Marquez,Cle,1.66,0,8,0.019607843
WR,Brandon Coleman (7852272),Brandon Coleman,7852272,3000,NO@TB,NO,Brandon,Coleman,Chi,4.87,1.3,7,0.049800797
WR,Brandon Tate (7852348),Brandon Tate,7852348,3000,PIT@BUF,Buf,Brandon,Tate,Min,0,0,10,0.030812325
WR,Braxton Miller (7852306),Braxton Miller,7852306,3000,HOU@IND,Hou,Braxton,Miller,Ten,0,0,6,0.063781321
WR,Brenton Bersin (7852397),Brenton Bersin,7852397,3000,SD@CAR,Car,Brenton,Bersin,Dal,0,0,10,0.00462963
WR,Brittan Golden (7852381),Brittan Golden,7852381,3000,ARI@MIA,Ari,Brittan,Golden,Atl,0,0,10,0.011627907
WR,Bryan Walters (7852291),Bryan Walters,7852291,3000,MIN@JAX,Jax,Bryan,Walters,TB,2.95,7.9,10,0.02020202
WR,Bryce Treggs (7852321),Bryce Treggs,7852321,3000,WAS@PHI,Phi,Bryce,Treggs,PIT,0,3.9,10,0.018018018
RB,Cedric Peerman (7852187),Cedric Peerman,7852187,3000,CIN@CLE,Cin,Cedric,Peerman,Ind,0,0,0,0
RB,Chase Reynolds (7852158),Chase Reynolds,7852158,3000,ATL@LA,LA,Chase,Reynolds,SD,0,0,0,0
WR,Chris Harper (7852346),Chris Harper,7852346,3000,NYJ@SF,SF,Chris,Harper,Mia,0,0,9,0.026666667
WR,Cobi Hamilton (7852365),Cobi Hamilton,7852365,3000,PIT@BUF,Pit,Cobi,Hamilton,Min,4.33,4.6,7,0.04670913
WR,Cody Core (7852323),Cody Core,7852323,3000,CIN@CLE,Cin,Cody,Core,Was,2.95,0,12,0.006711409
WR,Cody Latimer (7852300),Cody Latimer,7852300,3000,DEN@TEN,Den,Cody,Latimer,Cle,2.93,1.7,11,0.014705882
WR,Corey Brown (7852399),Corey Brown,7852399,3000,SD@CAR,Car,Corey,Brown,Atl,0,4.6,5,0.094907407
RB,Corey Grant (7852171),Corey Grant,7852171,3000,MIN@JAX,Jax,Corey,Grant,NYJ,0,0,14,0.002020202
RB,Daniel Lasco (7852156),Daniel Lasco,7852156,3000,NO@TB,NO,Daniel,Lasco,Buf,0,0,12,0.007968127
WR,Darrius Heyward-Bey (7852361),Darrius Heyward-Bey,7852361,3000,PIT@BUF,Pit,Darrius,Heyward-Bey,Cle,0,0,10,0.033970276
RB,Daryl Richardson (7852227),Daryl Richardson,7852227,3000,PIT@BUF,Pit,Daryl,Richardson,Ten,0,0,0,0
WR,Deonte Thompson (7852337),Deonte Thompson,7852337,3000,CHI@DET,Chi,Deonte,Thompson,SD,2.73,10,9,0.041474654
RB,Derek Watt (7852243),Derek Watt,7852243,3000,SD@CAR,SD,Derek,Watt,Min,0,0,0,0
WR,Dwayne Harris (7852362),Dwayne Harris,7852362,3000,DAL@NYG,NYG,Dwayne,Harris,TB,0,0,14,0.004282655
WR,Eric Weems (7852256),Eric Weems,7852256,3000,ATL@LA,Atl,Eric,Weems,Buf,0,0,0,0
RB,Fozzy Whittaker (7852248),Fozzy Whittaker,7852248,3000,SD@CAR,Car,Fozzy,Whittaker,Buf,4.94,4.1,6,0.069444444
WR,Freddie Martino (7852389),Freddie Martino,7852389,3000,NO@TB,TB,Freddie,Martino,Det,2.66,8.7,11,0.017857143
RB,George Farmer (7852250),George Farmer,7852250,3000,SEA@GB,Sea,George,Farmer,Car,0,0,11,0.007751938
WR,Geremy Davis (7852387),Geremy Davis,7852387,3000,SD@CAR,SD,Geremy,Davis,Dal,0,0,0,0
WR,Geronimo Allison (7852313),Geronimo Allison,7852313,3000,SEA@GB,GB,Geronimo,Allison,LA,0,0,9,0.016129032
WR,Isaiah Burse (7852388),Isaiah Burse,7852388,3000,SD@CAR,SD,Isaiah,Burse,SD,0,0,14,0.002358491
WR,Jaelen Strong (7852310),Jaelen Strong,7852310,3000,HOU@IND,Hou,Jaelen,Strong,NO,0,0,7,0.054669704
WR,Jake Lampman (7852277),Jake Lampman,7852277,3000,NO@TB,NO,Jake,Lampman,GB,0,0,0,0
WR,Jakeem Grant (7852332),Jakeem Grant,7852332,3000,ARI@MIA,Mia,Jakeem,Grant,Car,0,0,13,0.002710027
WR,James Wright (7852316),James Wright,7852316,3000,CIN@CLE,Cin,James,Wright,Sea,0,0,8,0.042505593
RB,Jay Prosch (7852181),Jay Prosch,7852181,3000,HOU@IND,Hou,Jay,Prosch,Car,0,1.1,0,0
WR,Jeff Janis (7852312),Jeff Janis,7852312,3000,SEA@GB,GB,Jeff,Janis,Ind,2.59,1.2,8,0.036290323
WR,Jeremy Butler (7852392),Jeremy Butler,7852392,3000,SD@CAR,SD,Jeremy,Butler,TB,0,1.4,12,0.004716981
WR,Jermaine Kearse (7852396),Jermaine Kearse,7852396,3000,SEA@GB,Sea,Jermaine,Kearse,Ari,6.66,9.4,3,0.173126615
RB,Jerome Felton (7852210),Jerome Felton,7852210,3000,PIT@BUF,Buf,Jerome,Felton,Cle,0,0,0,0
RB,Joe Kerridge (7852184),Joe Kerridge,7852184,3000,SEA@GB,GB,Joe,Kerridge,Ind,0,0,0,0
RB,John Kuhn (7852148),John Kuhn,7852148,3000,NO@TB,NO,John,Kuhn,Sea,2.72,2.2,0,0
RB,Jonathan Grimes (7852177),Jonathan Grimes,7852177,3000,HOU@IND,Hou,Jonathan,Grimes,Car,1.54,1.9,9,0.018223235
RB,Jonathan Williams (7852218),Jonathan Williams,7852218,3000,PIT@BUF,Buf,Jonathan,Williams,GB,0,0,15,0.005602241
WR,Jordan Norwood (7852289),Jordan Norwood,7852289,3000,DEN@TEN,Den,Jordan,Norwood,PIT,0,2.3,3,0.078431373
WR,Jordan Taylor (7852297),Jordan Taylor,7852297,3000,DEN@TEN,Den,Jordan,Taylor,Sea,0,3.8,8,0.036764706
WR,Justin Hardy (7852262),Justin Hardy,7852262,3000,ATL@LA,Atl,Justin,Hardy,TB,5.84,5.8,8,0.047393365
WR,Justin Hunter (7852352),Justin Hunter,7852352,3000,PIT@BUF,Buf,Justin,Hunter,Ind,3.23,2.6,7,0.056022409
RB,Juwan Thompson (7852170),Juwan Thompson,7852170,3000,DEN@TEN,Den,Juwan,Thompson,PIT,0,1.1,0,0
RB,Ka'Deem Carey (7852205),Ka'Deem Carey,7852205,3000,CHI@DET,Chi,Ka'Deem,Carey,Ten,1.88,2.4,12,0.016129032
WR,Keith Mumphery (7852304),Keith Mumphery,7852304,3000,HOU@IND,Hou,Keith,Mumphery,Ten,5.95,2,12,0.004555809
RB,Kenyan Drake (7852199),Kenyan Drake,7852199,3000,ARI@MIA,Mia,Kenyan,Drake,LA,1.58,1.4,11,0.024390244
RB,Kerwynn Williams (7852231),Kerwynn Williams,7852231,3000,ARI@MIA,Ari,Kerwynn,Williams,PIT,0,0,0,0
WR,Leonte Carroo (7852335),Leonte Carroo,7852335,3000,ARI@MIA,Mia,Leonte,Carroo,Ten,2.74,0,12,0.013550136
RB,Mack Brown (7852234),Mack Brown,7852234,3000,WAS@PHI,Was,Mack,Brown,Det,0,0,0,0
RB,Malcolm Brown (7852165),Malcolm Brown,7852165,3000,ATL@LA,LA,Malcolm,Brown,Ind,1.12,3,11,0.004901961
RB,Marcus Murphy (7852152),Marcus Murphy,7852152,3000,NO@TB,NO,Marcus,Murphy,Ari,0,0,13,0.001992032
WR,Marlon Brown (7852295),Marlon Brown,7852295,3000,DEN@TEN,Den,Marlon,Brown,Mia,0,0,0,0
WR,Marquis Bundy (7852382),Marquis Bundy,7852382,3000,ARI@MIA,Ari,Marquis,Bundy,Ari,0,0,0,0
WR,Maurice Harris (7852380),Maurice Harris,7852380,3000,WAS@PHI,Was,Maurice,Harris,Phi,0,0,10,0.018442623
RB,Mike Davis (7852207),Mike Davis,7852207,3000,NYJ@SF,SF,Mike,Davis,Atl,0,0,13,0.013333333
WR,Mike Thomas (7852288),Mike Thomas,7852288,3000,ATL@LA,LA,Mike,Thomas,TB,0,0,10,0.007352941
RB,Mike Tolbert (7852246),Mike Tolbert,7852246,3000,SD@CAR,Car,Mike,Tolbert,Ten,0,1.7,0,0
RB,Patrick DiMarco (7852139),Patrick DiMarco,7852139,3000,ATL@LA,Atl,Patrick,DiMarco,Mia,0,0,0,0
RB,Paul Lasike (7852206),Paul Lasike,7852206,3000,CHI@DET,Chi,Paul,Lasike,Phi,0,0,0,0
WR,Paul Richardson (7852398),Paul Richardson,7852398,3000,SEA@GB,Sea,Paul,Richardson,NYJ,0,3.9,5,0.062015504
RB,Peyton Barber (7852245),Peyton Barber,7852245,3000,NO@TB,TB,Peyton,Barber,Atl,0,0,12,0.015625
WR,Pharoh Cooper (7852287),Pharoh Cooper,7852287,3000,ATL@LA,LA,Pharoh,Cooper,SD,0,2,9,0.017156863
WR,Rashad Ross (7852378),Rashad Ross,7852378,3000,WAS@PHI,Was,Rashad,Ross,LA,0,0,13,0.004098361
RB,Reggie Bush (7852209),Reggie Bush,7852209,3000,PIT@BUF,Buf,Reggie,Bush,Det,0,2.3,8,0.033613445
WR,Rod Streater (7852341),Rod Streater,7852341,3000,NYJ@SF,SF,Rod,Streater,GB,4.74,2.9,8,0.042666667
WR,Roger Lewis (7852370),Roger Lewis,7852370,3000,DAL@NYG,NYG,Roger,Lewis,NO,3.13,1.2,9,0.03640257
RB,Ronnie Hillman (7852241),Ronnie Hillman,7852241,3000,SD@CAR,SD,Ronnie,Hillman,Atl,7.64,0,0,0
RB,Roosevelt Nix (7852226),Roosevelt Nix,7852226,3000,PIT@BUF,Pit,Roosevelt,Nix,Phi,0,0,0,0
WR,Ryan Grant (7852376),Ryan Grant,7852376,3000,WAS@PHI,Was,Ryan,Grant,PIT,0,2.3,7,0.036885246
WR,Sammie Coates (7852367),Sammie Coates,7852367,3000,PIT@BUF,Pit,Sammie,Coates,NYJ,2.99,1.9,5,0.091295117
RB,Shaun Draughn (7852201),Shaun Draughn,7852201,3000,NYJ@SF,SF,Shaun,Draughn,Dal,4.91,3.4,6,0.069333333
RB,Stepfan Taylor (7852230),Stepfan Taylor,7852230,3000,ARI@MIA,Ari,Stepfan,Taylor,Car,0,0,0,0
WR,Tanner McEvoy (7852400),Tanner McEvoy,7852400,3000,SEA@GB,Sea,Tanner,McEvoy,Buf,4.55,0,9,0.012919897
WR,Tavarres King (7852364),Tavarres King,7852364,3000,DAL@NYG,NYG,Tavarres,King,Phi,0,0,13,0.006423983
RB,Terron Ward (7852142),Terron Ward,7852142,3000,ATL@LA,Atl,Terron,Ward,Buf,0,0,12,0.004739336
WR,Tommylee Lewis (7852275),Tommylee Lewis,7852275,3000,NO@TB,NO,Tommylee,Lewis,NYJ,0,0,11,0.021912351
RB,Travaris Cadet (7852149),Travaris Cadet,7852149,3000,NO@TB,NO,Travaris,Cadet,Mia,4.28,1.1,5,0.081673307
WR,Trevor Davis (7852309),Trevor Davis,7852309,3000,SEA@GB,GB,Trevor,Davis,GB,0,0,9,0.016129032
RB,Troymaine Pope (7852253),Troymaine Pope,7852253,3000,SEA@GB,Sea,Troymaine,Pope,Dal,0,2.8,15,0.002583979
RB,Tyler Ervin (7852182),Tyler Ervin,7852182,3000,HOU@IND,Hou,Tyler,Ervin,LA,0,0,11,0.011389522
TE,Vance McDonald (7852459),Vance McDonald,7852459,3000,NYJ@SF,SF,Vance,McDonald,TB,0,6.5,4,0.117333333
RB,Will Tukuafu (7852249),Will Tukuafu,7852249,3000,SEA@GB,Sea,Will,Tukuafu,TB,0,0,0,0
RB,Zach Zenner (7852154),Zach Zenner,7852154,3000,CHI@DET,Det,Zach,Zenner,Sea,7.21,7.8,0,0
TE,Hunter Henry (7852489),Hunter Henry,7852489,2900,SD@CAR,SD,Hunter,Henry,GB,7.81,7.1,6,0.094339623
TE,Julius Thomas (7852428),Julius Thomas,7852428,2800,MIN@JAX,Jax,Julius,Thomas,Ind,0,0,4,0.109090909
TE,Lance Kendricks (7852420),Lance Kendricks,7852420,2800,ATL@LA,LA,Lance,Kendricks,NYJ,8.2,10.1,3,0.178921569
TE,Will Tye (7852471),Will Tye,7852471,2800,DAL@NYG,NYG,Will,Tye,GB,8.31,8.3,4,0.107066381
TE,Jared Cook (7852433),Jared Cook,7852433,2700,SEA@GB,GB,Jared,Cook,Chi,7.57,7.1,6,0.060483871
TE,Charles Clay (7852464),Charles Clay,7852464,2600,PIT@BUF,Buf,Charles,Clay,GB,9.31,8.3,2,0.173669468
TE,Richard Rodgers (7852437),Richard Rodgers,7852437,2600,SEA@GB,GB,Richard,Rodgers,Car,4.75,3.8,4,0.08266129
TE,A.J. Derby (7852427),A.J. Derby,7852427,2500,DEN@TEN,Den,A.J.,Derby,Was,0,6,9,0.022058824
TE,Alan Cross (7852488),Alan Cross,7852488,2500,NO@TB,TB,Alan,Cross,SD,0,0,0,0
TE,Alex Ellis (7852431),Alex Ellis,7852431,2500,MIN@JAX,Jax,Alex,Ellis,Min,0,0,0,0
TE,Asante Cleveland (7852487),Asante Cleveland,7852487,2500,SD@CAR,SD,Asante,Cleveland,Atl,0,0,0,0
TE,Austin Hooper (7852411),Austin Hooper,7852411,2500,ATL@LA,Atl,Austin,Hooper,Dal,2.56,6.3,7,0.059241706
TE,Ben Braunecker (7852463),Ben Braunecker,7852463,2500,CHI@DET,Chi,Ben,Braunecker,Buf,2.53,6.7,14,0.004608295
TE,Ben Koyack (7852432),Ben Koyack,7852432,2500,MIN@JAX,Jax,Ben,Koyack,Ind,4.32,5.1,8,0.028282828
TE,Blake Bell (7852460),Blake Bell,7852460,2500,NYJ@SF,SF,Blake,Bell,Sea,4.7,0,12,0.016
TE,Brandon Myers (7852482),Brandon Myers,7852482,2500,NO@TB,TB,Brandon,Myers,Phi,1.98,0,10,0.020089286
TE,Brandon Pettigrew (7852412),Brandon Pettigrew,7852412,2500,CHI@DET,Det,Brandon,Pettigrew,PIT,0,0,0,0
TE,Brandon Williams (7852494),Brandon Williams,7852494,2500,SEA@GB,Sea,Brandon,Williams,Sea,0,0,13,0.005167959
TE,Brent Celek (7852439),Brent Celek,7852439,2500,WAS@PHI,Phi,Brent,Celek,NYJ,0,1.3,7,0.027027027
TE,C.J. Uzomah (7852446),C.J. Uzomah,7852446,2500,CIN@CLE,Cin,C.J.,Uzomah,Car,0,0,6,0.064876957
TE,Chris Manhertz (7852495),Chris Manhertz,7852495,2500,SD@CAR,Car,Chris,Manhertz,Ari,0,0,0,0
TE,Clay Harbor (7852413),Clay Harbor,7852413,2500,CHI@DET,Det,Clay,Harbor,Dal,0,2,11,0.00678733
TE,Cory Harkey (7852422),Cory Harkey,7852422,2500,ATL@LA,LA,Cory,Harkey,Sea,0,0,0,0
TE,Daniel Brown (7852462),Daniel Brown,7852462,2500,CHI@DET,Chi,Daniel,Brown,Ten,0,6.4,12,0.016129032
TE,Darren Fells (7852476),Darren Fells,7852476,2500,ARI@MIA,Ari,Darren,Fells,NO,2.3,1.5,8,0.031007752
TE,David Johnson (7852468),David Johnson,7852468,2500,PIT@BUF,Pit,David,Johnson,Min,0,0,12,0.01910828
TE,Derek Carrier (7852479),Derek Carrier,7852479,2500,WAS@PHI,Was,Derek,Carrier,Car,0,0,13,0.004098361
TE,Dion Sims (7852449),Dion Sims,7852449,2500,ARI@MIA,Mia,Dion,Sims,LA,7.82,3.4,5,0.067750678
TE,Dominique Jones (7852453),Dominique Jones,7852453,2500,ARI@MIA,Mia,Dominique,Jones,Det,2.48,2,8,0.032520325
TE,Ed Dickson (7852492),Ed Dickson,7852492,2500,SD@CAR,Car,Ed,Dickson,Min,2.64,1.4,7,0.037037037
TE,Garrett Celek (7852458),Garrett Celek,7852458,2500,NYJ@SF,SF,Garrett,Celek,NYJ,8.26,4.4,5,0.093333333
TE,Hakeem Valles (7852480),Hakeem Valles,7852480,2500,ARI@MIA,Ari,Hakeem,Valles,NO,0,0,12,0.003875969
TE,Je'Ron Hamm (7852461),Je'Ron Hamm,7852461,2500,NYJ@SF,SF,Je'Ron,Hamm,Chi,0,0,0,0
TE,Jeff Heuerman (7852430),Jeff Heuerman,7852430,2500,DEN@TEN,Den,Jeff,Heuerman,GB,0,0,13,0.007352941
TE,Jerell Adams (7852474),Jerell Adams,7852474,2500,DAL@NYG,NYG,Jerell,Adams,Was,2.71,2.4,10,0.029978587
TE,Jermaine Gresham (7852477),Jermaine Gresham,7852477,2500,ARI@MIA,Ari,Jermaine,Gresham,Cle,9.5,7.4,6,0.083333333
TE,Jesse James (7852473),Jesse James,7852473,2500,PIT@BUF,Pit,Jesse,James,SD,3.6,2.4,3,0.106157113
TE,John Phillips (7852414),John Phillips,7852414,2500,NO@TB,NO,John,Phillips,Chi,3.1,3.1,13,0.001992032
TE,Josh Hill (7852417),Josh Hill,7852417,2500,NO@TB,NO,Josh,Hill,Atl,0,0,8,0.041832669
TE,Joshua Perkins (7852410),Joshua Perkins,7852410,2500,ATL@LA,Atl,Joshua,Perkins,Det,0,1.3,0,0
TE,Larry Donnell (7852469),Larry Donnell,7852469,2500,DAL@NYG,NYG,Larry,Donnell,Mia,0,0,7,0.04496788
TE,Levine Toilolo (7852406),Levine Toilolo,7852406,2500,ATL@LA,Atl,Levine,Toilolo,Buf,4.04,2,10,0.033175355
TE,Logan Paulsen (7852455),Logan Paulsen,7852455,2500,CHI@DET,Chi,Logan,Paulsen,Phi,2.02,2.7,11,0.023041475
TE,Luke Stocker (7852484),Luke Stocker,7852484,2500,NO@TB,TB,Luke,Stocker,Ari,0,0,14,0.011160714
TE,Luke Willson (7852493),Luke Willson,7852493,2500,SEA@GB,Sea,Luke,Willson,Ari,2.29,1.4,7,0.033591731
TE,MarQueis Gray (7852448),MarQueis Gray,7852448,2500,ARI@MIA,Mia,MarQueis,Gray,SD,0,1.7,7,0.037940379
TE,Matthew Mulligan (7852415),Matthew Mulligan,7852415,2500,CHI@DET,Det,Matthew,Mulligan,NYJ,0,0,0,0
TE,Neal Sterling (7852429),Neal Sterling,7852429,2500,MIN@JAX,Jax,Neal,Sterling,Mia,7.42,3.8,9,0.022222222
TE,Nick O'Leary (7852467),Nick O'Leary,7852467,2500,PIT@BUF,Buf,Nick,O'Leary,NYJ,3.18,1.5,8,0.033613445
TE,Nick Vannett (7852496),Nick Vannett,7852496,2500,SEA@GB,Sea,Nick,Vannett,Ten,0,0,10,0.010335917
TE,Ryan Griffin (7852434),Ryan Griffin,7852434,2500,HOU@IND,Hou,Ryan,Griffin,Dal,9.34,3.9,4,0.134396355
TE,Ryan Hewitt (7852441),Ryan Hewitt,7852441,2500,CIN@CLE,Cin,Ryan,Hewitt,Mia,0,0,13,0.004474273
TE,Sean McGrath (7852485),Sean McGrath,7852485,2500,SD@CAR,SD,Sean,McGrath,Buf,0,0,12,0.004716981
TE,Stephen Anderson (7852436),Stephen Anderson,7852436,2500,HOU@IND,Hou,Stephen,Anderson,TB,3.24,1.5,8,0.031890661
TE,Temarrick Hemingway (7852425),Temarrick Hemingway,7852425,2500,ATL@LA,LA,Temarrick,Hemingway,TB,0,0,0,0
TE,Thomas Duarte (7852454),Thomas Duarte,7852454,2500,ARI@MIA,Mia,Thomas,Duarte,LA,0,0,0,0
TE,Trey Burton (7852443),Trey Burton,7852443,2500,WAS@PHI,Phi,Trey,Burton,Dal,6.82,2,6,0.085585586
TE,Tyler Higbee (7852424),Tyler Higbee,7852424,2500,ATL@LA,LA,Tyler,Higbee,LA,1.49,1.2,6,0.051470588
TE,Tyler Kroft (7852445),Tyler Kroft,7852445,2500,CIN@CLE,Cin,Tyler,Kroft,Det,1.82,1.3,9,0.024608501
TE,Virgil Green (7852426),Virgil Green,7852426,2500,DEN@TEN,Den,Virgil,Green,NO,0,3.9,4,0.071078431
TE,Xavier Grimble (7852472),Xavier Grimble,7852472,2500,PIT@BUF,Pit,Xavier,Grimble,GB,0,0,9,0.040339703
