"Place_lo","Place_hi","Payout"
"1","1","250000"
"2","2","100000"
"3","3","50000"
"4","4","30000"
"5","5","20000"
"6","6","15000"
"7","8","10000"
"9","10","8000"
"11","15","6000"
"16","25","5000"
"26","35","4000"
"36","50","3000"
"51","75","2500"
"76","110","2000"
"111","160","1500"
"161","235","1250"
"236","350","1000"
"351","515","800"
"516","770","650"
"771","1210","500"
