"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","George Springer",5600,"SEA@HOU 08:10PM ET",10.814,"HOU","SEA",10.18,10.7,10.03,NA,"1","1",10
"OF","Charlie Blackmon",5600,"SD@COL 08:40PM ET",10.645,"COL","SD",11.44,13.2,11.23,NA,"1","1",24
"OF","Aaron Judge",5400,"NYY@MIN 08:10PM ET",11.352,"NYY","MIN",11.05,11.2,9.96,NA,"3","3",2
"2B","Jose Altuve",5300,"SEA@HOU 08:10PM ET",10.562,"HOU","SEA",9.68,9.9,10.62,NA,"2","2",3
"SS","Carlos Correa",5300,"SEA@HOU 08:10PM ET",10.241,"HOU","SEA",9.88,9.2,9.68,NA,"3","4",2
"3B","Nolan Arenado",5200,"SD@COL 08:40PM ET",9.366,"COL","SD",9.48,12,10.55,NA,"3","3",2
"3B","Kris Bryant",5200,"CHC@ATL 07:35PM ET",9.218,"CHC","ATL",8.67,8.4,9.95,NA,"2","2",5
"OF","Mookie Betts",4900,"TOR@BOS 07:08PM ET",9.911,"BOS","TOR",7.97,11.3,9.66,NA,"1","1",5
"1B/3B","Freddie Freeman",4800,"CHC@ATL 07:35PM ET",12.348,"ATL","CHC",7.33,7.5,8.6,NA,"3","3",5
"1B","Anthony Rizzo",4800,"CHC@ATL 07:35PM ET",9.176,"CHC","ATL",9.86,10.1,10.45,NA,"3","3",19
"2B","Brian Dozier",4700,"NYY@MIN 08:10PM ET",8.412,"MIN","NYY",8.44,9.3,9.95,NA,"1","1",6
"OF","Starling Marte",4700,"MIL@PIT 07:05PM ET",7.769,"PIT","MIL",NA,0,NA,NA,"x","x",NA
"1B","Mark Reynolds",4700,"SD@COL 08:40PM ET",8.629,"COL","SD",9.55,11.3,8.62,NA,"4","5",13
"3B","Miguel Sano",4600,"NYY@MIN 08:10PM ET",8.919,"MIN","NYY",8.99,9.5,9.41,NA,"4","4",5
"C","Gary Sanchez",4600,"NYY@MIN 08:10PM ET",8.95,"NYY","MIN",8.05,0,9.29,NA,"x","x",NA
"OF","Ryan Braun",4600,"MIL@PIT 07:05PM ET",9.045,"MIL","PIT",8.67,8.3,8.01,NA,"3","3",3
"OF","Domingo Santana",4600,"MIL@PIT 07:05PM ET",8.648,"MIL","PIT",7.15,7.3,6.88,NA,"5","5",2
"1B","Jesus Aguilar",4600,"MIL@PIT 07:05PM ET",4.939,"MIL","PIT",NA,0,1.58,NA,"x","x",NA
"OF","Michael Conforto",4600,"STL@NYM 07:10PM ET",8.658,"NYM","STL",8.56,9.7,7.72,NA,"1","1",16
"OF","Josh Reddick",4600,"SEA@HOU 08:10PM ET",8.385,"HOU","SEA",5.43,6.8,1.96,NA,"x","3",5
"2B","DJ LeMahieu",4600,"SD@COL 08:40PM ET",7.478,"COL","SD",7.55,9.8,9.19,NA,"2","2",9
"2B/3B","Jose Ramirez",4600,"CLE@SF 10:15PM ET",9.719,"CLE","SF",8.34,8.2,8.43,NA,"4","5",7
"OF","Andrew McCutchen",4500,"MIL@PIT 07:05PM ET",8.933,"PIT","MIL",9.52,9.5,9.11,NA,"3","3",10
"3B","Travis Shaw",4500,"MIL@PIT 07:05PM ET",9.852,"MIL","PIT",10.48,8.6,7.26,NA,"4","4",12
"OF","Jay Bruce",4500,"STL@NYM 07:10PM ET",9.179,"NYM","STL",9.5,9,7.42,NA,"4","4",6
"2B","Robinson Cano",4500,"SEA@HOU 08:10PM ET",8.452,"SEA","HOU",6.57,8.8,7.33,NA,"3","3",2
"OF","Nelson Cruz",4500,"SEA@HOU 08:10PM ET",8.584,"SEA","HOU",6.21,9.2,7.27,NA,"4","4",16
"OF","Giancarlo Stanton",4500,"PHI@MIA 07:10PM ET",9.337,"MIA","PHI",9,8.2,9.51,NA,"2","2",34
"1B","Justin Bour",4500,"PHI@MIA 07:10PM ET",8.438,"MIA","PHI",8.45,8.6,7.8,NA,"5","5",18
"1B/OF","Ian Desmond",4500,"SD@COL 08:40PM ET",7.655,"COL","SD",7.99,9.6,9.69,NA,"5","6",9
"OF","Gerardo Parra",4500,"SD@COL 08:40PM ET",6.982,"COL","SD",8.42,10.6,1.91,NA,"x","4",17
"3B","Mike Moustakas",4400,"DET@KC 08:15PM ET",8.642,"KC","DET",8.3,8.9,9.16,NA,"6","6",0
"1B/OF","Eric Thames",4400,"MIL@PIT 07:05PM ET",9.024,"MIL","PIT",9.59,10.2,7.39,NA,"2","2",6
"SS","Jean Segura",4400,"SEA@HOU 08:10PM ET",9.317,"SEA","HOU",6.12,8.6,7.42,NA,"1","1",15
"2B/OF","Ian Happ",4400,"CHC@ATL 07:35PM ET",8.407,"CHC","ATL",7.99,7.9,8.02,NA,"4","6",8
"1B","Edwin Encarnacion",4400,"CLE@SF 10:15PM ET",8.455,"CLE","SF",8.82,8.2,1.63,NA,"x","4",2
"OF","Brett Gardner",4300,"NYY@MIN 08:10PM ET",8.776,"NYY","MIN",6.24,0,8.45,NA,"x","x",NA
"OF","Max Kepler",4300,"NYY@MIN 08:10PM ET",7.105,"MIN","NYY",8.11,9.1,8.2,NA,"5","5",0
"OF","Mark Trumbo",4300,"TEX@BAL 07:05PM ET",7.626,"BAL","TEX",8.47,8.9,9.15,NA,"5","4",0
"3B","Manny Machado",4300,"TEX@BAL 07:05PM ET",7.663,"BAL","TEX",9.47,9.8,10.34,NA,"2","2",16
"OF","Delino DeShields",4300,"TEX@BAL 07:05PM ET",6.362,"TEX","BAL",NA,0,7.39,NA,"x","x",NA
"1B","Hanley Ramirez",4300,"TOR@BOS 07:08PM ET",7.253,"BOS","TOR",6.34,8.9,7.45,NA,"5","5",0
"OF","Andrew Benintendi",4300,"TOR@BOS 07:08PM ET",8.14,"BOS","TOR",8.35,8.8,7.39,NA,"6","6",12
"OF","Steven Souza",4300,"TB@OAK 10:05PM ET",8.816,"TB","OAK",NA,7.7,7.75,NA,"5","5",14
"OF","Christian Yelich",4300,"PHI@MIA 07:10PM ET",8.172,"MIA","PHI",8.33,9.4,8.29,NA,"3","3",2
