"Mookie Betts_BOS","Ryan Braun_MIL","Hanley Ramirez_BOS","Xander Bogaerts_BOS","Brian Dozier_MIN","Eric Thames_MIL","Jose Abreu_CWS","Jackie Bradley_BOS","Andrew Benintendi_BOS","Miguel Sano_MIN","Rougned Odor_TEX","Dustin Pedroia_BOS","Wil Myers_SD","Todd Frazier_CWS","Jonathan Villar_MIL","Melky Cabrera_CWS","Adrian Beltre_TEX","Matt Szczur_SD","Max Kepler_MIN","Keon Broxton_MIL","Carlos Gomez_TEX","Elvis Andrus_TEX","Ryan Schimpf_SD","Avisail Garcia_CWS","Pablo Sandoval_BOS","Joey Gallo_TEX","Robbie Grossman_MIN","Matt Davidson_CWS","Kennys Vargas_MIN","Brock Holt_BOS","Shin-Soo Choo_TEX","Nomar Mazara_TEX","Tyler Saladino_CWS","Eddie Rosario_MIN","Byron Buxton_MIN","Mitch Moreland_BOS","Hernan Perez_MIL","Travis Shaw_MIL","Mike Napoli_TEX","Joe Mauer_MIN","Jorge Polanco_MIN","Chris Young_BOS","Orlando Arcia_MIL","Jonathan Lucroy_TEX","Yangervis Solarte_SD","Delino DeShields_TEX","Manuel Margot_SD","Tim Anderson_CWS","Nick Franklin_MIL","Domingo Santana_MIL","Alex Dickerson_SD","Hunter Renfroe_SD","Sandy Leon_BOS","Chase d'Arnaud_BOS","Jesus Aguilar_MIL","Steve Selsky_BOS","Jurickson Profar_TEX","Cory Spangenberg_SD","Leury Garcia_CWS","Charlie Tilson_CWS","Marco Hernandez_BOS","Eduardo Escobar_MIN","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Robinson Chirinos_TEX","Travis Jankowski_SD","Jason Castro_MIN","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Pete Kozma_TEX","Brett Nicholas_TEX","Chris Gimenez_MIN","Manny Pina_MIL","Ryan Rua_TEX","Jacob May_CWS","Jett Bandy_MIL","Christian Bethancourt_SD","Austin Hedges_SD","Cody Asche_CWS","Erick Aybar_SD","Hanser Alberto_TEX","Geovany Soto_CWS","Ehire Adrianza_MIN","Omar Narvaez_CWS","Willy Garcia_CWS","Luis Sardinas_SD","Allen Cordoba_SD","Yolmer Sanchez_CWS","Jabari Blash_SD","Kevan Smith_CWS","Hector Sanchez_SD","Drew Robinson_TEX","Zack Collins_CWS","Luis Torrens_SD"
0,0,0,0,0,0,0,0,0,0,33.6411290322581,0,0,0,0,0,0,0,0,0,32.4935483870968,2.79354838709677,0,0,0,1.31397849462366,0,0,0,0,15.6190476190476,16.5714285714286,0,0,0,0,0,0,3.98645320197044,0,0,0,0,0.372294372294372,0,15.3666666666667,0,0,0,0,0,0,0,0,0,0,-2.57575757575758,0,0,0,0,0,0,0,-19.8888888888889,0,0,0,0,0,0,0,0,0,22.3846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6320346320346,0,10.3684210526316,9.52631578947368,0,0,0,3.53030303030303,20.2463768115942,0,0,25.1884057971014,0,0,0,0,0,0,0,0,0,0,0,0,-5.72727272727273,0,0,0,0,0,0,0,0,0,0,0.927536231884058,0,0,0,0,0,8.40865384615385,0,0,0,0,0,0,0,0,0,0,29.2179487179487,0,0,0,0,0,0,0,-0.0606060606060606,0,0,0,0,0,0,15.9545454545455,0,-7.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,72.8731182795699,0,0,0,0,0,0,0,0,0,-2.15811965811966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31505376344086,0,7.2735632183908,0,0,0,0,2.50804597701149,0,0,0,0,0,-17.7777777777778,0,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,0,0,0,0,0,0,8.89076923076923,0,-4.33760683760684,0,0,0,0,0,10.5,-6.78571428571429,0,-12.6428571428571,0,0,0,0,19.3333333333333
0,0,0,0,0,0,14.1013071895425,0,0,0,0,0,0,47.8771929824561,0,8.13235294117647,0,0,0,0,0,0,0,39.4705882352941,0,0,0,-13.8571428571429,0,0,0,0,9.00641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5392156862745,0,0,0,0,0,0,0,0,0,0,20.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56666666666667,0,0,0,7.77777777777778,0,0,14.7083333333333,0,32.8472222222222,-12.5,0,0,0,0,0,0,0,0,0
0,-21.9525691699605,0,0,0,-2.38888888888889,0,0,0,0,0,0,0,0,65.0298850574713,0,0,0,0,3.78260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3088235294118,0.474358974358974,0,0,0,0,1.61538461538462,0,0,0,0,0,11,-13.602766798419,0,0,0,0,-37.3333333333333,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,16.4395604395604,0,0,9.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,24.4762845849802,0,0,0,0,0,0,8.13235294117647,0,17.7101449275362,0,0,0,0,0,0,0,1.09486166007905,0,0,0,35.4038461538462,0,0,0,0,4.72875816993464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0238095238095,0,0,0,0,0,0,0,0,0,0,3.74853801169591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,0,0,0,9.65909090909091,0,0,-7.88888888888889,0,8.16666666666667,-7.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,18.7543859649123,0,0,0,0,23.2763157894737,0,0,0,0,0,0,0,0,43.1904761904762,0,0,0,0,0,0,0,19.7047619047619,0,-42,0,0,0,0,2.00789473684211,19.2647058823529,0,0,0,0,-4.30701754385965,-6.1374269005848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88888888888889,0,0,0,0,-0.595588235294118,0,0,0,0,0,17.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-32.656862745098,0,0,0,-14.6428571428571,0,0,0,0,0,0,0,0,3.78260869565217,0,0,0,0,114.134387351779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3818181818182,3.74736842105263,0,0,0,0,6.71428571428571,0,0,0,0,0,22.5,-4.9766081871345,0,0,0,0,10.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.1,0,0,-26.6060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32.4935483870968,0,0,0,0,0,0,0,0,0,65.694623655914,0.620689655172414,0,0,0,-3.63448275862069,0,0,0,0,18.8960113960114,28.1851851851852,0,0,0,0,0,0,-3.81481481481481,0,0,0,0,-5.21666666666667,0,18.1857142857143,0,0,0,0,0,0,0,0,0,0,4.15909090909091,0,0,0,0,0,0,0,-13.5555555555556,0,0,0,0,0,0,0,0,0,22.3589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.79354838709677,0,0,0,0,0,0,0,0,0,0.620689655172414,52.1462365591398,0,0,0,1.80689655172414,0,0,0,0,-6.25213675213675,14.1375661375661,0,0,0,0,0,0,1.6521164021164,0,0,0,0,18.7229437229437,0,20.0571428571429,0,0,0,0,0,0,0,0,0,0,5.59090909090909,0,0,0,0,0,0,0,16.6527777777778,0,0,0,0,0,0,0,0,0,14.9340659340659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-2.15811965811966,0,0,0,0,0,0,0,0,0,60.025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54700854700855,0,3.79076923076923,0,0,0,0,-10.3676923076923,0,0,0,0,0,16.3571428571429,0,0,0,0,0,0,0,-2.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0177865612648221,0,-3.8695652173913,0,0,0,0,0,0,5.42101086242752e-20,0,-2.1,0,0,0,0,-10
0,0,0,0,0,0,-0.125,0,0,0,0,0,0,39.4705882352941,0,1.09486166007905,0,0,0,0,0,0,0,78.4446153846154,0,0,0,-16.7472527472527,0,0,0,0,18.5350877192982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7727272727273,0,0,0,0,0,0,0,0,0,0,18.7357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,15.5384615384615,0,0,44.0444444444444,0,13.8141025641026,-16.8333333333333,0,0,0,0,-24.5,0,0,0,0
18.8653846153846,0,13.1818181818182,9.2,0,0,0,13.1333333333333,19.5769230769231,0,0,-5.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,33.8095238095238,0,0,0,0,0,0,0,0,0,0,4.83333333333333,0,0,0,0,0,5.21969696969697,0,0,0,0,0,0,0,0,0,0,-4.18055555555556,0,0,0,0,0,0,0,-8.26190476190476,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.31397849462366,0,0,0,0,0,0,0,0,0,-3.63448275862069,1.80689655172414,0,0,0,81.2903225806452,0,0,0,0,5.04131054131054,-4.69211822660098,0,0,0,0,0,0,1.99074074074074,0,0,0,0,9.26666666666667,0,11.0238095238095,0,0,0,0,0,0,0,0,0,0,2.26515151515152,0,0,0,0,0,0,0,47.5333333333333,0,0,0,0,0,0,0,0,0,43.025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5.01666666666667,0,0,0,0,13.6470588235294,0,0,0,0,0,0,0,0,19.7047619047619,0,0,0,0,0,0,0,33.8823529411765,0,11.1666666666667,0,0,0,0,-2.49632352941176,2.84285714285714,0,0,0,0,-1.73626373626374,5.64705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21428571428571,0,0,0,0,-1.13636363636364,0,0,0,0,0,14.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32.5989010989011,0,0,0,0,0,0,-13.8571428571429,0,35.4038461538462,0,0,0,0,0,0,0,-16.7472527472527,0,0,0,88.5238095238095,0,0,0,0,16.1346153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0705128205128,0,0,0,0,0,0,0,0,0,0,-2.28030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.33333333333333,0,0,0,9.83333333333333,0,0,-47.4,0,6.40476190476191,-5.33333333333333,0,0,0,0,-17.5,0,0,0,0
0,0,0,0,14.8,0,0,0,0,16.9047619047619,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,11.1666666666667,0,71.9285714285714,0,0,0,0,-4.60714285714286,26.3571428571429,0,0,0,0,27.9,28.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.6,0,0,0,0,-3.33333333333333,0,0,0,0,0,24.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,0,0,0,0,0,0,0,-1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15.6190476190476,0,0,0,0,0,0,0,0,0,18.8960113960114,-6.25213675213675,0,0,0,5.04131054131054,0,0,0,0,68.2010582010582,27.0366666666667,0,0,0,0,0,0,-15.645,0,0,0,0,5.7719298245614,0,49.7878787878788,0,0,0,0,0,0,0,0,0,0,12.3030303030303,0,0,0,0,0,0,0,6.05555555555556,0,0,0,0,0,0,0,0,0,62.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16.5714285714286,0,0,0,0,0,0,0,0,0,28.1851851851852,14.1375661375661,0,0,0,-4.69211822660098,0,0,0,0,27.0366666666667,75.5246305418719,0,0,0,0,0,0,-12.7369230769231,0,0,0,0,21.0421052631579,0,4.67948717948718,0,0,0,0,0,0,0,0,0,0,14.9545454545455,0,0,0,0,0,0,0,5.125,0,0,0,0,0,0,0,0,0,11.9772727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.18421052631579,0,0,0,0,0,0,9.00641025641026,0,4.72875816993464,0,0,0,0,0,0,0,18.5350877192982,0,0,0,16.1346153846154,0,0,0,0,22.3052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1838235294118,0,0,0,0,0,0,0,0,0,0,7.05882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,2.17857142857143,0,0,12.7222222222222,0,7.10714285714286,5.33333333333333,0,0,0,0,8.16666666666667,0,0,0,0
0,0,0,0,-9.95238095238095,0,0,0,0,-3,0,0,0,0,0,0,0,0,2.00789473684211,0,0,0,0,0,0,0,-2.49632352941176,0,-4.60714285714286,0,0,0,0,25.036231884058,2.82105263157895,0,0,0,0,9.22222222222222,1.0995670995671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43939393939394,0,0,0,0,-8.38235294117647,0,0,0,0,0,-6.92857142857143,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,18.0130718954248,0,0,0,0,25.2289473684211,0,0,0,0,0,0,0,0,19.2647058823529,0,0,0,0,0,0,0,2.84285714285714,0,26.3571428571429,0,0,0,0,2.82105263157895,32.7904761904762,0,0,0,0,14.7958333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.22222222222222,0,0,0,0,7.17307692307692,0,0,0,0,0,1.28571428571429,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
19.6923076923077,0,11.8804347826087,11.7771739130435,0,0,0,-10.5,14.2393162393162,0,0,0.927536231884058,0,0,0,0,0,0,0,0,0,0,0,0,4.83333333333333,0,0,0,0,2.33333333333333,0,0,0,0,0,48.765873015873,0,0,0,0,0,9.08928571428571,0,0,0,0,0,0,0,0,0,0,23.4428571428571,0,0,0,0,0,0,0,-1.5125,0,0,0,0,0,0,4.00641025641026,0,2.41666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-12.025641025641,0,0,0,69.7416666666667,0,0,0,0,0,0,0,0,12.3088235294118,0,0,0,0,11.3818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.470588235294,-2.8,0,0,0,0,17.6238095238095,0,0,0,0,0,0,-26.2424242424242,0,0,0,0,0,0,0,0,0,0,0,0,-10.8333333333333,0,0,0,0,0,0,0,0,0,0,32.1071428571429,0,0,-10.5111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-17.402380952381,0,0,0,23.2666666666667,0,0,0,0,0,0,0,0,0.474358974358974,0,0,0,0,3.74736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,72.4060846560847,0,0,0,0,8.505,0,0,0,0,0,-17.85,-5.56578947368421,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,22.75,0,0,0,0,0,0,0,0,0,0,0.28021978021978,0,0,-4.86813186813187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.98645320197044,0,0,0,0,0,0,0,0,0,-3.81481481481481,1.6521164021164,0,0,0,1.99074074074074,0,0,0,0,-15.645,-12.7369230769231,0,0,0,0,0,0,36.1477832512315,0,0,0,0,-1.24675324675325,0,-5.28571428571429,0,0,0,0,0,0,0,0,0,0,-4.18181818181818,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,-15.3272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-2.31372549019608,0,0,0,0,17.8538011695906,0,0,0,0,0,0,0,0,-4.30701754385965,0,0,0,0,0,0,0,-1.73626373626374,0,27.9,0,0,0,0,9.22222222222222,14.7958333333333,0,0,0,0,26.7368421052632,-4.66013071895425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03571428571429,0,0,0,0,4.24264705882353,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.96052631578947,0,0,0,0,3.55844155844156,0,0,0,0,0,0,0,0,-6.1374269005848,0,0,0,0,0,0,0,5.64705882352941,0,28.6666666666667,0,0,0,0,1.0995670995671,2,0,0,0,0,-4.66013071895425,22.1739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.39090909090909,0,0,0,0,-2.85714285714286,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0
-18.0448717948718,0,11.8545454545455,20.4204545454545,0,0,0,46.3333333333333,15.7815934065934,0,0,8.40865384615385,0,0,0,0,0,0,0,0,0,0,0,0,5.21969696969697,0,0,0,0,0,0,0,0,0,0,9.08928571428571,0,0,0,0,0,34.8232142857143,0,0,0,0,0,0,0,0,0,0,46.175,0,0,0,0,0,0,0,13.6333333333333,0,0,0,0,0,0,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.4,0,0,0,7.11,0,0,0,0,0,0,0,0,1.61538461538462,0,0,0,0,6.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6238095238095,8.505,0,0,0,0,46.2169312169312,0,0,0,0,0,-4.05,-6.53947368421053,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,-3.16666666666667,0,0,0,0,0,0,0,0,0,0,1.46153846153846,0,0,22.8351648351648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.372294372294372,0,0,0,0,0,0,0,0,0,-5.21666666666667,18.7229437229437,0,0,0,9.26666666666667,0,0,0,0,5.7719298245614,21.0421052631579,0,0,0,0,0,0,-1.24675324675325,0,0,0,0,42.8225108225108,0,16.9727272727273,0,0,0,0,0,0,0,0,0,0,5.17857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7.31505376344086,0,0,0,0,0,0,0,0,0,5.54700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2795698924731,0,9.41149425287356,0,0,0,0,-3.83218390804598,0,0,0,0,0,-1.84722222222222,0,0,0,0,0,0,0,0.83974358974359,0,0,0,0,0,0,0,0,0,0,0,0,-1.34153846153846,0,9.71225071225071,0,0,0,0,0,-6.66666666666667,-3.35714285714286,0,9.16666666666667,0,0,0,0,-5
