"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","750"
"3","3","600"
"4","4","500"
"5","5","400"
"6","8","300"
"9","11","200"
"12","16","150"
"17","21","100"
"22","31","80"
"32","46","60"
"47","66","50"
"67","96","40"
"97","126","30"
"127","176","25"
"177","236","20"
"237","406","15"
"407","756","12"
