"Paul Goldschmidt_ARI","Jake Lamb_ARI","AJ Pollock_ARI","Jose Altuve_HOU","Eric Thames_MIL","Jonathan Villar_MIL","Ryan Braun_MIL","JD Martinez_DET","Miguel Cabrera_DET","Corey Seager_LAD","David Peralta_ARI","Travis Shaw_MIL","Chris Owings_ARI","Carlos Correa_HOU","Cody Bellinger_LAD","Yasmany Tomas_ARI","Dexter Fowler_STL","Keon Broxton_MIL","Victor Martinez_DET","Yasmani Grandal_LAD","Chris Herrmann_ARI","Domingo Santana_MIL","George Springer_HOU","Yasiel Puig_LAD","Hernan Perez_MIL","Brandon Drury_ARI","Carlos Beltran_HOU","Justin Upton_DET","Josh Reddick_HOU","Marwin Gonzalez_HOU","Logan Forsythe_LAD","Stephen Piscotty_STL","Chris Taylor_LAD","Rey Fuentes_ARI","Ian Kinsler_DET","Alex Bregman_HOU","Justin Turner_LAD","Matt Carpenter_STL","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Brian McCann_HOU","Alex Avila_DET","Nicholas Castellanos_DET","Eric Sogard_MIL","Evan Gattis_HOU","Adrian Gonzalez_LAD","Franklin Gutierrez_LAD","Randal Grichuk_STL","Jedd Gyorko_STL","Joc Pederson_LAD","Aledmys Diaz_STL","Nick Franklin_MIL","Socrates Brito_ARI","Chase Utley_LAD","Tommy Pham_STL","Gregor Blanco_ARI","Jesus Aguilar_MIL","Orlando Arcia_MIL","Derek Fisher_HOU","Jett Bandy_MIL","Andrew Romine_DET","James McCann_DET","Kolten Wong_STL","Trayce Thompson_LAD","Austin Barnes_LAD","Chris Iannetta_ARI","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Norichika Aoki_HOU","Kike Hernandez_LAD","Andrew Toles_LAD","Daniel Descalso_ARI","Jake Marisnick_HOU","JaCoby Jones_DET","Yuli Gurriel_HOU","Yadier Molina_STL","Jhonny Peralta_STL","Rob Segedin_LAD","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Andre Ethier_LAD","Scott Van Slyke_LAD","Jose Martinez_STL","Harrison Bader_STL","Jim Adduci_DET","Greg Garcia_STL","Jose Iglesias_DET","Magneuris Sierra_STL","Jeff Mathis_ARI","Carson Kelly_STL","Eric Fryer_STL","Juan Centeno_HOU","Tony Kemp_HOU","Brett Eibner_LAD"
70.3657505285412,4.32051282051282,31.089247311828,0,0,0,0,0,0,0,11.2631048387097,0,1.7012012012012,0,0,-2.33143939393939,0,0,0,0,5.66025641025641,0,0,0,0,9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,13.7792207792208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.9666666666667,0,0,0,0,0,0,0,0,0,-23.1410256410256,0,0,0,0,0,0,19.2809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.314285714285714,0,0,0,0,0
4.32051282051282,65.5195121951219,-3.17241379310345,0,0,0,0,0,0,0,30.1532258064516,0,-14.7174688057041,0,0,-0.158620689655172,0,0,0,0,50.3626373626374,0,0,0,0,13.2784090909091,0,0,0,0,0,0,0,0,0,0,0,0,6,-29.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,0,0,0,0,0,0,0,0,2.65454545454545,0,0,0,0,0,0,-21.6636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70526315789474,0,0,0,0,0
31.089247311828,-3.17241379310345,59.2540322580645,0,0,0,0,0,0,0,10.7687747035573,0,-5.20229885057471,0,0,-12.52,0,0,0,0,19.625,0,0,0,0,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.88181818181818,0,0,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0
0,0,0,67.7243902439024,0,0,0,0,0,0,0,0,0,-16.7941176470588,0,0,0,0,0,0,0,0,-2.68768768768769,0,0,0,4.96302521008403,0,-11.7035984848485,-2.41485507246377,0,0,0,0,0,7.6966966966967,0,0,0,0,-3.66123188405797,0,0,0,4.8695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.195652173913,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,86.9613445378151,-5.8030303030303,20.2898550724638,0,0,0,0,14.8286290322581,0,0,0,0,0,-11.1538461538462,0,0,0,-6.53666666666667,0,0,46.2683982683983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4,0,0,0,0,0,4.06451612903226,0,-1.57894736842105,0,0,0,0,0,0,13.7380952380952,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5.8030303030303,70.2523616734143,-29.3133333333333,0,0,0,0,1.18894830659537,0,0,0,0,0,11.3537634408602,0,0,0,-15.2275862068966,0,0,7.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,0,-1.46666666666667,0,0,0,0,-47.5833333333333,2.65953654188948,0,4.4,0,0,0,0,0,0,20.843137254902,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20.2898550724638,-29.3133333333333,66.4387464387464,0,0,0,0,-16.8025362318841,0,0,0,0,0,-30.3473684210526,0,0,0,5.53809523809524,0,0,-5.71666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,-5,13.3586956521739,0,44.2435897435897,0,0,0,0,0,0,14.1208791208791,-12.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,228.611111111111,75,0,0,0,0,0,0,0,0,0,115.857142857143,0,0,0,0,0,0,0,0,34.0357142857143,0,0,0,0,0,0,61.9027777777778,0,0,0,0,0,0,92.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,37.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-43,-57.65,0,0,0,0,0,0,16.6190476190476,0,0,0,0,0,0,0
0,0,0,0,0,0,0,75,50.4815384615385,0,0,0,0,0,0,0,0,0,6.59090909090909,0,0,0,0,0,0,0,0,7.83201581027668,0,0,0,0,0,0,10.7404761904762,0,0,0,0,0,0,46.3888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0514705882353,8.95588235294118,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,0,0,0,8.33333333333333,0,6.71428571428571,-4.26470588235294,0,0,0,0,-8.4,0,15.8441558441558,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,53.4608974358974,0,0,0,0,12.7391304347826,0,0,0,0,21.5070564516129,0,0,0,10.9707207207207,0,0,0,0,0,0,31.525641025641,0,-7.71323529411765,0,0,0,18.4133064516129,0,0,0,0,0,0,0,0,7.795,5.56666666666667,0,0,15.8181818181818,0,0,0,-1.46969696969697,0,0,0,0,0,0,0,0,0,0,4.14285714285714,0,0,0,0,0,0,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,14
11.2631048387097,30.1532258064516,10.7687747035573,0,0,0,0,0,0,0,78.7973484848485,0,10.3353846153846,0,0,22.6146245059289,0,0,0,0,44.3909090909091,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,36.4166666666667,-8.72222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.15,0,0,0,0,0,0,0,0,0,19.1785714285714,0,0,0,0,0,0,-30.8090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5625,0,0,0,0,0
0,0,0,0,14.8286290322581,1.18894830659537,-16.8025362318841,0,0,0,0,72.9354354354354,0,0,0,0,0,7.67460317460317,0,0,0,4.92165242165242,0,0,-5.31422924901186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.5,0,0,0,0,0,0,0,-12.6,0,0,0,0,0,6.9375,0,-17.0736842105263,0,0,0,0,0,0,-2.125,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7012012012012,-14.7174688057041,-5.20229885057471,0,0,0,0,0,0,0,10.3353846153846,0,72.848506401138,0,0,18.5795698924731,0,0,0,0,-42.9545454545455,0,0,0,0,1.31724137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.75714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,0,0,0,0,0,-24.3444444444444,0,0,0,0,0,0,19.7727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.28947368421053,0,0,0,0,0
0,0,0,-16.7941176470588,0,0,0,0,0,0,0,0,0,43.6546546546547,0,0,0,0,0,0,0,0,4.25591397849462,0,0,0,-2.5070564516129,0,17.9034482758621,5.6,0,0,0,0,0,3.30492424242424,0,0,0,0,0.528985507246377,0,0,0,2.38095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.653679653679654,0,0,0,20.4679487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12.7391304347826,0,0,0,0,62.0851449275362,0,0,0,0,-9.96491228070176,0,0,0,24.2833333333333,0,0,0,0,0,0,-22.5,0,-20.9375,0,0,0,-6.31372549019608,0,0,0,0,0,0,0,0,9.75454545454545,44.5,0,0,-12.5681818181818,0,0,0,1.12916666666667,0,0,0,0,0,0,0,0,0,0,-8.45,0,0,0,0,0,0,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
-2.33143939393939,-0.158620689655172,-12.52,0,0,0,0,0,0,0,22.6146245059289,0,18.5795698924731,0,0,63.632798573975,0,0,0,0,-42.3333333333333,0,0,0,0,16.1215053763441,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3333333333333,0,0,0,0,0,0,0,0,0,-0.844444444444444,0,0,0,0,0,0,14.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0261437908497,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01630434782609,0,0,0,0,0,-16.692118226601,0,0,0,0,0,0,0,0,0,-0.315270935960591,-6.03623188405797,0,-1.39080459770115,0,0,0,-19.3,0,0,0,0,0,0,0,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54310344827586,2.22222222222222,0,0,0,0,0,0,0,3.23333333333333,0,0,15.0833333333333,0,42,0,0,-15.4166666666667,0,0,0
0,0,0,0,-11.1538461538462,11.3537634408602,-30.3473684210526,0,0,0,0,7.67460317460317,0,0,0,0,0,86.8806818181818,0,0,0,-1.8988603988604,0,0,9.07368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,0,0,0,0,0,-4.25,0,0,0,0,-16.5,6.66502463054187,0,-18.4649122807018,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,115.857142857143,6.59090909090909,0,0,0,0,0,0,0,0,0,37.1931818181818,0,0,0,0,0,0,0,0,3.39310344827586,0,0,0,0,0,0,16.9344827586207,0,0,0,0,0,0,6.94166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54970760233918,2.2952380952381,0,0,0,0,0,0,0,0,0,0,0,0,-8.82142857142857,0,0,0,0,1.75,-11.9166666666667,3.55555555555556,-8.62770562770563,0,0,0,0,14.5972222222222,0,-7.21666666666667,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,21.5070564516129,0,0,0,0,-9.96491228070176,0,0,0,0,51.0473484848485,0,0,0,2.38064516129032,0,0,0,0,0,0,27.6888888888889,0,15.4679487179487,0,0,0,11.5753846153846,0,0,0,0,0,0,0,0,9.37154150197629,-4,0,0,19.8868421052632,0,0,0,1.18809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27450980392157,0,0,0,0,0,0,0,0,0,0,0,0,-9.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0
5.66025641025641,50.3626373626374,19.625,0,0,0,0,0,0,0,44.3909090909091,0,-42.9545454545455,0,0,-42.3333333333333,0,0,0,0,75.2967032967033,0,0,0,0,-5.96428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
0,0,0,0,-6.53666666666667,-15.2275862068966,5.53809523809524,0,0,0,0,4.92165242165242,0,0,0,0,0,-1.8988603988604,0,0,0,47.273185483871,0,0,-6.58684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,12,0,0,0,0,23.9107142857143,-3.39458689458689,0,-8.2843137254902,0,0,0,0,0,0,7.10989010989011,-38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-2.68768768768769,0,0,0,0,0,0,0,0,0,4.25591397849462,0,0,0,0,0,0,0,0,44.3558558558559,0,0,0,-1.64717741935484,0,-8.70566502463054,10.1363636363636,0,0,0,0,0,2.7825311942959,0,0,0,0,2.24210526315789,0,0,0,16.2294372294372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92857142857143,0,0,0,-5.17307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10.9707207207207,0,0,0,0,24.2833333333333,0,0,0,0,2.38064516129032,0,0,0,59.4301282051282,0,0,0,0,0,0,8.88461538461539,0,-1.68627450980392,0,0,0,13.9933712121212,0,0,0,0,0,0,0,0,3.86050724637681,46.7,0,0,8.68577075098814,0,0,0,13.1578947368421,0,0,0,0,0,0,0,0,0,0,24.2222222222222,0,0,0,0,0,0,-0.481617647058824,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-22.5
0,0,0,0,46.2683982683983,7.215,-5.71666666666667,0,0,0,0,-5.31422924901186,0,0,0,0,0,9.07368421052632,0,0,0,-6.58684210526316,0,0,101.083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,-4,0,0,0,0,45.7333333333333,13.7569169960474,0,3.575,0,0,0,0,0,0,29.5454545454545,-10.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.07142857142857,13.2784090909091,15.9692307692308,0,0,0,0,0,0,0,28,0,1.31724137931034,0,0,16.1215053763441,0,0,0,0,-5.96428571428571,0,0,0,0,47.5585585585586,0,0,0,0,0,0,0,0,0,0,0,0,50.1666666666667,11.3006535947712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3.15151515151515,0,0,0,0,0,0,23.0555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324561403508772,0,0,0,0,0
