"Place_lo","Place_hi","Payout"
"1","1","250"
"2","2","200"
"3","3","175"
"4","4","150"
"5","5","125"
"6","6","100"
"7","8","80"
"9","10","60"
"11","15","50"
"16","25","40"
"26","50","30"
"51","79","20"
"80","131","15"
"132","211","12"
