"Ryan Braun_MIL","Giancarlo Stanton_MIA","Joey Votto_CIN","Yoenis Cespedes_NYM","Manny Machado_BAL","Jonathan Villar_MIL","Josh Donaldson_TOR","Jose Bautista_TOR","Gary Sanchez_NYY","Evan Longoria_TB","Christian Yelich_MIA","Adam Duvall_CIN","Chris Carter_NYY","Keon Broxton_MIL","Billy Hamilton_CIN","Dee Gordon_MIA","Eric Hosmer_KC","Lorenzo Cain_KC","Domingo Santana_MIL","JT Realmuto_MIA","Nolan Arenado_COL","Khris Davis_OAK","Chris Davis_BAL","Brad Miller_TB","Mallex Smith_TB","Buster Posey_SF","Charlie Blackmon_COL","Mark Trumbo_BAL","Troy Tulowitzki_TOR","Brett Gardner_NYY","Eric Thames_MIL","Jose Peraza_CIN","Jose Reyes_NYM","Jay Bruce_NYM","Rajai Davis_OAK","Alex Gordon_KC","Devon Travis_TOR","Adam Jones_BAL","Matt Holliday_NYY","Jacoby Ellsbury_NYY","Steven Souza_TB","Aaron Judge_NYY","Hernan Perez_MIL","Curtis Granderson_NYM","Mark Reynolds_COL","Trevor Story_COL","Hunter Pence_SF","Brandon Moss_KC","Jorge Soler_KC","Russell Martin_TOR","Kendrys Morales_TOR","Kevin Kiermaier_TB","Scooter Gennett_CIN","Travis Shaw_MIL","Orlando Arcia_MIL","Scott Schebler_CIN","Eduardo Nunez_SF","Carlos Gonzalez_COL","Ian Desmond_COL","Whit Merrifield_KC","Trevor Plouffe_OAK","Peter O'Brien_KC","Craig Gentry_BAL","Wilson Ramos_TB","Colby Rasmus_TB","Corey Dickerson_TB","Nick Franklin_MIL","Eugenio Suarez_CIN","David Wright_NYM","Asdrubal Cabrera_NYM","Marcell Ozuna_MIA","Brandon Belt_SF","Denard Span_SF","Salvador Perez_KC","Ryon Healy_OAK","Marcus Semien_OAK","Logan Morrison_TB","Matt Duffy_TB","Starlin Castro_NYY","Didi Gregorius_NYY","Jesus Aguilar_MIL","Zack Cozart_CIN","Lucas Duda_NYM","Neil Walker_NYM","Joe Panik_SF","David Dahl_COL","Cheslor Cuthbert_KC","Alcides Escobar_KC","Welington Castillo_BAL","Steve Pearce_TOR","Jonathan Schoop_BAL","Greg Bird_NYY","Arismendy Alcantara_CIN","Martin Prado_MIA","Michael Conforto_NYM","DJ LeMahieu_COL","Brandon Crawford_SF","Stephen Vogt_OAK","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Kevin Pillar_TOR","Pete Kozma_NYY","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Seth Smith_BAL","Jake Bauers_TB","Tim Beckham_TB","Chase Headley_NYY","Jesse Winker_CIN","Justin Bour_MIA","Wilmer Flores_NYM","Stephen Cardullo_COL","Josh Phegley_OAK","Mark Canha_OAK","Hyun Soo Kim_BAL","Manny Pina_MIL","Derek Dietrich_MIA","Jarrett Parker_SF","Yonder Alonso_OAK","Ryan O'Hearn_KC","Justin Smoak_TOR","Trey Mancini_BAL","Rowdy Tellez_TOR","Dalton Pompey_TOR","Aaron Hicks_NYY","Jett Bandy_MIL","Travis d'Arnaud_NYM","Nick Hundley_SF","Gerardo Parra_COL","Jed Lowrie_OAK","Terrance Gore_KC","Derek Norris_TB","Peter Bourjos_TB","Devin Mesoraco_CIN","TJ Rivera_NYM","Brandon Nimmo_NYM","Mac Williamson_SF","Christian Colon_KC","Jake Smolinski_OAK","Jarrod Saltalamacchia_TOR","JJ Hardy_BAL","Ezequiel Carrera_TOR","Gleyber Torres_NYY","Tucker Barnhart_CIN","JT Riddle_MIA","Destin Hood_MIA","Kelby Tomlinson_SF","Joey Rickard_BAL","Austin Romine_NYY","Curt Casali_TB","Ichiro Suzuki_MIA","Juan Lagares_NYM","Dustin Garneau_COL","Raul Mondesi_KC","Matt Joyce_OAK","Ronald Torreyes_NYY","Daniel Robertson_TB","Stuart Turner_CIN","Patrick Kivlehan_CIN","Adeiny Hechavarria_MIA","Tom Murphy_COL","Gorkys Hernandez_SF","Adam Rosales_OAK","Darwin Barney_TOR","Jesus Sucre_TB","AJ Ellis_MIA","Conor Gillaspie_SF","Ryan Flaherty_BAL","Rickie Weeks_TB","Tim Federowicz_SF","Pat Valaika_COL","Caleb Joseph_BAL","Ryan Goins_TOR","Ty Kelly_TOR","Kyle Higashioka_NYY","Rene Rivera_NYM","Tyler Moore_MIA","Miguel Rojas_MIA","Tony Wolters_COL","Drew Butera_KC","Cristhian Adames_COL","Aaron Hill_SF","Chris Marrero_SF","Alexi Amarista_COL"
7,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
