"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,3600,197.222222222222,71,"Scooter Gennett","CIN",NA,"2B/OF",5,4,4,10,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,13000,34.4230769230769,44.75,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,7,0,0,0,3,2,0
3,2,11900,30.2521008403361,36,"Robbie Ray","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,6.66666666666667,0,0,1,3,2,0
4,2,4400,77.2727272727273,34,"Mark Reynolds","COL",NA,"1B",5,2,2,5,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,4200,73.8095238095238,31,"Mike Moustakas","KC",NA,"3B",6,2,1,3,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,10600,28.4433962264151,30.15,"Chris Archer","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,7,0,0,2,5,0,1
7,4,3100,96.7741935483871,30,"Juan Lagares","NYM",NA,"OF",9,2,1,1,1,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,4300,69.7674418604651,30,"Jonathan Schoop","BAL",NA,"2B",6,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,4300,67.4418604651163,29,"Robinson Cano","SEA",NA,"2B",3,3,1,3,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,3800,76.3157894736842,29,"Carlos Gonzalez","COL",NA,"OF",4,4,1,2,0,2,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,4,5800,49.5689655172414,28.75,"Tim Adleman","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,1,3,2,0
12,5,6000,47.3333333333333,28.4,"Aaron Nola","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,8,0,0,1,5,1,0
13,8,3400,82.3529411764706,28,"Hunter Renfroe","SD",NA,"OF",4,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,6,7900,31.7088607594937,25.05,"Chase Anderson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7.66666666666667,0,0,0,6,1,0
15,9,4500,55.5555555555556,25,"Anthony Rizzo","CHC",NA,"1B",3,2,1,4,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,10,4100,60.9756097560976,25,"Nomar Mazara","TEX",NA,"OF",3,1,1,2,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11,3600,69.4444444444444,25,"Howie Kendrick","PHI",NA,"2B/OF",3,1,1,1,1,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,12,3600,69.4444444444444,25,"Kyle Seager","SEA",NA,"3B",5,1,1,4,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,13,3200,71.875,23,"Gregor Blanco","ARI",NA,"OF",1,3,0,0,1,4,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,7,7600,29.5394736842105,22.45,"Drew Pomeranz","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,0,0,1,6,2,0
21,14,3800,57.8947368421053,22,"Asdrubal Cabrera","NYM",NA,"2B/SS",2,1,1,1,0,5,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,15,4200,52.3809523809524,22,"Josh Reddick","HOU",NA,"OF",2,2,0,1,1,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,16,4000,55,22,"Eugenio Suarez","CIN",NA,"3B",4,2,0,3,0,3,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,17,4000,55,22,"Chris Owings","ARI",NA,"SS/OF",5,2,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,18,3000,73.3333333333333,22,"Delino DeShields","TEX",NA,"OF",9,2,0,1,2,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,19,3700,56.7567567567568,21,"Kole Calhoun","LAA",NA,"OF",2,1,1,2,0,2,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,20,3400,61.7647058823529,21,"Alex Avila","DET",NA,"C/1B",2,2,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,8,9000,22.7777777777778,20.5,"Jake Arrieta","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,2,2,3,0
29,21,3300,60.6060606060606,20,"Curtis Granderson","NYM",NA,"OF",7,1,1,2,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,9,8200,23.4146341463415,19.2,"Jose Quintana","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5.33333333333333,0,0,1,4,4,0
31,22,3400,55.8823529411765,19,"Jason Heyward","CHC",NA,"OF",5,1,0,2,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,23,4200,45.2380952380952,19,"Stephen Piscotty","STL",NA,"OF",3,1,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,24,4400,43.1818181818182,19,"Chris Davis","BAL",NA,"1B",5,2,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,25,3700,51.3513513513513,19,"David Freese","PIT",NA,"3B",4,2,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,26,3700,51.3513513513513,19,"Avisail Garcia","CHW",NA,"OF",4,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,27,5600,33.9285714285714,19,"Charlie Blackmon","COL",NA,"OF",1,2,0,0,1,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,28,3700,48.6486486486486,18,"Mitch Moreland","BOS",NA,"1B",4,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,29,2300,78.2608695652174,18,"Alex Gordon","KC",NA,"OF",9,2,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,30,4700,38.2978723404255,18,"Carlos Beltran","HOU",NA,"OF",5,2,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,31,5100,35.2941176470588,18,"Jake Lamb","ARI",NA,"3B",4,1,0,4,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,32,3900,46.1538461538462,18,"Yulieski Gurriel","HOU",NA,"1B",7,0,0,2,1,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,10,5900,29.6610169491525,17.5,"Chad Green","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3.33333333333333,0,0,0,0,0,0
43,33,2700,62.962962962963,17,"Jared Hoying","TEX",NA,"OF",8,2,0,1,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,34,4100,41.4634146341463,17,"Lonnie Chisenhall","CLE",NA,"OF",8,1,1,1,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,35,4900,34.6938775510204,17,"Trea Turner","WAS",NA,"SS",1,1,0,0,2,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,36,4100,41.4634146341463,17,"Andrew Benintendi","BOS",NA,"OF",2,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,37,3000,56.6666666666667,17,"Salvador Perez","KC",NA,"C",5,2,0,1,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,38,3600,47.2222222222222,17,"Eric Hosmer","KC",NA,"1B",4,2,0,0,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,39,3700,45.9459459459459,17,"Danny Valencia","SEA",NA,"1B",2,2,0,3,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,11,7800,21.474358974359,16.75,"Brandon McCarthy","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,0,0,2,3,2,0
51,12,6700,24.9253731343284,16.7,"Daniel Norris","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,3,5,3,0
52,13,5600,28.75,16.1,"Jesse Hahn","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,0,0,0,7,1,1
53,14,5300,30.2830188679245,16.05,"Antonio Senzatela","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6.33333333333333,0,0,3,6,1,0
54,40,3200,50,16,"C.J. Cron","LAA",NA,"1B",5,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,41,4300,37.2093023255814,16,"Whit Merrifield","KC",NA,"2B",1,0,0,3,0,5,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,42,4200,38.0952380952381,16,"Joey Gallo","TEX",NA,"1B/3B",5,1,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,43,4600,34.7826086956522,16,"Kris Bryant","CHC",NA,"3B",2,2,0,0,0,3,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,44,3500,45.7142857142857,16,"Brian Dozier","MIN",NA,"2B",1,1,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,45,4300,37.2093023255814,16,"Bradley Zimmer","CLE",NA,"OF",6,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,46,4700,34.0425531914894,16,"Neil Walker","NYM",NA,"2B",4,1,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,15,9200,17.3369565217391,15.95,"Marco Estrada","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,5.66666666666667,0,0,4,7,1,0
62,16,6600,24.1666666666667,15.95,"Jesse Chavez","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5.66666666666667,0,0,2,7,1,0
63,47,2700,55.5555555555556,15,"Yolmer Sanchez","CHW",NA,"2B",1,1,1,1,0,4,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,17,7300,19.7945205479452,14.45,"Jaime Garcia","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7.66666666666667,0,0,3,8,0,0
65,48,3200,43.75,14,"Chris Carter","NYY",NA,"1B",9,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,49,3800,36.8421052631579,14,"Hanley Ramirez","BOS",NA,"1B",5,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,50,3800,36.8421052631579,14,"Todd Frazier","NYY",NA,"3B",5,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,51,3700,37.8378378378378,14,"Seth Smith","BAL",NA,"OF",1,1,1,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
