"Paul Goldschmidt_ARI","Nolan Arenado_COL","Charlie Blackmon_COL","Jake Lamb_ARI","George Springer_HOU","Justin Smoak_TOR","Jose Altuve_HOU","Josh Donaldson_TOR","David Peralta_ARI","Carlos Correa_HOU","Dexter Fowler_STL","AJ Pollock_ARI","Matt Carpenter_STL","Ian Desmond_COL","DJ LeMahieu_COL","Andrew McCutchen_PIT","Eric Thames_MIL","Ryan Braun_MIL","David Dahl_COL","Gregor Blanco_ARI","Jose Abreu_CWS","Miguel Sano_MIN","Keon Broxton_MIL","Starling Marte_PIT","Tommy Pham_STL","Trevor Story_COL","Chris Owings_ARI","Jonathan Villar_MIL","Kendrys Morales_TOR","Yasmany Tomas_ARI","Brandon Drury_ARI","Matt Davidson_CWS","Brian Dozier_MIN","Travis Shaw_MIL","Adam Frazier_PIT","Devon Travis_TOR","Carlos Gomez_TEX","Shin-Soo Choo_TEX","Elvis Andrus_TEX","Melky Cabrera_CWS","Yonder Alonso_OAK","Russell Martin_TOR","Adrian Beltre_TEX","Jedd Gyorko_STL","Stephen Piscotty_STL","Mark Reynolds_COL","Carlos Beltran_HOU","Khris Davis_OAK","Ryon Healy_OAK","Steve Pearce_TOR","Yadier Molina_STL","Carlos Gonzalez_COL","Nick Ahmed_ARI","Rey Fuentes_ARI","Chris Iannetta_ARI","Matt Joyce_OAK","Brett Phillips_MIL","Jordy Mercer_PIT","Delino DeShields_TEX","Nomar Mazara_TEX","Paul DeJong_STL","Avisail Garcia_CWS","Eddie Rosario_MIN","Eduardo Escobar_MIN","Hernan Perez_MIL","Josh Bell_PIT","Jose Bautista_TOR","Daniel Descalso_ARI","Gerardo Parra_COL","Chris Herrmann_ARI","Todd Frazier_CWS","Max Kepler_MIN","Brian McCann_HOU","Josh Harrison_PIT","Domingo Santana_MIL","Randal Grichuk_STL","Yoan Moncada_CWS","Rajai Davis_OAK","Marwin Gonzalez_HOU","Gregory Polanco_PIT","Eric Sogard_MIL","Rougned Odor_TEX","Raimel Tapia_COL","Pat Valaika_COL","Tim Anderson_CWS","Tyler Saladino_CWS","Chad Pinder_OAK","Josh Reddick_HOU","Jed Lowrie_OAK","Lewis Brinson_MIL","Mike Napoli_TEX","Joey Gallo_TEX","Kolten Wong_STL","Howie Kendrick_PHI","Jeremy Hazelbaker_ARI","Stephen Cardullo_COL","Yolmer Sanchez_CWS","Alen Hanson_CWS","Derek Fisher_HOU","Jose Osuna_PIT","Ryan Cordell_MIL","David Freese_PIT","Kevin Pillar_TOR","Jhonny Peralta_STL","Aledmys Diaz_STL","Cesar Hernandez_PHI","Aaron Altherr_PHI","Dustin Garneau_COL","Joe Mauer_MIN","Kennys Vargas_MIN","Marcus Semien_OAK","Alex Bregman_HOU","Jesus Aguilar_MIL","Rowdy Tellez_TOR","Dalton Pompey_TOR","Troy Tulowitzki_TOR","Jonathan Lucroy_TEX","Robinson Chirinos_TEX","Socrates Brito_ARI","Tom Murphy_COL","Robbie Grossman_MIN","Jacob Stallings_PIT","Manny Pina_MIL","Ryan Goins_TOR","Maikel Franco_PHI","Jordan Patterson_COL","Charlie Tilson_CWS","Leury Garcia_CWS","Stephen Vogt_OAK","Jake Marisnick_HOU","Nick Franklin_MIL","John Jaso_PIT","Ezequiel Carrera_TOR","Jarrod Saltalamacchia_TOR","Jurickson Profar_TEX","Tony Wolters_COL","Jorge Polanco_MIN","Jason Castro_MIN","Yuli Gurriel_HOU","Orlando Arcia_MIL","Richard Urena_TOR","Harold Ramirez_TOR","Darrell Ceciliani_TOR","Odubel Herrera_PHI","Jose Martinez_STL","Alexi Amarista_COL","Chris Gimenez_MIN","Mark Canha_OAK","Kevin Newman_PIT","Danny Ortiz_PIT","Michael Reed_MIL","Elias Diaz_PIT","Chris Coghlan_TOR","Anthony Alford_TOR","Ronald Guzman_TEX","Chad Huffman_STL","Christian Walker_ARI","Kevan Smith_CWS","Jacob May_CWS","Joey Wendle_OAK","Evan Gattis_HOU","Francisco Cervelli_PIT","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Dwight Smith_TOR","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Michael Saunders_PHI","Harrison Bader_STL","Daniel Nava_PHI","Cody Asche_CWS","Willy Garcia_CWS","Byron Buxton_MIN","Andy Ibanez_TEX","Ryan Rua_TEX","Andrew Knapp_PHI","Ryan Hanigan_COL","Cristhian Adames_COL","Adam Engel_CWS","Geovany Soto_CWS","Ryan LaMarre_OAK","Jake Smolinski_OAK","Norichika Aoki_HOU","JD Davis_HOU","Phil Gosselin_PIT","Chris Bostick_PIT","Jacob Nottingham_MIL","Scott Kingery_PHI","Tommy Joseph_PHI","Daniel Palka_MIN","Bruce Maxwell_OAK","Corey Ray_MIL","Hanser Alberto_TEX","Brock Stassi_PHI","Cameron Rupp_PHI","Magneuris Sierra_STL","Greg Garcia_STL","Omar Narvaez_CWS","Matt Chapman_OAK","Jett Bandy_MIL","Gift Ngoepe_PIT","Drew Stubbs_TEX","Rhys Hoskins_PHI","Roman Quinn_PHI","Jorge Alfaro_PHI","Carson Kelly_STL","Cameron Perkins_PHI","Andres Blanco_PHI","Domingo Leyba_ARI","Dawel Lugo_ARI","Jack Reinheimer_ARI","Josh Phegley_OAK","Jaycob Brugman_OAK","Max Moroff_PIT","Luke Maile_TOR","Nick Williams_PHI","Eric Fryer_STL","Freddy Galvis_PHI","Jeff Mathis_ARI","Ehire Adrianza_MIN","Chris Stewart_PIT","John Bormann_PIT","Darwin Barney_TOR","Mike Ohlman_TOR","Kyle Tucker_HOU","Drew Robinson_TEX","Ty Kelly_PHI","Zack Collins_CWS","Jaff Decker_OAK","Adam Rosales_OAK","Renato Nunez_OAK","Franklin Barreto_OAK","Matt Olson_OAK","Tony Kemp_HOU","Juan Centeno_HOU","Teoscar Hernandez_HOU","Colin Moran_HOU"
66.4405246494799,0,0,7.28341013824885,0,0,0,0,25.1297959183673,0,0,31.089247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63627819548872,0,0,2.48245614035088,19.9646464646465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1505681818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74.1961538461538,8.98572184029614,0,0,0,0,0,0,0,0,0,0,19.4325236167341,10.0512956107879,0,0,0,0,0,0,0,0,0,0,8.85815602836879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44706594071385,0,0,0,0,0,0.563636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6633064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90418353576248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.98572184029614,71.4561011904762,0,0,0,0,0,0,0,0,0,0,11.8022759601707,9.04344262295082,0,0,0,0,0,0,0,0,0,0,3.48359929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7753759398496,0,0,0,0,0,9.35454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8825910931174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.28341013824885,0,0,65.0591346153846,0,0,0,0,25.9937254901961,0,0,-3.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.93396226415094,0,0,5.16904761904762,18.1458635703919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.4225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,72.8588048651507,0,0.272342675832893,0,0,20.7383838383838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52777777777778,0,0,0,0,0,9.2176386913229,0,0,0,0,0,0,0,0,-0.829809725158562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08956228956229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8183183183183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,84.1225045372051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3640810621943,0,0,0,0,0,0,24.1315789473684,0,0,0,0,0,17.7470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30399274047187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0006734006734,0,0,0,0,0,0,0,0,0,0,0,0,14.7860215053763,0,0,0,0,0,0,0,-7.86411411411411,0,0,0,0,0,0,0,0,7.01108870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.71825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.272342675832893,0,65.3021257349615,0,0,-4.06864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8176100628931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.24332171893148,0,0,0,0,0,3.96280487804878,0,0,0,0,0,0,0,0,-6.50382653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85447106954997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28378378378378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.1297959183673,0,0,25.9937254901961,0,0,0,0,76.9423076923077,0,0,10.7687747035573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947560975609756,0,0,22.5897435897436,38.1782945736434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22794117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.10333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20.7383838383838,0,-4.06864406779661,0,0,54.6961924907456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.65505226480836,0,0,0,0,0,14.031746031746,0,0,0,0,0,0,0,0,17.2505050505051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50873515024458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1899159663866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12012012012012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
