"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual"
"WR","Seth Roberts (7642485)","Seth Roberts",7642485,3000,"Oak@TB 01:00PM ET","Oak","Seth","Roberts","TB",8.64,8.2,3,0.136029411764706,7.87179934666662,7.83664269355785,0,9.9,5.5,10.7,10.2,4.2,5.9,8.2,"Roberts, Seth",19,37,2,3,2,5.2,10.4,15.9
"WR","Johnny Holton (7642486)","Johnny Holton",7642486,3000,"Oak@TB 01:00PM ET","Oak","Johnny","Holton","TB",0,1.5,13,0.00367647058823529,0.864052204101764,0.787267253298672,0,NA,2.8,0.2,NA,NA,NA,2.5,"Holton, Johnny",1,1,0,13,6,0.4,3.3,0.2
"RB","Tim Hightower (7642392)","Tim Hightower",7642392,3000,"Sea@NO 01:00PM ET","NO","Tim","Hightower","Sea",2.52,3.8,12,0.00743494423791822,3.1071904899622,3.0248439289959,0,2,0.9,1.9,1.1,NA,NA,5.4,"Hightower, Tim",2,2,0,10,10,0,3.8,14.2
"RB","John Kuhn (7642393)","John Kuhn",7642393,3000,"Sea@NO 01:00PM ET","NO","John","Kuhn","Sea",3.2,1.8,NA,NA,2.20290485390125,2.25320775662203,0,NA,3,6.3,21.2,NA,NA,0.3,"Kuhn, John",NA,NA,NA,NA,NA,-2.5,15,3.2
"RB","Travaris Cadet (7642395)","Travaris Cadet",7642395,3000,"Sea@NO 01:00PM ET","NO","Travaris","Cadet","Sea",5.38,4.5,5,0.104089219330855,4.55256507615145,4.56169561718673,0,10.5,3.7,9.2,NA,NA,7,2.7,"Cadet, Travaris",19,28,1,6,6,1.5,9.6,1.7
"RB","Marcus Murphy (7642398)","Marcus Murphy",7642398,3000,"Sea@NO 01:00PM ET","NO","Marcus","Murphy","Sea",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Murphy, Marcus",0,0,0,13,10,0,0,0
"RB","Daniel Lasco (7642400)","Daniel Lasco",7642400,3000,"Sea@NO 01:00PM ET","NO","Daniel","Lasco","Sea",0,1.2,11,0.0148698884758364,0.691241763281411,0.629813802638938,0,NA,NA,NA,2.9,NA,1.9,NA,"Lasco, Daniel",2,4,0,10,10,1.7,3.1,1.5
"RB","C.J. Prosise (7642401)","C.J. Prosise",7642401,3000,"Sea@NO 01:00PM ET","Sea","C.J.","Prosise","NO",3.7,4.9,8,0.0264550264550265,4.17080683753121,4.08467784875131,0,2.1,NA,NA,NA,NA,NA,3.7,"Prosise, C.J.",4,5,0,8,4,1.8,4,14.3
"RB","Alex Collins (7642402)","Alex Collins",7642402,3000,"Sea@NO 01:00PM ET","Sea","Alex","Collins","NO",0,1.9,9,0.0158730158730159,1.09446612519557,0.997205187511652,0,NA,NA,5.1,0.1,NA,8.1,0.2,"Collins, Alex",3,3,0,9,4,-1,6.4,0
"WR","Brandon Coleman (7642489)","Brandon Coleman",7642489,3000,"Sea@NO 01:00PM ET","NO","Brandon","Coleman","Sea",4.82,1.2,7,0.0631970260223048,2.44759284055622,2.60072242571351,0,NA,3.5,14.8,3.7,NA,1.6,8,"Coleman, Brandon",13,17,1,7,6,1,11.6,6.4
"WR","Paul Richardson (7642490)","Paul Richardson",7642490,3000,"Sea@NO 01:00PM ET","Sea","Paul","Richardson","NO",4.06,2.6,5,0.0634920634920635,2.97710653975199,3.02473952045133,0,2.1,6.5,NA,3.7,NA,NA,2,"Richardson, Paul",6,12,0,5,4,0.4,5.3,5.3
"WR","Tanner McEvoy (7642492)","Tanner McEvoy",7642492,3000,"Sea@NO 01:00PM ET","Sea","Tanner","McEvoy","NO",0,0,9,0.0158730158730159,0,0,0,NA,NA,NA,11.2,NA,2.7,2,"McEvoy, Tanner",3,3,1,9,2,-1,8.9,1.7
"WR","Tommylee Lewis (7642495)","Tommylee Lewis",7642495,3000,"Sea@NO 01:00PM ET","NO","Tommylee","Lewis","Sea",0,0,8,0.033457249070632,0,0,0,NA,0.9,7.4,2.3,NA,4.4,NA,"Lewis, Tommylee",7,9,0,8,10,0,6,0
"WR","Jake Lampman (7642497)","Jake Lampman",7642497,3000,"Sea@NO 01:00PM ET","NO","Jake","Lampman","Sea",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Lampman, Jake",NA,NA,NA,NA,NA,0,0,0
"RB","Jonathan Grimes (7642404)","Jonathan Grimes",7642404,3000,"Det@Hou 01:00PM ET","Hou","Jonathan","Grimes","Det",0,0,9,0.0263157894736842,0,0,0,NA,3.1,5.9,NA,NA,NA,NA,"Grimes, Jonathan",5,7,0,7,5,2.5,6.5,1.1
"RB","Alfred Blue (7642407)","Alfred Blue",7642407,3000,"Det@Hou 01:00PM ET","Hou","Alfred","Blue","Det",4.67,6.8,11,0.0150375939849624,5.61872950732358,5.47851817410162,0,0.4,1.1,1.2,3.3,3.9,1.3,5.3,"Blue, Alfred",1,4,0,11,5,0.5,4.2,4.1
"RB","Jay Prosch (7642408)","Jay Prosch",7642408,3000,"Det@Hou 01:00PM ET","Hou","Jay","Prosch","Det",0,0,NA,NA,0,0,0,0.2,NA,NA,1.6,NA,NA,NA,"Prosch, Jay",NA,NA,NA,NA,NA,-0.1,1.9,0
"RB","Michael Burton (7642409)","Michael Burton",7642409,3000,"Det@Hou 01:00PM ET","Det","Michael","Burton","Hou",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Burton, Michael",NA,NA,NA,NA,NA,NA,NA,0
"RB","Tyler Ervin (7642411)","Tyler Ervin",7642411,3000,"Det@Hou 01:00PM ET","Hou","Tyler","Ervin","Det",0,1,10,0.018796992481203,0.576034802734509,0.524844835532448,0,1.8,NA,-1,NA,NA,1.4,1.9,"Ervin, Tyler",3,5,0,10,5,-0.5,1.7,0
"WR","Andre Roberts (7642499)","Andre Roberts",7642499,3000,"Det@Hou 01:00PM ET","Det","Andre","Roberts","Hou",2.34,1.6,6,0.0321285140562249,1.7743240496912,1.79658289411219,0,1.8,NA,NA,7.8,NA,9.3,3,"Roberts, Andre",5,8,1,6,6,-0.8,7,0
"WR","Keith Mumphery (7642502)","Keith Mumphery",7642502,3000,"Det@Hou 01:00PM ET","Hou","Keith","Mumphery","Det",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Mumphery, Keith",0,0,0,13,5,0,0,0
"WR","Braxton Miller (7642504)","Braxton Miller",7642504,3000,"Det@Hou 01:00PM ET","Hou","Braxton","Miller","Det",2.93,3.6,7,0.037593984962406,3.14138268744075,3.08752486551194,0,1.6,1.1,NA,NA,2.2,3.3,NA,"Miller, Braxton",5,10,0,7,5,0.4,2.9,4.8
"WR","Jaelen Strong (7642505)","Jaelen Strong",7642505,3000,"Det@Hou 01:00PM ET","Hou","Jaelen","Strong","Det",6.64,7.2,6,0.0902255639097744,6.56698816332016,6.49399345011064,0,NA,NA,2.5,8.1,8.9,4.6,3,"Strong, Jaelen",14,24,0,6,5,1.1,7.9,0
"TE","Eric Ebron (7642599)","Eric Ebron",7642599,3000,"Det@Hou 01:00PM ET","Det","Eric","Ebron","Hou",9.66,9.4,5,0.100401606425703,8.93471706406013,8.88353674423331,1,15.6,9.3,11.9,8.2,NA,NA,NA,"Ebron, Eric",20,25,2,5,4,8,14.5,14.9
"RB","Malcolm Johnson (7642415)","Malcolm Johnson",7642415,3000,"NYJ@Cle 01:00PM ET","Cle","Malcolm","Johnson","NYJ",0,0,NA,NA,0,0,0,2.9,NA,1.3,1.3,NA,NA,3.1,"Johnson, Malcolm",NA,NA,NA,NA,NA,0.4,3,0
"RB","George Atkinson III (7642417)","George Atkinson III",7642417,3000,"NYJ@Cle 01:00PM ET","Cle","George","Atkinson III","NYJ",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Atkinson III, George",NA,NA,NA,NA,NA,NA,NA,0
"RB","Troymaine Pope (7642419)","Troymaine Pope",7642419,3000,"NYJ@Cle 01:00PM ET","NYJ","Troymaine","Pope","Cle",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.1,"Pope, Troymaine",NA,NA,NA,NA,NA,0.1,0.1,0
"WR","Andrew Hawkins (7642508)","Andrew Hawkins",7642508,3000,"NYJ@Cle 01:00PM ET","Cle","Andrew","Hawkins","NYJ",8.33,6.8,4,0.11522633744856,6.95239028384346,6.97510024058563,0,-0.1,5.8,3.5,5.8,15.6,7.8,3.9,"Hawkins, Andrew",17,28,1,4,3,1.2,10.9,20.1
"WR","Charone Peake (7642511)","Charone Peake",7642511,3000,"NYJ@Cle 01:00PM ET","NYJ","Charone","Peake","Cle",4.94,3.4,7,0.06,3.75859598940886,3.80444932835979,0,NA,NA,NA,12,1.6,9.3,1.8,"Peake, Charone",10,15,0,6,6,0.9,11.5,2.3
"WR","Jeremy Butler (7642512)","Jeremy Butler",7642512,3000,"NYJ@Cle 01:00PM ET","NYJ","Jeremy","Butler","Cle",0,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Butler, Jeremy",0,0,0,13,8,0,0,0
"WR","Robby Anderson (7642513)","Robby Anderson",7642513,3000,"NYJ@Cle 01:00PM ET","NYJ","Robby","Anderson","Cle",5.29,7.3,6,0.076,6.13266758668054,5.99445995832142,0,NA,NA,5.4,3.2,2,6.4,10.1,"Anderson, Robby",12,19,0,5,6,2.3,8.6,6.1
"WR","Jordan Payton (7642514)","Jordan Payton",7642514,3000,"NYJ@Cle 01:00PM ET","Cle","Jordan","Payton","NYJ",0,0,9,0.00823045267489712,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Payton, Jordan",0,2,0,10,5,0,0,1.3
"WR","Ricardo Louis (7642515)","Ricardo Louis",7642515,3000,"NYJ@Cle 01:00PM ET","Cle","Ricardo","Louis","NYJ",6.15,8.8,5,0.102880658436214,7.31009363444544,7.13338310702344,0,NA,NA,7,5.8,3.3,11.5,1.5,"Louis, Ricardo",14,25,0,5,5,0.7,9,5.2
"WR","Jalin Marshall (7642517)","Jalin Marshall",7642517,3000,"NYJ@Cle 01:00PM ET","NYJ","Jalin","Marshall","Cle",0,4.3,8,0.052,2.47694965175839,2.25683279278953,0,NA,6.5,2.9,NA,NA,2.1,NA,"Marshall, Jalin",6,13,1,8,4,-0.4,5,0
"WR","Rashard Higgins (7642518)","Rashard Higgins",7642518,3000,"NYJ@Cle 01:00PM ET","Cle","Rashard","Higgins","NYJ",3.06,2.2,8,0.0246913580246914,2.38230442835221,2.40589938228097,0,NA,NA,NA,NA,NA,2.4,3.9,"Higgins, Rashard",4,6,0,8,5,-0.5,3.1,2
"RB","Patrick DiMarco (7642421)","Patrick DiMarco",7642421,3000,"GB@Atl 04:25PM ET","Atl","Patrick","DiMarco","GB",0,0,NA,NA,0,0,0,1.8,NA,NA,2.8,2.3,1.3,1.3,"DiMarco, Patrick",NA,NA,NA,NA,NA,1.2,2.6,0
"RB","Aaron Ripkowski (7642424)","Aaron Ripkowski",7642424,3000,"GB@Atl 04:25PM ET","GB","Aaron","Ripkowski","Atl",0,2,NA,NA,1.15206960546902,1.0496896710649,0,NA,NA,NA,NA,1.7,1.2,2.6,"Ripkowski, Aaron",NA,NA,NA,NA,NA,1.1,2.5,4.3
"WR","Eric Weems (7642520)","Eric Weems",7642520,3000,"GB@Atl 04:25PM ET","Atl","Eric","Weems","GB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Weems, Eric",NA,NA,NA,NA,NA,0,0,0
"WR","Aldrick Robinson (7642521)","Aldrick Robinson",7642521,3000,"GB@Atl 04:25PM ET","Atl","Aldrick","Robinson","GB",4.97,2.6,6,0.0569105691056911,3.30869979293043,3.39684052605255,0,NA,6.9,1.4,12.8,NA,1.8,NA,"Robinson, Aldrick",8,14,1,7,5,-1.3,8.9,0
"WR","Jared Abbrederis (7642525)","Jared Abbrederis",7642525,3000,"GB@Atl 04:25PM ET","GB","Jared","Abbrederis","Atl",0,0,12,0.00793650793650794,0,0,0,1.8,NA,NA,NA,NA,NA,NA,"Abbrederis, Jared",1,2,0,12,5,-0.4,2.2,0
"WR","Justin Hardy (7642526)","Justin Hardy",7642526,3000,"GB@Atl 04:25PM ET","Atl","Justin","Hardy","GB",5.2,3.5,7,0.0487804878048781,3.91094039916187,3.96324838494195,0,1,7.8,10.6,NA,NA,6,2.6,"Hardy, Justin",9,12,2,6,3,0.5,8.8,2.3
"WR","Trevor Davis (7642529)","Trevor Davis",7642529,3000,"GB@Atl 04:25PM ET","GB","Trevor","Davis","Atl",0,3.2,10,0.0119047619047619,1.84331136875043,1.67950347370383,0,NA,NA,NA,NA,NA,NA,NA,"Davis, Trevor",0,3,0,13,5,0,0,11.4
"WR","Taylor Gabriel (7642530)","Taylor Gabriel",7642530,3000,"GB@Atl 04:25PM ET","Atl","Taylor","Gabriel","GB",0,3.4,8,0.0447154471544715,1.95851832929733,1.78447244081032,0,NA,NA,NA,NA,NA,NA,NA,"Gabriel, Taylor",8,11,0,7,10,2,7.3,15.8
"WR","Jeff Janis (7642531)","Jeff Janis",7642531,3000,"GB@Atl 04:25PM ET","GB","Jeff","Janis","Atl",5.15,8.6,8,0.0277777777777778,6.83049848359256,6.61951193595957,0,NA,NA,NA,NA,NA,3.4,2.9,"Janis, Jeff",4,7,0,8,5,0.3,3.9,13
"RB","Jerome Felton (7642428)","Jerome Felton",7642428,3000,"NE@Buf 01:00PM ET","Buf","Jerome","Felton","NE",0,0,12,0.0102040816326531,0,0,0,NA,NA,NA,1.7,0.6,NA,NA,"Felton, Jerome",1,2,0,12,7,-0.3,1.2,4.6
"RB","James Develin (7642429)","James Develin",7642429,3000,"NE@Buf 01:00PM ET","NE","James","Develin","Buf",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Develin, James",NA,NA,NA,NA,NA,0,0,0
"RB","Brandon Bolden (7642432)","Brandon Bolden",7642432,3000,"NE@Buf 01:00PM ET","NE","Brandon","Bolden","Buf",0,0,9,0.0172413793103448,0,0,0,0.4,NA,NA,3.5,NA,NA,NA,"Bolden, Brandon",2,4,0,9,6,-0.7,2.7,0
"RB","Dion Lewis (7642433)","Dion Lewis",7642433,3000,"NE@Buf 01:00PM ET","NE","Dion","Lewis","Buf",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Lewis, Dion",0,0,0,12,6,0,0,0
"RB","D.J. Foster (7642436)","D.J. Foster",7642436,3000,"NE@Buf 01:00PM ET","NE","D.J.","Foster","Buf",0,2.7,10,0.00862068965517241,1.55529396738317,1.41708105593761,0,NA,1.9,NA,NA,1.7,NA,NA,"Foster, D.J.",1,2,0,10,6,0.2,2.2,0
"RB","Jonathan Williams (7642437)","Jonathan Williams",7642437,3000,"NE@Buf 01:00PM ET","Buf","Jonathan","Williams","NE",0,5.6,14,0,3.22579489531325,2.93913107898171,0,NA,NA,0.2,NA,NA,1.1,NA,"Williams, Jonathan",0,0,0,14,7,0,1.3,7.2
"WR","Matthew Slater (7642532)","Matthew Slater",7642532,3000,"NE@Buf 01:00PM ET","NE","Matthew","Slater","Buf",0,0,11,0.00431034482758621,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Slater, Matthew",0,1,0,12,6,NA,NA,0
"WR","Brandon Tate (7642534)","Brandon Tate",7642534,3000,"NE@Buf 01:00PM ET","Buf","Brandon","Tate","NE",0,3.1,12,0.0102040816326531,1.78570788847698,1.62701899015059,0,NA,NA,NA,NA,NA,NA,NA,"Tate, Brandon",2,2,0,11,7,-1.1,2.7,5.1
"WR","Walt Powell (7642538)","Walt Powell",7642538,3000,"NE@Buf 01:00PM ET","Buf","Walt","Powell","NE",0,6.6,5,0.0816326530612245,3.80182969804776,3.46397591451416,0,NA,NA,5.8,6.2,NA,NA,4.3,"Powell, Walt",10,16,0,5,7,1.2,6.9,8.9
"WR","Malcolm Mitchell (7642541)","Malcolm Mitchell",7642541,3000,"NE@Buf 01:00PM ET","NE","Malcolm","Mitchell","Buf",0,2.4,7,0.0560344827586207,1.38248352656282,1.25962760527788,0,5.3,2.5,3.7,NA,2.7,NA,NA,"Mitchell, Malcolm",6,13,0,7,6,0.9,4.8,0
"RB","Dexter McCluster (7642438)","Dexter McCluster",7642438,3000,"SD@Den 04:05PM ET","SD","Dexter","McCluster","Den",2.98,3.3,NA,NA,2.98679165613569,2.95051652505007,0,NA,NA,NA,NA,NA,NA,NA,"McCluster, Dexter",NA,NA,NA,NA,NA,0.2,3.6,1.3
"RB","Kapri Bibbs (7642439)","Kapri Bibbs",7642439,3000,"SD@Den 04:05PM ET","Den","Kapri","Bibbs","SD",3.46,5.1,12,0.00840336134453781,4.19856063240468,4.09151028690802,0,1.6,0.7,NA,1.4,NA,NA,NA,"Bibbs, Kapri",1,2,0,12,5,0.8,1.7,0.4
"RB","Derek Watt (7642441)","Derek Watt",7642441,3000,"SD@Den 04:05PM ET","SD","Derek","Watt","Den",0,0,NA,NA,0,0,0,NA,NA,1.6,NA,0.2,1.8,NA,"Watt, Derek",NA,NA,NA,NA,NA,0.3,2.1,6.3
"RB","Kenneth Farrow (7642443)","Kenneth Farrow",7642443,3000,"SD@Den 04:05PM ET","SD","Kenneth","Farrow","Den",1.52,3,12,0.004,2.28197445746861,2.19606585661256,0,NA,1.3,NA,NA,NA,0.5,1.3,"Farrow, Kenneth",0,1,0,13,8,0.6,1.5,1.2
"RB","Andy Janovich (7642444)","Andy Janovich",7642444,3000,"SD@Den 04:05PM ET","Den","Andy","Janovich","SD",0,0,NA,NA,0,0,0,8.8,2.1,2.5,NA,0.2,NA,2.3,"Janovich, Andy",NA,NA,NA,NA,NA,-0.1,6.5,0
"WR","Jordan Norwood (7642542)","Jordan Norwood",7642542,3000,"SD@Den 04:05PM ET","Den","Jordan","Norwood","SD",3.19,2.9,4,0.092436974789916,2.83289925500615,2.82644805366815,0,NA,5.4,NA,4.5,4.4,8.9,1.8,"Norwood, Jordan",14,22,0,4,5,0.4,6.8,1.9
"WR","Griff Whalen (7642546)","Griff Whalen",7642546,3000,"SD@Den 04:05PM ET","SD","Griff","Whalen","Den",0,3.2,10,0.008,1.84331136875043,1.67950347370383,0,NA,NA,NA,NA,NA,NA,NA,"Whalen, Griff",1,2,0,11,8,-0.5,2.7,0
"WR","Bennie Fowler (7642548)","Bennie Fowler",7642548,3000,"SD@Den 04:05PM ET","Den","Bennie","Fowler","SD",2.22,1.9,5,0.0588235294117647,1.90340790767484,1.90496808029704,0,NA,NA,2.3,NA,3.3,11.2,1.7,"Fowler, Bennie",7,14,1,7,4,-0.7,8.1,0
"WR","Jordan Taylor (7642549)","Jordan Taylor",7642549,3000,"SD@Den 04:05PM ET","Den","Jordan","Taylor","SD",0,0,8,0.0252100840336134,0,0,0,NA,3,NA,1.9,NA,0.1,NA,"Taylor, Jordan",3,6,0,8,5,0.2,3.1,4.5
"WR","Cody Latimer (7642550)","Cody Latimer",7642550,3000,"SD@Den 04:05PM ET","Den","Cody","Latimer","SD",0,1.9,9,0.0210084033613445,1.09446612519557,0.997205187511652,0,NA,3.2,2,NA,NA,NA,NA,"Latimer, Cody",3,5,0,8,5,-0.3,2.9,0
"RB","Mike Tolbert (7642446)","Mike Tolbert",7642446,3000,"Ari@Car 01:00PM ET","Car","Mike","Tolbert","Ari",0,3.1,NA,NA,1.78570788847698,1.62701899015059,0,1.7,2.5,3.9,0.9,0.2,1.2,NA,"Tolbert, Mike",NA,NA,NA,NA,NA,0.4,3,0.2
"RB","Andre Ellington (7642449)","Andre Ellington",7642449,3000,"Ari@Car 01:00PM ET","Ari","Andre","Ellington","Car",2.65,4.6,9,0.0174825174825175,3.61538879688958,3.49787708393632,0,2.8,2.1,NA,1.4,1.9,2.5,0.7,"Ellington, Andre",4,5,0,9,4,0.6,2.6,2.6
"RB","Stepfan Taylor (7642450)","Stepfan Taylor",7642450,3000,"Ari@Car 01:00PM ET","Ari","Stepfan","Taylor","Car",0,1.2,NA,NA,0.691241763281411,0.629813802638938,0,NA,NA,NA,NA,-0.2,1.4,NA,"Taylor, Stepfan",NA,NA,NA,NA,NA,-0.5,1.7,0
"RB","Kerwynn Williams (7642451)","Kerwynn Williams",7642451,3000,"Ari@Car 01:00PM ET","Ari","Kerwynn","Williams","Car",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Williams, Kerwynn",NA,NA,NA,NA,NA,0,0,0
"RB","Cameron Artis-Payne (7642453)","Cameron Artis-Payne",7642453,3000,"Ari@Car 01:00PM ET","Car","Cameron","Artis-Payne","Ari",0,0,10,0.00423728813559322,0,0,0,NA,NA,6.8,1.2,20.5,NA,NA,"Artis-Payne, Cameron",1,1,0,10,8,-0.4,19.4,0
"WR","Brenton Bersin (7642555)","Brenton Bersin",7642555,3000,"Ari@Car 01:00PM ET","Car","Brenton","Bersin","Ari",0,0,10,0.00423728813559322,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Bersin, Brenton",0,1,0,12,8,0,0,0
"WR","J.J. Nelson (7642558)","J.J. Nelson",7642558,3000,"Ari@Car 01:00PM ET","Ari","J.J.","Nelson","Car",6.32,7.9,6,0.0524475524475524,6.8536083043364,6.73053612971699,0,2.1,NA,NA,3.4,NA,5.9,11.8,"Nelson, J.J.",8,15,0,7,4,0.1,9.2,27.9
"WR","Brittan Golden (7642561)","Brittan Golden",7642561,3000,"Ari@Car 01:00PM ET","Ari","Brittan","Golden","Car",0,0,12,0.0034965034965035,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Golden, Brittan",0,1,0,12,4,0,0,4.9
"RB","Darren McFadden (7642455)","Darren McFadden",7642455,3000,"Phi@Dal 08:30PM ET","Dal","Darren","McFadden","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"McFadden, Darren",NA,NA,NA,NA,NA,0,0,0
"RB","Kenjon Barner (7642458)","Kenjon Barner",7642458,3000,"Phi@Dal 08:30PM ET","Phi","Kenjon","Barner","Dal",0,1.1,10,0,0.63363828300796,0.577329319085693,0,4.2,0.2,10.2,NA,NA,0.6,NA,"Barner, Kenjon",0,0,0,10,7,-0.8,8.4,2.4
"RB","Lance Dunbar (7642459)","Lance Dunbar",7642459,3000,"Phi@Dal 08:30PM ET","Dal","Lance","Dunbar","Phi",0,5.7,7,0.0319148936170213,3.2833983755867,2.99161556253496,0,2.6,5.2,6.1,3.6,NA,NA,NA,"Dunbar, Lance",5,6,0,7,5,2.8,5.9,0
"RB","Rod Smith (7642460)","Rod Smith",7642460,3000,"Phi@Dal 08:30PM ET","Dal","Rod","Smith","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,NA,1.4,NA,NA,"Smith, Rod",NA,NA,NA,NA,NA,-0.3,1.7,0
"RB","Keith Smith (7642461)","Keith Smith",7642461,3000,"Phi@Dal 08:30PM ET","Dal","Keith","Smith","Phi",0,0,NA,NA,0,0,0,NA,1.5,NA,2.6,NA,NA,NA,"Smith, Keith",NA,NA,NA,NA,NA,0.3,2.6,1.1
"RB","Darius Jackson (7642462)","Darius Jackson",7642462,3000,"Phi@Dal 08:30PM ET","Dal","Darius","Jackson","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Jackson, Darius",NA,NA,NA,NA,NA,0,0,0
"RB","Wendell Smallwood (7642463)","Wendell Smallwood",7642463,3000,"Phi@Dal 08:30PM ET","Phi","Wendell","Smallwood","Dal",0,2.4,9,0.0170454545454545,1.38248352656282,1.25962760527788,0,0.1,1.6,13.9,NA,NA,9,1.3,"Smallwood, Wendell",1,3,0,9,7,-0.8,11.2,-1.5
"WR","Josh Huff (7642568)","Josh Huff",7642568,3000,"Phi@Dal 08:30PM ET","Phi","Josh","Huff","Dal",8.15,2.3,NA,NA,4.29464379728309,4.53969608397729,0,NA,0.9,6,NA,10.5,NA,13.9,"Huff, Josh",NA,NA,NA,NA,NA,-0.7,11.2,1.9
"WR","Dorial Green-Beckham (7642569)","Dorial Green-Beckham",7642569,3000,"Phi@Dal 08:30PM ET","Phi","Dorial","Green-Beckham","Dal",7.27,5.8,3,0.142045454545455,5.99010399938461,6.01681906885836,0,NA,3.8,6.3,NA,7.3,3.3,8.8,"Green-Beckham, Dorial",14,25,1,4,2,3.2,7.8,10.5
"WR","Bryce Treggs (7642570)","Bryce Treggs",7642570,3000,"Phi@Dal 08:30PM ET","Phi","Bryce","Treggs","Dal",0,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Treggs, Bryce",0,0,0,10,7,0,0,0
"WR","Lucky Whitehead (7642572)","Lucky Whitehead",7642572,3000,"Phi@Dal 08:30PM ET","Dal","Lucky","Whitehead","Phi",0,0,11,0.00531914893617021,0,0,0,NA,NA,0.3,0.8,0.9,7.1,NA,"Whitehead, Lucky",1,1,0,10,5,-1.2,4.3,1.7
"TE","Dwayne Allen (7642575)","Dwayne Allen",7642575,2900,"KC@Ind 01:00PM ET","Ind","Dwayne","Allen","KC",0,0,3,0.101754385964912,0,0,1,17.3,4.5,6.5,4,17,1.9,NA,"Allen, Dwayne",18,29,2,5,3,1.7,15.4,0
"TE","Charles Clay (7642620)","Charles Clay",7642620,2900,"NE@Buf 01:00PM ET","Buf","Charles","Clay","NE",9.03,10.1,1,0.204081632653061,9.10837686608152,8.99331974061288,1,6,7.7,NA,9.7,12.3,10.2,4.9,"Clay, Charles",26,40,0,1,7,3.2,11.3,2.6
"TE","C.J. Fiedorowicz (7642598)","C.J. Fiedorowicz",7642598,2800,"Det@Hou 01:00PM ET","Hou","C.J.","Fiedorowicz","Det",10.04,5.4,4,0.116541353383459,6.76904536543837,6.93954023960733,0,1.6,1.1,NA,14.8,10.1,20.5,8.5,"Fiedorowicz, C.J.",21,31,2,3,2,0.3,15.8,15.3
"TE","Jacob Tamme (7642611)","Jacob Tamme",7642611,2800,"GB@Atl 04:25PM ET","Atl","Jacob","Tamme","GB",6.82,5.7,3,0.113821138211382,5.76852583347347,5.78032859352429,1,11.1,18.5,5.8,8.3,1.1,3.6,8.7,"Tamme, Jacob",20,28,3,4,2,2.5,13.8,3.9
"TE","Richard Rodgers (7642615)","Richard Rodgers",7642615,2700,"GB@Atl 04:25PM ET","GB","Richard","Rodgers","Atl",6.49,7,5,0.0714285714285714,6.39712297422736,6.32768915241054,0,3.2,4.5,8.9,NA,1.6,3.5,1.7,"Rodgers, Richard",9,18,1,5,4,1.2,6.6,0
"TE","Antonio Gates (7642624)","Antonio Gates",7642624,2700,"SD@Den 04:05PM ET","SD","Antonio","Gates","Den",7.94,10.6,4,0.12,8.99921114001526,8.81003875606556,1,5,10.5,NA,NA,12,3.6,8.8,"Gates, Antonio",17,30,2,5,2,4.4,11.6,13.3
"TE","Virgil Green (7642625)","Virgil Green",7642625,2700,"SD@Den 04:05PM ET","Den","Virgil","Green","SD",6.58,8.2,7,0.0504201680672269,7.12115967463631,6.99430415340564,0,6.8,7.6,NA,NA,NA,5.1,NA,"Green, Virgil",10,12,0,5,5,5.2,7.8,9.5
"TE","Levine Toilolo (7642614)","Levine Toilolo",7642614,2600,"GB@Atl 04:25PM ET","Atl","Levine","Toilolo","GB",0,0,9,0.040650406504065,0,0,0,NA,4.1,NA,NA,NA,15.9,1.5,"Toilolo, Levine",7,10,1,9,5,-2.4,11,0
"TE","Chase Coffman (7642573)","Chase Coffman",7642573,2500,"KC@Ind 01:00PM ET","Ind","Chase","Coffman","KC",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Coffman, Chase",NA,NA,NA,NA,NA,0,0,0
