"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",14200,"LAD@ChC 08:05PM ET",22.625,"LAD","ChC",NA,NA,NA,NA,NA
"SP","Madison Bumgarner",12400,"Ari@SF 10:15PM ET",24.625,"SF","Ari",NA,NA,NA,NA,NA
"SP","Chris Sale",11500,"Bal@Bos 07:10PM ET",28.5,"Bos","Bal",NA,NA,NA,NA,NA
"SP","Johnny Cueto",11500,"Ari@SF 10:15PM ET",18.4,"SF","Ari",NA,NA,NA,NA,NA
"SP","Yu Darvish",11400,"Tex@LAA 10:07PM ET",13.075,"Tex","LAA",NA,NA,NA,NA,NA
"SP","Jon Lester",11300,"LAD@ChC 08:05PM ET",20.175,"ChC","LAD",NA,NA,NA,NA,NA
"SP","Noah Syndergaard",10900,"NYM@Phi 07:05PM ET",28.625,"NYM","Phi",NA,NA,NA,NA,NA
"SP","Lance McCullers",10800,"Hou@Sea 10:10PM ET",25.425,"Hou","Sea",NA,NA,NA,NA,NA
"SP","Jake Arrieta",10700,"LAD@ChC 08:05PM ET",28.025,"ChC","LAD",NA,NA,NA,NA,NA
"SP","Rich Hill",10500,"LAD@ChC 08:05PM ET",20.25,"LAD","ChC",NA,NA,NA,NA,NA
"SP","Cole Hamels",10200,"Tex@LAA 10:07PM ET",11.3,"Tex","LAA",NA,NA,NA,NA,NA
"SP","John Lackey",9900,"LAD@ChC 08:05PM ET",20.7,"ChC","LAD",19.84,18.3,19.5425,15.8,27.3
"SP","David Price",9800,"Bal@Bos 07:10PM ET",0,"Bos","Bal",NA,NA,NA,NA,NA
"SP","Dallas Keuchel",9800,"Hou@Sea 10:10PM ET",22.35,"Hou","Sea",NA,NA,NA,NA,NA
"SP","Kyle Hendricks",9700,"LAD@ChC 08:05PM ET",17.9,"ChC","LAD",NA,NA,NA,NA,NA
"SP","Kenta Maeda",9600,"LAD@ChC 08:05PM ET",11.05,"LAD","ChC",NA,NA,NA,NA,NA
