"Mike Trout_LAA","Bryce Harper_WAS","Mookie Betts_BOS","Anthony Rizzo_CHC","Freddie Freeman_ATL","Manny Machado_BAL","Trea Turner_WAS","Kris Bryant_CHC","Ryan Braun_MIL","Hanley Ramirez_BOS","Xander Bogaerts_BOS","Eric Thames_MIL","Joey Votto_CIN","Jose Altuve_HOU","Nelson Cruz_SEA","Carlos Correa_HOU","Daniel Murphy_WAS","Nolan Arenado_COL","Matt Kemp_ATL","Ryan Zimmerman_WAS","Andrew Benintendi_BOS","Giancarlo Stanton_MIA","Robinson Cano_SEA","Jean Segura_SEA","Charlie Blackmon_COL","Wil Myers_SD","Miguel Cabrera_DET","Brian Dozier_MIN","Kyle Schwarber_CHC","Adam Jones_BAL","Dee Gordon_MIA","Andrew McCutchen_PIT","George Springer_HOU","Paul Goldschmidt_ARI","Miguel Sano_MIN","Dexter Fowler_STL","Matt Carpenter_STL","Jonathan Villar_MIL","Jackie Bradley_BOS","Christian Yelich_MIA","Gregory Polanco_PIT","Trevor Story_COL","Francisco Lindor_CLE","Dustin Pedroia_BOS","Mark Trumbo_BAL","Kyle Seager_SEA","Carlos Gonzalez_COL","Jay Bruce_NYM","Ben Zobrist_CHC","Chris Davis_BAL","Adam Duvall_CIN","Ian Desmond_COL","Ender Inciarte_ATL","Yoenis Cespedes_NYM","JD Martinez_DET","Jose Abreu_CWS","Stephen Piscotty_STL","Jedd Gyorko_STL","Aledmys Diaz_STL","Jonathan Schoop_BAL","Albert Pujols_LAA","Billy Hamilton_CIN","Rougned Odor_TEX","Brandon Phillips_ATL","Edwin Encarnacion_CLE","Ian Kinsler_DET","Michael Brantley_CLE","Khris Davis_OAK","Welington Castillo_BAL","Mitch Moreland_BOS","Evan Longoria_TB","Starling Marte_PIT","Shin-Soo Choo_TEX","David Dahl_COL","Adam Eaton_WAS","Anthony Rendon_WAS","Carlos Santana_CLE","Jose Ramirez_CLE","Todd Frazier_CWS","Lorenzo Cain_KC","Maikel Franco_PHI","Pablo Sandoval_BOS","Josh Harrison_PIT","Alex Bregman_HOU","Adrian Beltre_TEX","Evan Gattis_HOU","DJ LeMahieu_COL","Jose Reyes_NYM","Michael Conforto_NYM","Justin Upton_DET","Jason Kipnis_CLE","Melky Cabrera_CWS","Eric Hosmer_KC","Rajai Davis_OAK","Javier Baez_CHC","Keon Broxton_MIL","Randal Grichuk_STL","Hyun Soo Kim_BAL","Trey Mancini_BAL","Corey Dickerson_TB","Marcell Ozuna_MIA","Carlos Beltran_HOU","Asdrubal Cabrera_NYM","Max Kepler_MIN","Odubel Herrera_PHI","Willson Contreras_CHC","Addison Russell_CHC","Travis Shaw_MIL","Seth Smith_BAL","JT Realmuto_MIA","Brad Miller_TB","Mitch Haniger_SEA","Alen Hanson_PIT","Jose Peraza_CIN","Mike Napoli_TEX","Carlos Gomez_TEX","Mark Reynolds_COL","AJ Pollock_ARI","Alex Gordon_KC","Mike Moustakas_KC","Joe Mauer_MIN","Trevor Plouffe_OAK","Hernan Perez_MIL","Craig Gentry_BAL","Brock Holt_BOS","Steven Souza_TB","Cameron Maybin_LAA","Kole Calhoun_LAA","Scooter Gennett_CIN","Scott Schebler_CIN","Phillip Ervin_CIN","Jonathan Lucroy_TEX","Elvis Andrus_TEX","Josh Reddick_HOU","Ryan Schimpf_SD","David Wright_NYM","Nick Markakis_ATL","Jake Lamb_ARI","Michael Taylor_WAS","Brandon Moss_KC","Jorge Soler_KC","Tim Anderson_CWS","Salvador Perez_KC","Robbie Grossman_MIN","Kennys Vargas_MIN","Marcus Semien_OAK","Ryon Healy_OAK","Tommy Joseph_PHI","Cesar Hernandez_PHI","Yadier Molina_STL","JJ Hardy_BAL","Martin Prado_MIA","Wilson Ramos_TB","Kevin Kiermaier_TB","Danny Valencia_SEA","CJ Cron_LAA","Eugenio Suarez_CIN","Norichika Aoki_HOU","Nomar Mazara_TEX","Yangervis Solarte_SD","Neil Walker_NYM","Lucas Duda_NYM","Jayson Werth_WAS","Yasmany Tomas_ARI","Nicholas Castellanos_DET","Whit Merrifield_KC","Peter O'Brien_KC","Matt Davidson_CWS","Eddie Rosario_MIN","Byron Buxton_MIN","Jason Heyward_CHC","Aaron Altherr_PHI","Domingo Santana_MIL","Orlando Arcia_MIL","Colby Rasmus_TB","Luis Valbuena_LAA","Leonys Martin_SEA","Taylor Motter_SEA","Zack Cozart_CIN","Josh Bell_PIT","Brian McCann_HOU","Joey Gallo_TEX","Gerardo Parra_COL","Manuel Margot_SD","Travis d'Arnaud_NYM","Adonis Garcia_ATL","Adam Lind_WAS","Victor Martinez_DET","Tyler Saladino_CWS","Stephen Vogt_OAK","Jorge Polanco_MIN","Michael Saunders_PHI","Albert Almora_CHC","Jhonny Peralta_STL","Nick Franklin_MIL","Chris Young_BOS","Joey Rickard_BAL","Logan Morrison_TB","Matt Duffy_TB","Jefry Marte_LAA","Andrelton Simmons_LAA","Francisco Cervelli_PIT","David Freese_PIT","Jordy Mercer_PIT","Arismendy Alcantara_CIN","Adam Frazier_PIT","Delino DeShields_TEX","Yuli Gurriel_HOU","Alex Dickerson_SD","Hunter Renfroe_SD","Curtis Granderson_NYM","David Peralta_ARI","Alex Avila_DET","Alcides Escobar_KC","Avisail Garcia_CWS","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jon Jay_CHC","Matt Adams_STL","Jesus Aguilar_MIL","Justin Bour_MIA","Jarrod Dyson_SEA","John Jaso_PIT","Danny Ortiz_PIT","Kevin Newman_PIT","Stephen Cardullo_COL","Raimel Tapia_COL","Cory Spangenberg_SD","Dansby Swanson_ATL","Tyler Naquin_CLE","Paulo Orlando_KC","Billy Burns_KC","Josh Phegley_OAK","Mark Canha_OAK","Howie Kendrick_PHI","Freddy Galvis_PHI","Kolten Wong_STL","Jose Osuna_PIT","Jesse Winker_CIN","Derek Fisher_HOU","Jurickson Profar_TEX","Dustin Garneau_COL","Matt Wieters_WAS","Chris Owings_ARI","Brandon Drury_ARI","Jorge Bonifacio_KC","Yonder Alonso_OAK","Matt Szczur_CHC","Rhys Hoskins_PHI","Ian Happ_CHC","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Harrison Bader_STL","Sandy Leon_BOS","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Derek Dietrich_MIA","Tim Beckham_TB","Mallex Smith_TB","Jake Bauers_TB","Yunel Escobar_LAA","Ben Revere_LAA","Mike Zunino_SEA","Ben Gamel_SEA","Marwin Gonzalez_HOU","Travis Jankowski_SD","Tom Murphy_COL","Wilmer Flores_NYM","Jace Peterson_ATL","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Charlie Tilson_CWS","Jed Lowrie_OAK","Danny Santana_MIN","Daniel Nava_PHI","Cameron Rupp_PHI","Tommy La Stella_CHC","Jose Martinez_STL","Ryan Flaherty_BAL","Elias Diaz_PIT","Phil Gosselin_PIT","Robinson Chirinos_TEX","Tyler Flowers_ATL","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Brandon Guyer_CLE","Bradley Zimmer_CLE","Ryan O'Hearn_KC","Jake Smolinski_OAK","Jason Castro_MIN","Ryan LaMarre_OAK","Andrew Knapp_PHI","Manny Pina_MIL","Greg Garcia_STL","Caleb Joseph_BAL","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Peter Bourjos_TB","Derek Norris_TB","Adeiny Hechavarria_MIA","Danny Espinosa_LAA","Guillermo Heredia_SEA","Devin Mesoraco_CIN","Pete Kozma_TEX","Brett Nicholas_TEX","Pat Valaika_COL","Brandon Nimmo_NYM","TJ Rivera_NYM","Micah Johnson_ATL","Socrates Brito_ARI","Austin Jackson_CLE","Yan Gomes_CLE","Terrance Gore_KC","Chris Gimenez_MIN","Eduardo Escobar_MIN","Bruce Maxwell_OAK","Jett Bandy_MIL","Rickie Weeks_TB","Destin Hood_MIA","Shawn O'Malley_SEA","Tucker Barnhart_CIN","Gift Ngoepe_PIT","Jake Marisnick_HOU","Ryan Rua_TEX","Christian Bethancourt_SD","Tony Wolters_COL","Austin Hedges_SD","Rio Ruiz_ATL","Stephen Drew_WAS","Giovanny Urshela_CLE","JaCoby Jones_DET","James McCann_DET","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Brock Stassi_PHI","Carson Kelly_STL","Ichiro Suzuki_MIA","Tyler Moore_MIA","Curt Casali_TB","Carlos Ruiz_SEA","Boog Powell_SEA","Erick Aybar_SD","Juan Lagares_NYM","Wilmer Difo_WAS","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Yandy Diaz_CLE","Cody Asche_CWS","Matt Joyce_OAK","Andres Blanco_PHI","Jesus Sucre_TB","Daniel Robertson_TB","Patrick Kivlehan_CIN","Hanser Alberto_TEX","Cristhian Adames_COL","Luis Sardinas_SD","Allen Cordoba_SD","Kurt Suzuki_ATL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Chris Heisey_WAS","Jose Iglesias_DET","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Raul Mondesi_KC","Adam Rosales_OAK","Ehire Adrianza_MIN","Eric Fryer_STL","AJ Ellis_MIA","Chris Stewart_PIT","John Bormann_PIT","Jabari Blash_SD","Alexi Amarista_COL","Chris Iannetta_ARI","Jim Adduci_DET","Roberto Perez_CLE","Yolmer Sanchez_CWS","Francisco Pena_BAL","JT Riddle_MIA","Martin Maldonado_LAA","Juan Graterol_LAA","Mike Freeman_SEA","Daniel Vogelbach_SEA","Hector Sanchez_SD","Jose Lobaton_WAS","Daniel Descalso_ARI","Rafael Bautista_WAS","Kevan Smith_CWS","Chad Pinder_OAK","Ty Kelly_PHI","Eloy Jimenez_CHC","Shane Peterson_TB","Miguel Rojas_MIA","Carlos Perez_LAA","Tony Kemp_HOU","Rene Rivera_NYM","Anthony Recker_ATL","Nick Ahmed_ARI","Michael Martinez_CLE","Drew Butera_KC","Jaff Decker_OAK","Cliff Pennington_LAA","Stuart Turner_CIN","Drew Robinson_TEX","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL","Andrew Romine_DET","Zack Collins_CWS","Matt Olson_OAK","Luis Torrens_SD","Jeff Mathis_ARI","Grant Green_WAS"
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,13,0,0,0,0,0,0,0,0,0,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
