"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Chris Sale","P","BOS","@ DET",3.8,"Verlander, R 2.84","L",0,0,0,7,9,0.57,NA,12400,20.9,27.4,20.92,20.92,"%",0,1.7,29.65,2.4
"Jon Lester","P","CHC","vs LAD",3.27,"Wood, L 0.00","L",1.8,0,0,5,12.6,1.8,NA,11300,21.4,17.9,21.37,21.37,"%",0,1.9,22.5,2
"Justin Verlander","P","DET","vs BOS",3.7,"Sale, L 0.00","R",2.84,0,0,6.3,14.3,1.26,NA,10500,22.9,29.5,22.86,22.86,"%",0,2.2,20.75,2
"Jacob deGrom","P","NYM","@ PHI",3.76,"Eickhoff, R 2.70","R",0,0,0,6,9,0.5,NA,9300,16.2,23.7,16.22,16.22,"%",0,1.7,10.7,1.2
"Michael Pineda","P","NYY","vs TB",3.72,"Cobb, R 1.59","R",9.82,0,0,3.7,14.6,2.18,NA,8600,16.5,7.5,16.45,16.45,"%",0,1.9,40.05,4.7
"Taijuan Walker","P","ARI","@ SF",4.29,"Moore, L 5.06","R",6,0,0,6,10.5,1.33,NA,8700,11.3,18.7,11.32,11.32,"%",0,1.3,5.25,0.6
"Ian Kennedy","P","KC","vs OAK",4.06,"Cotton, R 10.38","R",5.4,0,0,5,9,1.6,NA,8500,14.9,10.5,14.92,14.92,"%",0,1.8,12.7,1.5
"James Paxton","P","SEA","vs HOU",3.45,"Morton, R 3.00","L",0,0,0,6,7.5,0.5,NA,8400,18.5,21.7,18.51,18.51,"%",0,2.2,32.15,3.8
"Tanner Roark","P","WSH","vs STL",3.99,"Wainwright, R 3.60","R",3,0,0,6,9,0.83,NA,8200,15.4,21.3,15.4,15.4,"%",0,1.9,11.05,1.3
"Jerad Eickhoff","P","PHI","vs NYM",4.25,"deGrom, R 0.00","R",2.7,0,0,6.7,8.1,0.9,NA,8100,14,19.4,13.98,13.98,"%",0,1.7,22.15,2.7
"Matt Moore","P","SF","vs ARI",3.72,"Walker, R 6.00","L",5.06,0,0,5.3,5.1,1.88,NA,8000,14.9,6,14.94,14.94,"%",0,1.9,27.6,3.5
